h_m_s,CNR
2019-04-04 09:30:00,
2019-04-04 09:30:01,
2019-04-04 09:30:02,
2019-04-04 09:30:03,
2019-04-04 09:30:04,
2019-04-04 09:30:05,
2019-04-04 09:30:06,
2019-04-04 09:30:07,-1.1537031298419589
2019-04-04 09:30:08,-3.596772954283519
2019-04-04 09:30:09,-2.0480826023231904
2019-04-04 09:30:10,-1.2443794650274131
2019-04-04 09:30:11,-0.7833054798503234
2019-04-04 09:30:12,-0.5034783397809276
2019-04-04 09:30:13,-0.5034783397809276
2019-04-04 09:30:14,-0.5034783397809276
2019-04-04 09:30:15,-0.5034783397809276
2019-04-04 09:30:16,-0.5034783397809276
2019-04-04 09:30:17,-0.5034783397809276
2019-04-04 09:30:18,-0.09932158073285306
2019-04-04 09:30:19,-0.09932158073285306
2019-04-04 09:30:20,-0.0353943698047668
2019-04-04 09:30:21,-0.0353943698047668
2019-04-04 09:30:22,-0.01445737986247697
2019-04-04 09:30:23,-0.007660343745045126
2019-04-04 09:30:24,-0.004492305022426652
2019-04-04 09:30:25,-0.0027724368863933685
2019-04-04 09:30:26,-0.0027724368863933685
2019-04-04 09:30:27,-0.0027724368863933685
2019-04-04 09:30:28,-0.0027724368863933685
2019-04-04 09:30:29,-0.0027724368863933685
2019-04-04 09:30:30,-0.0027724368863933685
2019-04-04 09:30:31,-0.0005171614279868965
2019-04-04 09:30:32,-0.0005171614279868965
2019-04-04 09:30:33,-0.0005171614279868965
2019-04-04 09:30:34,-0.0001380776757272091
2019-04-04 09:30:35,-6.576653086149773e-05
2019-04-04 09:30:36,-3.683267589479501e-05
2019-04-04 09:30:37,-3.683267589479501e-05
2019-04-04 09:30:38,-3.683267589479501e-05
2019-04-04 09:30:39,-2.3902432287311473
2019-04-04 09:30:40,-1.2604536681284746
2019-04-04 09:30:41,-0.737538375898917
2019-04-04 09:30:42,-0.45462678759391845
2019-04-04 09:30:43,-0.45462678759391845
2019-04-04 09:30:44,-0.45462678759391845
2019-04-04 09:30:45,-0.45462678759391845
2019-04-04 09:30:46,-0.45462678759391845
2019-04-04 09:30:47,-0.45462678759391845
2019-04-04 09:30:48,-0.08467123293441027
2019-04-04 09:30:49,-0.08467123293441027
2019-04-04 09:30:50,-0.02990909828912807
2019-04-04 09:30:51,-0.015181181590068192
2019-04-04 09:30:52,-0.015181181590068192
2019-04-04 09:30:53,-0.015181181590068192
2019-04-04 09:30:54,-0.015181181590068192
2019-04-04 09:30:55,-0.015181181590068192
2019-04-04 09:30:56,-0.015181181590068192
2019-04-04 09:30:57,-0.002297046182874269
2019-04-04 09:30:58,-0.001010562681735748
2019-04-04 09:30:59,-0.0005491920219873018
2019-04-04 09:31:00,-0.0005491920219873018
2019-04-04 09:31:01,-0.0005491920219873018
2019-04-04 09:31:02,-0.0005491920219873018
2019-04-04 09:31:03,-0.0005491920219873018
2019-04-04 09:31:04,-0.0005491920219873018
2019-04-04 09:31:05,0.8386307363518183
2019-04-04 09:31:06,0.8386307363518183
2019-04-04 09:31:07,0.8386307363518183
2019-04-04 09:31:08,-1.9979238494166143
2019-04-04 09:31:09,-1.99901530706673
2019-04-04 09:31:10,-2.440343033390076
2019-04-04 09:31:11,-2.440343033390076
2019-04-04 09:31:12,-1.2250653105473868
2019-04-04 09:31:13,-0.7012426791139695
2019-04-04 09:31:14,-0.7012426791139695
2019-04-04 09:31:15,-0.7012426791139695
2019-04-04 09:31:16,-0.7012426791139695
2019-04-04 09:31:17,-0.22158534623582526
2019-04-04 09:31:18,-0.10937000442504467
2019-04-04 09:31:19,-0.06215509296460338
2019-04-04 09:31:20,-0.4307633518958237
2019-04-04 09:31:21,-0.6418896000320314
2019-04-04 09:31:22,-0.6418896000320314
2019-04-04 09:31:23,-0.34989690138016866
2019-04-04 09:31:24,-0.34989690138016866
2019-04-04 09:31:25,-0.34989690138016866
2019-04-04 09:31:26,-0.1380115634036151
2019-04-04 09:31:27,-0.1380115634036151
2019-04-04 09:31:28,-0.05841706420861007
2019-04-04 09:31:29,-0.05841706420861007
2019-04-04 09:31:30,-0.05841706420861007
2019-04-04 09:31:31,-0.05841706420861007
2019-04-04 09:31:32,-0.05841706420861007
2019-04-04 09:31:33,-0.05841706420861007
2019-04-04 09:31:34,-0.05841706420861007
2019-04-04 09:31:35,-0.05841706420861007
2019-04-04 09:31:36,-0.05841706420861007
2019-04-04 09:31:37,-0.0025211081615179667
2019-04-04 09:31:38,-0.0010352502732980558
2019-04-04 09:31:39,-0.0010352502732980558
2019-04-04 09:31:40,-0.0010352502732980558
2019-04-04 09:31:41,-0.0010352502732980558
2019-04-04 09:31:42,-0.0010352502732980558
2019-04-04 09:31:43,-0.0010352502732980558
2019-04-04 09:31:44,-0.00013421698691689984
2019-04-04 09:31:45,-0.00013421698691689984
2019-04-04 09:31:46,-0.00013421698691689984
2019-04-04 09:31:47,-0.00013421698691689984
2019-04-04 09:31:48,-0.00013421698691689984
2019-04-04 09:31:49,-1.7638675968652e-05
2019-04-04 09:31:50,-7.659427435249791e-06
2019-04-04 09:31:51,-4.143278588460774e-06
2019-04-04 09:31:52,-2.4536878577529397e-06
2019-04-04 09:31:53,-1.5224352889951777e-06
2019-04-04 09:31:54,-9.701379727450658e-07
2019-04-04 09:31:55,-9.701379727450658e-07
2019-04-04 09:31:56,-0.8988230369962756
2019-04-04 09:31:57,-0.5368938389376058
2019-04-04 09:31:58,-0.5368938389376058
2019-04-04 09:31:59,-0.5368938389376058
2019-04-04 09:32:00,-0.5368938389376058
2019-04-04 09:32:01,-0.8475881253374791
2019-04-04 09:32:02,-0.42245525558254926
2019-04-04 09:32:03,-0.42245525558254926
2019-04-04 09:32:04,-0.42245525558254926
2019-04-04 09:32:05,-0.42245525558254926
2019-04-04 09:32:06,-0.8368170316123837
2019-04-04 09:32:07,-0.40305592005720614
2019-04-04 09:32:08,-0.40305592005720614
2019-04-04 09:32:09,-0.18605906152866264
2019-04-04 09:32:10,-0.10293333594315203
2019-04-04 09:32:11,-0.4628844926323486
2019-04-04 09:32:12,-0.2889632255180284
2019-04-04 09:32:13,-0.2889632255180284
2019-04-04 09:32:14,-0.2889632255180284
2019-04-04 09:32:15,-0.2889632255180284
2019-04-04 09:32:16,-0.7549966693340943
2019-04-04 09:32:17,-0.3807073033592479
2019-04-04 09:32:18,-0.3807073033592479
2019-04-04 09:32:19,-0.3807073033592479
2019-04-04 09:32:20,-0.3807073033592479
2019-04-04 09:32:21,-0.8235499026516395
2019-04-04 09:32:22,-0.3973478394236005
2019-04-04 09:32:23,-0.3973478394236005
2019-04-04 09:32:24,-0.3973478394236005
