h_m_s,SMU.UN
2019-04-04 09:30:00,
2019-04-04 09:30:01,
2019-04-04 09:30:02,
2019-04-04 09:30:03,
2019-04-04 09:30:04,0.07582938388625594
2019-04-04 09:30:05,0.048120300751879716
2019-04-04 09:30:06,0.03108305002428365
2019-04-04 09:30:07,0.020301348136399697
2019-04-04 09:30:08,0.013353502686349184
2019-04-04 09:30:09,0.00882378285221888
2019-04-04 09:30:10,0.005848120206283308
2019-04-04 09:30:11,0.0038836056092311525
2019-04-04 09:30:12,0.0025823844310463666
2019-04-04 09:30:13,0.001718630843675296
2019-04-04 09:30:14,0.0011444426461631883
2019-04-04 09:30:15,0.000762380097244877
2019-04-04 09:30:16,0.0005079952078725995
2019-04-04 09:30:17,0.0003385488177970185
2019-04-04 09:30:18,0.00022564828322499655
2019-04-04 09:30:19,0.00015040956237697708
2019-04-04 09:30:20,0.00010026298790989531
2019-04-04 09:30:21,6.683752438666386e-05
2019-04-04 09:30:22,4.455636423305524e-05
2019-04-04 09:30:23,2.9703360506203723e-05
2019-04-04 09:30:24,1.9801848216511642e-05
2019-04-04 09:30:25,1.320105787411155e-05
2019-04-04 09:30:26,8.800627797676445e-06
2019-04-04 09:30:27,5.867050775964198e-06
2019-04-04 09:30:28,3.9113518852427234e-06
2019-04-04 09:30:29,2.6075611241024036e-06
2019-04-04 09:30:30,1.7383710607957377e-06
2019-04-04 09:30:31,1.1589126974502952e-06
2019-04-04 09:30:32,7.726078680434845e-07
2019-04-04 09:30:33,5.150716467300518e-07
2019-04-04 09:30:34,3.433809799094967e-07
2019-04-04 09:30:35,2.2892060086834432e-07
2019-04-04 09:30:36,1.5261371062128136e-07
2019-04-04 09:30:37,1.0174246339599101e-07
2019-04-04 09:30:38,6.782830432998149e-08
2019-04-04 09:30:39,4.521886750857493e-08
2019-04-04 09:30:40,3.014591076360733e-08
2019-04-04 09:30:41,2.0097273438504482e-08
2019-04-04 09:30:42,1.3398182112825035e-08
2019-04-04 09:30:43,8.932121328767233e-09
2019-04-04 09:30:44,5.954747517052471e-09
2019-04-04 09:30:45,3.969831662275418e-09
2019-04-04 09:30:46,2.6465544345126952e-09
2019-04-04 09:30:47,1.7643696198954633e-09
2019-04-04 09:30:48,1.1762464118800867e-09
2019-04-04 09:30:49,7.841642739718109e-10
2019-04-04 09:30:50,5.22776182374579e-10
2019-04-04 09:30:51,3.4851745479492165e-10
2019-04-04 09:30:52,2.3234496980929693e-10
2019-04-04 09:30:53,1.5489664651553834e-10
2019-04-04 09:30:54,1.0326443099969538e-10
2019-04-04 09:30:55,6.884295399505757e-11
2019-04-04 09:30:56,4.589530266126534e-11
2019-04-04 09:30:57,3.059686843990739e-11
2019-04-04 09:30:58,2.039791229285552e-11
2019-04-04 09:30:59,1.3598608195052093e-11
2019-04-04 09:31:00,9.06573879661921e-12
2019-04-04 09:31:01,6.043825864376279e-12
2019-04-04 09:31:02,4.029217242901285e-12
2019-04-04 09:31:03,2.6861448285936414e-12
2019-04-04 09:31:04,1.7907632190592211e-12
2019-04-04 09:31:05,1.1938421460380556e-12
2019-04-04 09:31:06,7.95894764024737e-13
2019-04-04 09:31:07,5.305965093495433e-13
2019-04-04 09:31:08,3.537310062329038e-13
2019-04-04 09:31:09,2.3582067082188027e-13
2019-04-04 09:31:10,1.5721378054789547e-13
2019-04-04 09:31:11,1.0480918703191933e-13
2019-04-04 09:31:12,6.9872791354608e-14
2019-04-04 09:31:13,4.6581860903069835e-14
2019-04-04 09:31:14,3.1054573935378926e-14
2019-04-04 09:31:15,2.070304929025219e-14
2019-04-04 09:31:16,1.3802032860167938e-14
2019-04-04 09:31:17,9.201355240111875e-15
2019-04-04 09:31:18,6.134236826741213e-15
2019-04-04 09:31:19,4.089491217827459e-15
2019-04-04 09:31:20,2.7263274785516324e-15
2019-04-04 09:31:21,1.817551652367752e-15
2019-04-04 09:31:22,1.2117011015785e-15
2019-04-04 09:31:23,8.07800734385666e-16
2019-04-04 09:31:24,5.385338229237771e-16
2019-04-04 09:31:25,3.5902254861585134e-16
2019-04-04 09:31:26,2.3934836574390085e-16
2019-04-04 09:31:27,1.5956557716260055e-16
2019-04-04 09:31:28,1.063770514417337e-16
2019-04-04 09:31:29,7.091803429448913e-17
2019-04-04 09:31:30,4.727868952965942e-17
2019-04-04 09:31:31,3.151912635310628e-17
2019-04-04 09:31:32,2.1012750902070854e-17
2019-04-04 09:31:33,1.4008500601380568e-17
2019-04-04 09:31:34,9.339000400920378e-18
2019-04-04 09:31:35,6.2260002672802525e-18
2019-04-04 09:31:36,4.150666844853501e-18
2019-04-04 09:31:37,2.7671112299023344e-18
2019-04-04 09:31:38,1.8447408199348897e-18
2019-04-04 09:31:39,1.2298272132899265e-18
2019-04-04 09:31:40,8.198848088599511e-19
2019-04-04 09:31:41,5.465898725733007e-19
2019-04-04 09:31:42,3.643932483822005e-19
2019-04-04 09:31:43,2.429288322548003e-19
2019-04-04 09:31:44,1.6195255483653354e-19
2019-04-04 09:31:45,1.0796836989102236e-19
2019-04-04 09:31:46,7.197891326068158e-20
2019-04-04 09:31:47,4.798594217378772e-20
2019-04-04 09:31:48,3.199062811585848e-20
2019-04-04 09:31:49,2.132708541057232e-20
2019-04-04 09:31:50,1.4218056940381546e-20
2019-04-04 09:31:51,9.47870462692103e-21
2019-04-04 09:31:52,6.319136417947353e-21
2019-04-04 09:31:53,4.212757611964902e-21
2019-04-04 09:31:54,2.808505074643268e-21
2019-04-04 09:31:55,1.8723367164288454e-21
2019-04-04 09:31:56,1.2482244776192302e-21
2019-04-04 09:31:57,8.321496517461535e-22
2019-04-04 09:31:58,5.547664344974357e-22
2019-04-04 09:31:59,3.698442896649571e-22
2019-04-04 09:32:00,2.4656285977663807e-22
2019-04-04 09:32:01,1.6437523985109204e-22
2019-04-04 09:32:02,1.0958349323406137e-22
2019-04-04 09:32:03,7.305566215604091e-23
2019-04-04 09:32:04,4.8703774770693943e-23
2019-04-04 09:32:05,3.246918318046263e-23
2019-04-04 09:32:06,2.164612212030842e-23
2019-04-04 09:32:07,1.4430748080205614e-23
2019-04-04 09:32:08,9.620498720137076e-24
2019-04-04 09:32:09,6.4136658134247176e-24
2019-04-04 09:32:10,4.275777208949812e-24
2019-04-04 09:32:11,2.8505181392998744e-24
2019-04-04 09:32:12,1.9003454261999164e-24
2019-04-04 09:32:13,1.2668969507999442e-24
2019-04-04 09:32:14,8.445979671999628e-25
2019-04-04 09:32:15,5.630653114666419e-25
2019-04-04 09:32:16,3.753768743110946e-25
2019-04-04 09:32:17,2.502512495407297e-25
2019-04-04 09:32:18,1.6683416636048647e-25
