h_m_s,ABX,ACB,AEM,BAM.A,BNS,CNQ,CNR,CRON,CVE,ECA,ENB,FOOD,G,HQU,HSD,LUG,MFC,PTG,PVG,RY,SHOP,SMU.UN,SU,TD,TECK.B,WPM,XIU,XSP
2019-04-04 11:14:53,,11.85,,63.29,71.4,36.63,120.16,24.52,11.94,9.21,48.93,,15.3,68.78,14.13,5.24,23.52,,,103.66,264.83,,43.39,74.89,30.94,,24.45,32.1
2019-04-04 11:14:54,17.76,,57.01,63.29,71.4,36.63,120.16,24.53,11.94,9.21,48.92,,15.3,68.78,14.13,,23.52,,,,264.63,,43.38,74.89,,31.17,24.45,
2019-04-04 11:14:55,17.76,,57.01,,71.4,,,,11.94,9.21,,,15.3,68.78,14.13,,,,,,264.63,,43.38,74.89,,31.17,,
2019-04-04 11:14:56,17.77,,,,,,,,,9.21,48.92,,15.3,68.77,14.13,,,,11.41,103.66,264.62,,,,,31.17,,
2019-04-04 11:14:57,17.77,11.85,57.01,,71.4,36.62,120.16,24.53,11.93,9.21,48.92,,15.3,68.78,14.13,,23.52,,,103.66,264.58,,43.37,74.89,,31.17,24.45,
2019-04-04 11:14:58,17.77,11.84,57.0,,71.4,36.62,120.16,24.51,11.93,9.21,48.91,,15.3,68.76,14.14,,23.52,,,103.66,264.58,,43.37,74.89,,31.17,24.45,32.1
2019-04-04 11:14:59,17.77,11.84,57.0,,71.4,36.62,120.16,24.51,11.93,9.2,48.91,,15.3,68.75,,5.24,23.52,,,,264.62,,43.37,74.89,30.94,31.17,24.45,32.1
2019-04-04 11:15:00,,11.84,57.01,63.29,71.4,36.62,120.16,24.51,11.93,9.2,48.91,,15.3,68.76,14.14,5.24,23.52,,,103.66,264.68,,43.37,,30.94,31.17,24.45,32.1
2019-04-04 11:15:01,,,57.01,,,36.61,120.15,24.51,11.93,9.2,48.91,,,68.76,,5.24,23.52,,11.41,103.66,,,43.37,,30.94,,,32.1
2019-04-04 11:15:02,17.77,11.84,57.01,63.29,71.4,36.6,120.14,24.5,11.93,9.2,48.91,,15.3,68.75,14.14,5.24,23.51,,,103.66,264.62,,43.37,74.89,30.92,31.17,24.45,32.1
2019-04-04 11:15:03,,11.84,57.01,,71.4,36.6,120.15,24.51,,9.2,48.91,,,68.76,14.14,5.24,23.51,,,103.66,264.51,,43.36,74.89,30.92,31.17,24.45,
2019-04-04 11:15:04,17.78,,57.01,63.28,71.4,36.59,120.14,24.51,11.93,9.2,48.91,,,68.76,14.14,5.24,,,11.41,103.66,264.51,,43.35,,,,24.45,
2019-04-04 11:15:05,17.78,11.84,57.0,,71.4,36.59,,24.52,11.93,9.2,,,,68.76,14.14,5.24,23.51,,,,,,43.34,,30.92,31.17,24.45,
2019-04-04 11:15:06,17.78,,57.0,63.28,71.4,36.59,120.14,24.52,11.93,9.2,48.91,,15.3,68.76,14.14,5.24,23.51,,11.4,103.66,264.5,,43.34,74.89,30.92,31.17,24.45,32.1
2019-04-04 11:15:07,17.78,,57.0,,71.4,36.59,,24.52,11.93,9.2,48.91,,15.3,68.76,14.14,5.24,23.51,,11.4,103.66,264.5,,43.34,,,,,32.1
2019-04-04 11:15:08,17.78,,57.0,,71.4,36.59,120.14,,11.93,9.2,,,,68.76,14.14,5.24,,,,103.66,264.5,,43.34,74.89,30.92,31.17,24.45,
2019-04-04 11:15:09,17.78,11.84,57.0,,71.4,36.59,120.14,24.52,,9.2,48.9,,,68.76,14.14,5.24,23.51,,,103.66,264.49,,43.34,74.89,30.92,31.17,24.45,
2019-04-04 11:15:10,17.78,11.84,,63.28,,36.59,120.14,,,9.2,,,,68.76,14.14,5.24,23.51,,,,,,,74.89,30.92,,24.45,32.1
2019-04-04 11:15:11,17.78,11.84,57.0,63.27,,36.58,120.14,24.52,,9.2,,,,68.76,,5.24,23.51,,,,264.49,,,,30.92,,24.45,32.1
2019-04-04 11:15:12,,,57.0,,,36.58,,,,9.2,48.9,,15.3,68.74,14.14,5.24,23.51,,11.4,103.66,,11.87,43.34,74.89,30.92,,24.45,32.1
2019-04-04 11:15:13,,,,63.27,71.4,36.58,,24.52,,9.2,,,,68.74,14.14,5.24,23.51,,11.4,,264.51,11.87,,74.89,30.92,,24.45,32.09
2019-04-04 11:15:14,17.78,11.84,57.0,,71.4,,120.13,24.51,,9.2,48.9,,,68.74,14.14,5.24,,,11.4,,264.51,,43.34,,30.92,31.17,24.45,32.09
2019-04-04 11:15:15,17.78,,,63.27,,36.58,120.14,24.52,11.92,,48.9,,,68.74,14.14,5.24,,,,,264.51,,43.34,74.89,,,24.45,32.09
2019-04-04 11:15:16,17.78,,,63.26,71.4,36.58,120.13,24.52,11.92,,48.9,,,68.73,14.14,5.24,23.51,,,,,11.87,43.34,,,,,32.09
2019-04-04 11:15:17,,11.84,57.0,63.26,,36.59,120.13,,11.92,9.2,48.9,,,68.74,14.14,5.24,23.51,,,,264.51,11.87,43.34,74.89,30.92,31.17,24.45,32.09
2019-04-04 11:15:18,17.78,,,63.27,,36.59,120.13,24.52,11.92,,,,,68.74,,5.24,23.51,,,,,,43.34,,30.92,,,
2019-04-04 11:15:19,17.78,11.84,57.0,63.26,,36.6,,24.52,11.92,9.19,,,15.29,68.74,14.14,5.24,,,11.4,,264.48,,,74.89,,31.17,24.45,
2019-04-04 11:15:20,17.78,11.84,57.0,63.26,71.4,36.6,120.13,24.52,11.92,9.19,48.9,,15.29,68.73,14.14,5.24,,,11.4,103.66,,,43.34,,30.92,31.17,24.45,32.09
2019-04-04 11:15:21,17.78,,57.0,63.26,71.4,36.6,,24.52,11.92,9.19,,,15.29,68.73,14.14,5.24,,,,103.65,,,43.34,,,,,32.09
2019-04-04 11:15:22,17.78,11.84,57.0,63.27,71.4,,,,,9.19,,,,68.73,14.14,5.24,23.51,,,,264.48,,43.34,74.89,,31.17,24.45,32.09
2019-04-04 11:15:23,17.78,,57.0,,71.4,36.6,,,11.92,,48.9,,15.29,68.73,14.14,5.24,,,,,264.48,,,,30.92,,24.45,32.09
2019-04-04 11:15:24,17.78,,57.01,63.27,71.4,36.6,,,11.92,9.18,48.9,,15.29,68.73,14.14,5.24,,,,,264.47,,43.34,,30.92,,24.45,32.09
2019-04-04 11:15:25,,,57.01,,71.4,36.6,,,,9.18,,,,68.73,14.14,5.24,23.51,,,103.65,,,,74.89,30.92,,,32.09
2019-04-04 11:15:26,17.78,11.84,57.01,63.27,,36.6,120.13,24.52,,9.18,,,15.3,68.73,14.15,5.24,,,,103.65,,,,,,31.17,24.45,32.09
2019-04-04 11:15:27,17.78,,57.01,63.27,71.4,36.6,120.13,24.52,,9.18,48.9,,,68.73,,5.24,,,,,264.47,,43.34,74.89,30.92,31.17,,
2019-04-04 11:15:28,17.78,11.84,57.01,63.27,71.4,36.59,120.13,24.52,11.92,9.18,48.91,,15.3,68.74,14.14,5.24,,,11.4,103.64,265.3,,43.34,74.89,30.92,,24.45,32.09
2019-04-04 11:15:29,17.78,11.84,57.02,,,36.59,,24.52,11.92,9.18,,,,68.74,14.14,5.24,,,,103.64,265.3,,,74.89,30.92,,,
2019-04-04 11:15:30,,11.84,57.01,63.27,71.4,36.6,120.13,24.52,11.92,9.18,48.91,,,68.77,14.14,5.24,23.51,,,103.64,265.3,11.87,43.34,,30.92,,24.45,32.09
2019-04-04 11:15:31,17.78,11.84,57.01,63.27,71.4,36.59,,24.52,11.92,9.18,48.91,,,68.77,,5.24,,,,103.64,,,43.34,74.89,30.92,31.17,24.45,
2019-04-04 11:15:32,17.78,,57.0,,71.4,36.58,,,11.92,,48.91,,,68.77,,5.24,23.51,,11.4,103.64,265.18,,,,30.92,31.17,24.45,32.09
2019-04-04 11:15:33,17.78,11.84,57.0,63.27,,36.58,120.13,24.52,11.91,9.18,48.91,,15.3,68.76,,5.24,23.51,,11.4,,265.86,,,74.89,30.92,31.17,24.45,32.09
2019-04-04 11:15:34,17.78,11.84,57.0,,,,,,11.91,9.18,,,,68.76,14.14,5.24,23.51,,11.4,,,,,,,,24.45,32.09
2019-04-04 11:15:35,17.78,,,,,36.58,,,11.91,9.18,48.91,,15.3,68.76,,5.24,23.51,,11.4,,265.72,,,,,31.17,24.45,
2019-04-04 11:15:36,17.78,,,,71.4,36.59,,24.52,11.91,9.18,48.91,,15.3,68.77,,5.24,,,11.4,103.64,265.72,,43.34,,,31.17,24.45,
2019-04-04 11:15:37,17.78,,,,71.4,36.59,,24.52,11.91,9.18,48.91,,15.3,68.78,14.14,5.24,,,,103.64,,,,74.89,30.92,,24.45,32.09
2019-04-04 11:15:38,17.78,,,63.27,71.4,36.59,120.13,24.52,,9.18,48.91,,,68.77,,5.24,,,,103.64,265.73,,,74.89,30.92,,24.45,32.09
2019-04-04 11:15:39,,,57.0,63.27,71.4,36.59,120.13,24.52,11.91,9.18,48.91,,,68.77,,5.24,,,11.4,,265.72,,,74.89,,31.17,24.45,32.09
2019-04-04 11:15:40,,11.84,57.0,,,36.59,,,11.91,9.18,,,15.3,68.77,14.14,5.24,,,,,265.65,,43.34,74.89,,,24.45,32.09
2019-04-04 11:15:41,17.78,,,,,36.59,,,11.91,,,,,68.77,14.14,5.24,,,,103.64,265.66,,,74.88,,,,
2019-04-04 11:15:42,17.78,,,63.27,,,,,11.91,9.18,48.91,,15.3,68.77,,5.24,,,11.4,,,,43.34,74.88,30.92,31.18,24.45,32.09
2019-04-04 11:15:43,,11.84,57.0,63.27,,36.59,120.13,24.52,11.91,9.18,48.91,,,68.78,,5.24,,,11.4,103.64,265.66,,43.34,,30.91,31.18,24.45,32.09
2019-04-04 11:15:44,17.78,11.84,57.0,,71.4,,,24.52,11.91,9.18,48.91,,15.3,68.79,14.14,5.24,23.51,,11.4,103.64,265.71,,43.34,74.88,30.9,31.18,24.45,32.1
2019-04-04 11:15:45,17.78,11.84,57.01,,71.4,36.6,,24.52,11.91,9.18,48.91,,15.3,68.79,,,23.51,,11.4,103.64,265.68,,43.34,74.88,30.9,31.18,24.45,
2019-04-04 11:15:46,,11.84,57.0,,71.4,36.6,,,11.91,9.19,48.91,,15.3,,,,23.51,,11.4,,265.65,,43.34,74.88,30.89,31.18,24.45,
2019-04-04 11:15:47,,,57.0,,71.4,36.6,,,,9.19,,,,68.79,,,,,11.4,103.64,,,,74.88,30.89,31.17,,
2019-04-04 11:15:48,,,57.0,,71.4,36.6,,,11.91,9.19,,,,68.79,14.14,5.24,,,11.4,103.64,,,43.34,,30.89,31.17,,
2019-04-04 11:15:49,,,,63.27,71.4,36.6,,,11.91,9.19,48.91,,,68.8,14.14,,23.51,,11.4,103.64,265.62,,43.34,74.88,,31.17,,32.1
2019-04-04 11:15:50,,11.84,57.0,63.27,71.4,36.6,,,11.91,,48.91,,15.3,68.79,14.14,,,,11.4,103.64,265.73,,43.34,74.88,,31.17,,32.1
2019-04-04 11:15:51,17.78,11.84,,63.27,71.4,36.6,120.13,24.52,,9.18,48.91,,,68.78,14.14,,23.51,,,103.64,,,,74.88,30.89,31.17,24.45,32.09
2019-04-04 11:15:52,,,,,,,,,11.91,9.18,48.91,,,68.79,,,23.51,,11.4,103.64,265.71,,,,,31.17,24.45,32.09
2019-04-04 11:15:53,17.78,,,,,,,,11.91,9.18,,,,68.79,,,,,11.4,103.64,,,,74.88,,,,
2019-04-04 11:15:54,17.78,11.84,,63.27,71.4,36.59,120.13,24.52,11.91,9.18,48.91,,,68.79,,,23.51,,,103.64,265.73,,43.34,74.89,30.88,31.17,24.45,32.09
2019-04-04 11:15:55,17.78,11.84,,63.28,71.4,36.59,,,11.91,,,,15.3,68.79,,,,,11.41,103.65,265.68,,,74.89,30.88,31.17,24.45,
2019-04-04 11:15:56,,11.84,,63.28,71.4,36.59,,24.52,11.91,9.18,48.91,,15.3,68.78,14.14,,23.51,,11.42,103.65,265.72,11.87,43.34,74.89,,31.18,,32.09
2019-04-04 11:15:57,,,57.0,63.28,,,120.14,,11.91,9.18,48.91,,15.3,68.78,,,,,,103.65,265.66,,,74.89,,31.18,24.45,32.09
2019-04-04 11:15:58,17.78,11.84,57.0,63.28,71.4,,,,,9.18,48.91,,,68.78,14.14,,23.51,,11.42,103.65,265.66,,,74.89,30.88,31.18,24.45,32.09
2019-04-04 11:15:59,17.78,11.85,56.99,63.27,,,,24.52,,9.18,,,15.3,68.79,14.14,5.24,23.51,,11.41,103.65,265.72,,,74.89,30.88,31.17,,32.09
2019-04-04 11:16:00,,11.85,57.0,63.27,71.4,36.59,120.14,24.52,,,48.91,,,68.76,14.15,5.24,23.51,,,103.65,265.68,,,74.89,,31.17,24.45,32.09
2019-04-04 11:16:01,17.78,11.85,,63.27,,36.58,120.13,24.52,11.91,9.18,48.9,,15.3,68.75,14.15,5.24,23.51,,11.41,103.65,265.67,,43.33,74.89,,31.18,24.45,
2019-04-04 11:16:02,,11.85,57.0,63.26,71.41,36.58,120.13,24.52,11.91,9.18,48.9,,15.3,68.75,,5.24,,,11.41,,265.67,,43.33,,30.87,31.17,24.45,32.09
2019-04-04 11:16:03,,11.85,57.0,63.26,71.41,36.57,120.13,24.51,11.91,9.18,48.9,,15.3,68.73,14.15,5.24,23.51,,,,265.67,,43.33,,30.86,,24.45,32.09
2019-04-04 11:16:04,,11.85,56.99,63.25,71.41,36.57,120.13,24.51,,9.18,,,,68.73,14.15,5.24,23.51,,11.41,103.65,265.39,,43.33,,30.86,,24.45,32.09
2019-04-04 11:16:05,,11.85,56.99,63.25,71.4,36.57,120.13,24.51,11.91,,48.89,,15.3,68.72,,5.24,23.51,,,103.65,,,43.32,,30.85,31.17,24.45,
2019-04-04 11:16:06,,11.85,56.99,63.25,71.4,,120.13,24.51,11.91,9.17,48.89,,15.3,68.72,,5.24,,,,,265.38,,43.32,,30.85,31.17,24.45,
2019-04-04 11:16:07,,11.84,57.0,63.24,71.4,36.57,,24.51,11.91,9.17,48.89,,,,14.15,5.24,,,,,265.38,,43.31,74.89,,31.17,,
2019-04-04 11:16:08,17.78,11.84,56.99,63.25,71.41,36.57,120.13,24.51,11.91,9.17,48.89,,,68.74,14.15,5.24,23.51,,,103.65,265.38,,43.31,74.89,30.86,31.16,24.45,32.09
2019-04-04 11:16:09,17.78,11.84,56.99,63.25,71.41,36.57,120.14,24.51,11.91,9.17,48.89,,15.3,68.73,,5.24,23.51,,,103.65,265.38,,43.32,74.89,30.86,31.16,24.45,32.09
2019-04-04 11:16:10,17.78,11.84,57.0,63.25,71.41,36.57,120.14,,,,48.89,,15.3,68.75,,5.24,23.51,,11.41,,,,43.32,74.89,30.86,31.16,24.45,32.09
2019-04-04 11:16:11,17.78,,57.0,,71.41,36.57,120.14,,,,48.89,,15.3,68.75,,5.24,,,11.41,,,,43.32,,30.86,31.16,24.45,32.09
2019-04-04 11:16:12,17.78,11.84,57.0,,71.41,,,,,,48.89,3.57,15.3,68.74,14.15,5.24,23.51,,11.42,,265.4,,43.32,74.89,,31.16,,32.09
2019-04-04 11:16:13,17.78,11.84,57.02,63.25,71.41,36.57,120.14,24.52,,,48.89,,15.3,68.75,14.15,5.24,23.51,,11.42,,,,43.32,,30.86,31.16,24.45,32.09
2019-04-04 11:16:14,17.78,,57.02,,,,,24.52,11.91,,48.89,,15.3,68.75,14.15,5.24,23.51,,11.42,,265.4,,,,,31.16,24.45,32.09
2019-04-04 11:16:15,,,57.02,,,,,24.52,,9.17,,,15.3,68.75,14.15,5.24,,,,103.64,,,,74.89,,,24.45,32.09
2019-04-04 11:16:16,,,57.02,,71.41,,,,,9.17,,,15.3,68.76,14.15,5.24,,,,103.64,,,,,30.86,,,32.09
2019-04-04 11:16:17,17.78,,57.02,,71.41,,,24.52,,9.17,,,,68.77,,5.24,23.51,,11.42,103.65,,,,74.89,,31.16,,32.09
2019-04-04 11:16:18,17.79,,57.02,63.25,,,120.14,,,9.17,,,,68.76,14.14,5.24,23.51,,,103.64,,,43.32,,,31.17,24.45,32.09
2019-04-04 11:16:19,17.79,,57.02,63.26,71.42,36.57,,24.52,11.91,9.17,48.89,,15.3,68.78,14.14,5.24,23.51,,,,265.4,,43.32,74.89,,31.16,24.45,32.09
2019-04-04 11:16:20,17.79,11.85,57.02,63.26,71.42,,,24.54,,,,,15.3,68.78,14.14,5.24,,,11.42,103.64,265.4,,43.32,,,31.16,24.45,32.09
2019-04-04 11:16:21,17.79,11.85,57.02,63.26,71.42,36.57,,24.54,,9.17,48.89,,,68.78,,5.24,23.51,,,103.65,,,,74.89,,31.16,24.45,32.09
2019-04-04 11:16:22,17.79,11.85,,63.26,71.42,36.57,120.14,,11.91,9.17,48.89,,15.3,68.77,14.14,5.24,23.51,,,,,,,,,31.16,24.45,32.09
2019-04-04 11:16:23,17.79,11.85,,63.26,71.42,,,24.54,11.91,9.17,48.89,,15.3,68.77,14.14,5.24,23.51,,,103.65,265.4,,43.32,74.89,30.86,31.16,24.45,32.09
2019-04-04 11:16:24,17.79,11.85,,63.26,71.42,,120.14,,11.91,9.17,48.89,,15.3,68.77,14.14,5.24,23.51,,,,,,43.32,74.89,30.86,,24.45,32.09
2019-04-04 11:16:25,17.79,,,,,36.57,,24.54,,9.17,,,15.3,68.77,14.14,5.24,23.51,,,103.65,,,,74.89,,31.16,,
2019-04-04 11:16:26,17.79,11.85,57.04,,,,,24.54,,,,,15.31,68.77,14.14,5.24,,,11.42,,,,,,30.86,31.16,,
2019-04-04 11:16:27,17.79,,57.04,,71.42,,,24.54,11.91,,,,15.31,68.77,14.14,5.24,23.51,,11.42,,,,,,,31.16,,
2019-04-04 11:16:28,17.79,,57.04,,,,120.15,24.54,,9.17,48.89,,15.31,68.77,14.14,5.24,23.51,,11.42,,265.4,,,,,31.17,24.45,32.09
2019-04-04 11:16:29,17.79,11.85,57.04,63.26,,,120.15,,11.91,9.17,,,15.31,68.75,14.14,5.24,23.51,,11.42,,265.4,,43.32,74.89,,31.16,24.45,32.09
2019-04-04 11:16:30,17.79,11.85,57.02,,,,120.15,24.54,11.91,9.17,,,,68.76,14.14,5.24,23.51,,,,,,43.32,74.89,,,24.45,32.09
2019-04-04 11:16:31,17.79,11.85,57.02,63.26,71.42,36.57,,24.54,,,,,15.31,68.77,14.14,5.24,23.51,,,,,,43.32,74.89,,31.16,24.45,32.09
2019-04-04 11:16:32,17.79,11.85,57.02,63.26,71.42,36.57,,24.54,,9.17,48.89,3.58,,68.77,14.14,5.24,,,,103.65,265.4,,43.32,74.89,30.86,,24.45,32.09
2019-04-04 11:16:33,17.78,,57.0,,,36.57,,24.55,11.91,9.17,48.89,,15.3,68.76,14.14,5.24,23.51,,11.41,,265.4,11.87,43.32,74.89,30.86,31.15,24.45,
2019-04-04 11:16:34,17.78,,,,,,,24.55,,9.17,,,,68.76,14.14,5.24,23.51,,11.42,103.65,,11.87,43.32,,30.86,31.15,24.45,
2019-04-04 11:16:35,17.78,,57.0,,,36.57,,,11.9,,48.89,,,68.76,14.14,5.24,,,,,,,,,30.86,31.15,24.45,
2019-04-04 11:16:36,17.78,,,,,,,24.55,11.9,,48.89,,15.3,68.77,14.14,5.24,,,,,265.4,,,74.89,,31.15,24.45,
2019-04-04 11:16:37,17.78,11.85,57.02,,,,,,11.9,9.17,48.89,,15.3,68.77,14.14,5.24,,,,103.65,265.4,,43.32,74.89,30.86,31.16,24.45,
2019-04-04 11:16:38,17.78,,57.02,63.26,71.42,36.57,,,,,48.89,,15.31,,14.14,5.24,23.51,,,103.65,,,43.32,74.89,,31.15,24.45,
2019-04-04 11:16:39,17.78,11.85,,,,36.58,120.14,24.56,,9.17,48.89,,15.31,68.77,14.14,5.24,23.51,,,103.65,,,,74.89,,31.15,24.45,32.09
2019-04-04 11:16:40,,11.85,,,,36.58,120.15,,11.9,9.17,48.89,,15.31,,14.14,5.24,,,,103.65,265.4,,,74.89,30.86,,,32.09
2019-04-04 11:16:41,17.79,11.85,,,,36.58,,,,9.17,,,,,14.14,5.24,,,11.42,103.65,,,43.32,,,31.15,24.45,
2019-04-04 11:16:42,17.79,,57.02,,,,,,,,,,,,,5.24,,,,103.65,,,43.32,,,31.15,24.45,
2019-04-04 11:16:43,17.79,11.85,,,71.42,,,,,9.17,,,15.31,,,5.24,,,,103.65,,,,,,31.15,24.45,
2019-04-04 11:16:44,17.79,,,,,36.58,,,,9.17,48.89,,,,,5.24,,,,,265.4,,,74.89,30.86,31.15,24.45,
2019-04-04 11:16:45,17.79,11.85,57.02,,71.42,36.58,120.13,24.55,11.9,9.17,48.89,,,68.75,14.14,,23.51,,,103.65,265.4,,43.32,74.89,30.86,,24.45,32.09
2019-04-04 11:16:46,,11.86,57.02,,,36.58,120.13,24.55,11.9,9.17,48.89,,15.31,68.76,14.14,,23.51,,,103.65,265.4,,43.32,74.89,,31.15,24.45,32.09
2019-04-04 11:16:47,17.79,11.86,57.02,,,,120.15,24.56,11.9,9.17,48.89,,,68.77,14.14,,,,11.42,,,,43.32,,,,,
2019-04-04 11:16:48,17.79,11.86,,63.28,71.42,36.58,120.15,,,,48.89,,,68.77,,,23.51,,11.42,103.65,265.67,,43.32,74.89,,,24.45,32.09
2019-04-04 11:16:49,17.79,11.86,,63.28,,36.58,120.15,24.56,,,48.89,,,68.77,,5.24,23.51,,,,,,,,,31.15,24.45,
2019-04-04 11:16:50,17.79,11.86,57.0,63.28,71.42,,120.15,24.56,,,48.89,,15.31,68.77,14.14,,,,11.42,103.65,265.73,,43.32,,30.86,31.15,24.45,
2019-04-04 11:16:51,17.79,11.86,57.0,63.28,,36.58,,24.56,11.9,,48.89,,15.31,68.77,14.14,,23.51,,11.42,,,,43.32,,30.86,31.15,24.45,32.09
2019-04-04 11:16:52,17.79,11.86,,,,36.58,,24.56,,9.17,48.89,,,68.77,14.14,,,,,,,,43.32,,30.86,31.15,24.45,
2019-04-04 11:16:53,17.79,11.86,57.0,63.28,,,,24.56,,,48.89,,15.31,68.76,,,,,11.42,,265.72,,43.32,,30.86,,24.45,
2019-04-04 11:16:54,17.79,11.86,57.0,,,,,,,9.17,48.89,,15.3,68.76,14.14,,23.51,,11.42,103.65,,,43.32,,,31.15,24.45,
2019-04-04 11:16:55,17.79,11.86,57.0,63.28,71.42,36.58,120.14,,11.9,9.17,48.89,,,68.75,14.15,,,,11.42,,,,43.32,74.89,30.85,,24.45,32.09
2019-04-04 11:16:56,17.79,11.85,57.0,,,,120.14,24.55,11.9,9.17,48.89,,15.3,68.74,14.15,,23.51,,11.42,,,,,74.89,30.85,31.15,24.45,32.09
2019-04-04 11:16:57,,11.85,,,,,120.14,24.55,,9.17,48.89,,15.3,68.74,,,,,11.42,103.65,,,,,30.85,31.15,,32.09
2019-04-04 11:16:58,17.79,11.85,,,,36.58,120.14,24.55,11.9,,,,15.3,68.73,,,23.51,,,103.65,,,,74.89,,,,32.09
2019-04-04 11:16:59,17.79,11.85,,63.28,,36.58,120.14,24.56,11.9,9.17,48.89,,15.3,68.74,,5.24,,,11.42,103.65,,,43.32,74.89,,,24.45,32.09
2019-04-04 11:17:00,,11.85,,,71.42,36.58,120.14,,11.9,9.17,,,,68.73,,5.24,,,,103.65,,,43.32,,30.85,,,32.09
2019-04-04 11:17:01,17.79,11.85,57.0,63.28,71.42,36.58,,,11.9,,48.89,,15.3,68.74,,5.24,,,,103.65,265.7,,43.32,74.89,30.85,31.15,,32.09
2019-04-04 11:17:02,17.79,11.85,57.0,,71.42,36.58,,24.55,11.9,,,,,68.73,,5.24,,,11.42,103.65,,,,74.89,30.85,31.15,,32.09
2019-04-04 11:17:03,17.79,11.85,,,,36.58,,24.55,11.9,,,,15.3,68.73,,5.24,,,,103.65,,,43.32,74.89,,31.15,,32.09
2019-04-04 11:17:04,17.79,11.85,,63.28,71.42,36.58,,24.55,11.9,9.17,48.89,,15.3,68.73,,5.24,23.51,,11.42,103.65,265.7,,43.32,74.89,30.85,31.15,,32.09
2019-04-04 11:17:05,,11.85,,63.28,,36.58,,24.55,11.9,9.17,48.89,,,68.72,14.15,5.24,23.51,,,103.65,265.5,,43.32,74.89,,,24.45,32.09
2019-04-04 11:17:06,,11.85,,63.28,71.42,36.58,,,11.9,9.17,48.89,,,68.73,14.15,5.24,,,,103.65,265.5,,43.32,74.89,,31.15,24.45,32.09
2019-04-04 11:17:07,17.79,,57.0,,,,120.15,24.55,11.9,,,,15.3,68.73,14.15,5.24,23.51,,,103.65,,,43.32,74.89,,31.15,,32.09
2019-04-04 11:17:08,17.79,,57.0,,71.42,36.58,120.15,,,9.17,48.89,,15.3,68.73,,5.24,,,11.42,103.65,,,43.32,74.89,,31.15,24.45,32.09
2019-04-04 11:17:09,17.79,,57.0,,71.42,36.58,,24.55,,9.17,48.89,,,68.73,14.15,5.24,23.51,,,103.65,265.5,,43.32,74.89,,,24.45,32.09
2019-04-04 11:17:10,,,,63.28,,36.58,120.15,24.56,,9.17,,,15.3,68.73,14.15,5.24,,,,,265.5,,43.31,74.89,,,24.45,32.09
2019-04-04 11:17:11,,11.85,57.0,63.27,71.42,36.58,120.14,24.55,11.9,9.17,48.89,,,68.71,14.15,5.24,23.51,,11.42,103.65,,,43.31,74.89,,31.15,24.45,32.08
2019-04-04 11:17:12,,11.85,,63.27,,36.58,,24.55,11.89,9.17,48.88,,,68.71,14.15,5.24,23.51,,11.42,103.65,265.49,,43.3,74.89,30.85,31.15,24.45,32.08
2019-04-04 11:17:13,17.79,,57.0,,71.42,36.56,120.16,24.55,11.89,9.17,48.88,,15.3,68.71,14.15,5.24,23.51,,11.42,,265.48,,43.3,74.89,30.85,31.15,24.45,32.08
2019-04-04 11:17:14,17.79,11.85,57.0,63.27,,36.57,,24.55,11.89,9.17,48.89,,,68.72,14.15,5.24,23.51,,11.42,103.65,265.49,,43.3,74.89,30.85,31.15,24.45,
2019-04-04 11:17:15,,,57.0,,71.41,36.57,,24.55,11.89,9.17,48.88,,,68.71,14.15,5.24,23.51,,,,265.5,,43.3,74.89,,,24.45,32.08
2019-04-04 11:17:16,17.79,11.85,57.0,63.27,71.41,36.57,120.16,24.55,11.9,9.17,48.89,,15.3,68.71,14.15,5.24,,,11.42,103.65,265.49,,43.3,74.89,30.85,31.15,24.45,32.08
2019-04-04 11:17:17,17.79,,57.0,63.27,71.41,36.57,120.16,,11.9,9.17,48.89,,,68.7,14.15,5.24,,,,,265.49,,43.3,74.89,,31.15,,
2019-04-04 11:17:18,,11.85,56.98,63.27,71.41,36.57,120.16,24.55,11.9,,48.89,,15.3,68.7,14.15,5.24,23.51,,,103.65,,,,74.89,30.85,,24.45,32.08
2019-04-04 11:17:19,,11.85,56.98,,,36.57,,24.55,,9.17,48.9,,15.3,68.69,14.15,5.24,,,11.42,103.65,,,,74.89,,,24.45,32.08
2019-04-04 11:17:20,,,,,71.41,,,24.54,11.9,,48.9,,,68.69,14.16,5.24,23.51,,,,265.24,,43.3,74.89,,31.15,,32.08
2019-04-04 11:17:21,,,,,71.41,36.57,120.16,24.54,11.9,9.17,48.9,,,68.69,14.16,5.24,23.51,,,103.65,265.24,,43.3,74.89,,31.15,24.45,32.08
2019-04-04 11:17:22,,11.85,,,71.41,,120.16,,11.9,9.17,48.9,,15.3,68.69,14.15,5.24,23.51,,,103.65,265.22,,43.3,74.89,,31.15,24.45,32.08
2019-04-04 11:17:23,,,,,71.41,36.57,120.17,24.54,11.9,9.17,48.9,,15.3,68.69,14.16,5.24,23.51,,,103.65,265.22,,43.3,,,,24.45,32.08
2019-04-04 11:17:24,,,56.97,63.27,71.41,,120.16,24.54,,,,,,68.68,,5.24,23.51,,11.42,103.65,,,43.3,,,31.15,24.45,32.08
2019-04-04 11:17:25,,,56.97,63.27,71.41,,,,11.9,,48.9,,15.3,68.68,14.16,5.24,,,11.42,103.65,,,,74.89,30.83,,24.45,
