h_m_s,BNS
2019-04-04 09:30:00,
2019-04-04 09:30:01,
2019-04-04 09:30:02,
2019-04-04 09:30:03,
2019-04-04 09:30:04,
2019-04-04 09:30:05,
2019-04-04 09:30:06,
2019-04-04 09:30:07,
2019-04-04 09:30:08,
2019-04-04 09:30:09,0.09743055555556213
2019-04-04 09:30:10,0.1008750000000076
2019-04-04 09:30:11,0.1000000000000085
2019-04-04 09:30:12,0.1000000000000085
2019-04-04 09:30:13,0.1000000000000085
2019-04-04 09:30:14,0.1000000000000085
2019-04-04 09:30:15,0.1000000000000085
2019-04-04 09:30:16,0.1000000000000085
2019-04-04 09:30:17,0.1000000000000085
2019-04-04 09:30:18,0.0985454545454623
2019-04-04 09:30:19,0.09254545454546208
2019-04-04 09:30:20,0.08654545454546185
2019-04-04 09:30:21,0.08054545454546162
2019-04-04 09:30:22,0.07287878787879447
2019-04-04 09:30:23,0.06587878787879373
2019-04-04 09:30:24,0.05887878787879299
2019-04-04 09:30:25,0.05187878787879226
2019-04-04 09:30:26,0.044878787878791515
2019-04-04 09:30:27,0.03787878787879077
2019-04-04 09:30:28,0.03233333333333623
2019-04-04 09:30:29,0.031333333333335725
2019-04-04 09:30:30,0.03033333333333521
2019-04-04 09:30:31,0.02833333333333419
2019-04-04 09:30:32,0.02800000000000009
2019-04-04 09:30:33,0.02699999999999958
2019-04-04 09:30:34,0.02599999999999907
2019-04-04 09:30:35,0.024999999999998558
2019-04-04 09:30:36,0.023999999999998044
2019-04-04 09:30:37,0.022999999999997533
2019-04-04 09:30:38,0.021645161290320566
2019-04-04 09:30:39,0.0202903225806436
2019-04-04 09:30:40,0.019290322580643088
2019-04-04 09:30:41,0.019290322580643088
2019-04-04 09:30:42,0.019290322580643088
2019-04-04 09:30:43,0.020040322580643827
2019-04-04 09:30:44,0.020790322580644567
2019-04-04 09:30:45,0.02164746543778786
2019-04-04 09:30:46,0.022504608294931155
2019-04-04 09:30:47,0.02336175115207445
2019-04-04 09:30:48,0.02554992319508423
2019-04-04 09:30:49,0.027738095238094007
2019-04-04 09:30:50,0.030238095238093864
2019-04-04 09:30:51,0.03273809523809372
2019-04-04 09:30:52,0.035238095238093584
2019-04-04 09:30:53,0.037738095238092725
2019-04-04 09:30:54,0.040442640692637144
2019-04-04 09:30:55,0.04358549783549305
2019-04-04 09:30:56,0.046728354978348964
2019-04-04 09:30:57,0.04987121212120487
2019-04-04 09:30:58,0.05023787878787154
2019-04-04 09:30:59,0.05040454545453904
2019-04-04 09:31:00,0.049904545454540004
2019-04-04 09:31:01,0.04940454545454097
2019-04-04 09:31:02,0.04890454545454194
2019-04-04 09:31:03,0.047321212121209565
2019-04-04 09:31:04,0.04486666666666563
2019-04-04 09:31:05,0.04186666666666765
2019-04-04 09:31:06,0.03886666666666967
2019-04-04 09:31:07,0.03586666666667169
2019-04-04 09:31:08,0.03438095238095818
2019-04-04 09:31:09,0.03309523809524385
2019-04-04 09:31:10,0.03109523809524445
2019-04-04 09:31:11,0.02909523809524505
2019-04-04 09:31:12,0.027095238095245656
2019-04-04 09:31:13,0.02587301587302312
2019-04-04 09:31:14,0.02487301587302332
2019-04-04 09:31:15,0.02387301587302352
2019-04-04 09:31:16,0.022873015873023716
2019-04-04 09:31:17,0.021873015873023916
2019-04-04 09:31:18,0.02215873015873794
2019-04-04 09:31:19,0.022444444444451962
2019-04-04 09:31:20,0.02344444444445105
2019-04-04 09:31:21,0.024444444444450143
2019-04-04 09:31:22,0.025675213675218585
2019-04-04 09:31:23,0.02623076923077411
2019-04-04 09:31:24,0.0272307692307732
2019-04-04 09:31:25,0.02823076923077229
2019-04-04 09:31:26,0.02923076923077138
2019-04-04 09:31:27,0.03023076923077047
2019-04-04 09:31:28,0.03023076923077047
2019-04-04 09:31:29,0.03023076923077047
2019-04-04 09:31:30,0.03023076923077047
2019-04-04 09:31:31,0.03023076923077047
2019-04-04 09:31:32,0.03000000000000112
2019-04-04 09:31:33,0.030294117647059176
2019-04-04 09:31:34,0.03229411764705878
2019-04-04 09:31:35,0.033203208556148736
2019-04-04 09:31:36,0.033203208556147314
2019-04-04 09:31:37,0.03320320855614589
2019-04-04 09:31:38,0.03320320855614447
2019-04-04 09:31:39,0.033203208556143046
2019-04-04 09:31:40,0.03193397778691141
2019-04-04 09:31:41,0.03136254921548255
2019-04-04 09:31:42,0.030791120644053687
2019-04-04 09:31:43,0.03049700299699563
2019-04-04 09:31:44,0.028860639360632385
2019-04-04 09:31:45,0.028326548451542328
2019-04-04 09:31:46,0.028701548451543647
2019-04-04 09:31:47,0.029076548451544965
2019-04-04 09:31:48,0.029451548451546284
2019-04-04 09:31:49,0.029826548451547603
2019-04-04 09:31:50,0.031470779220779135
2019-04-04 09:31:51,0.032042207792208
2019-04-04 09:31:52,0.03261363636363686
2019-04-04 09:31:53,0.03261363636363686
2019-04-04 09:31:54,0.03225000000000051
2019-04-04 09:31:55,0.03187500000000061
2019-04-04 09:31:56,0.03150000000000071
2019-04-04 09:31:57,0.031125000000000812
2019-04-04 09:31:58,0.030750000000000915
2019-04-04 09:31:59,0.03037500000000102
2019-04-04 09:32:00,0.03000000000000112
2019-04-04 09:32:01,0.03000000000000112
2019-04-04 09:32:02,0.03000000000000112
2019-04-04 09:32:03,0.03000000000000112
2019-04-04 09:32:04,0.029461538461539854
2019-04-04 09:32:05,0.028923076923078588
2019-04-04 09:32:06,0.02764529914530055
2019-04-04 09:32:07,0.02636752136752251
2019-04-04 09:32:08,0.02474252136752168
2019-04-04 09:32:09,0.022942521367521895
2019-04-04 09:32:10,0.020942521367522293
2019-04-04 09:32:11,0.01894252136752269
2019-04-04 09:32:12,0.01694252136752309
2019-04-04 09:32:13,0.014942521367523488
2019-04-04 09:32:14,0.013480982905985154
2019-04-04 09:32:15,0.013019444444447331
2019-04-04 09:32:16,0.013297222222226276
2019-04-04 09:32:17,0.013575000000005222
2019-04-04 09:32:18,0.014200000000006962
2019-04-04 09:32:19,0.015000000000007657
2019-04-04 09:32:20,0.016250000000007942
2019-04-04 09:32:21,0.017500000000008224
2019-04-04 09:32:22,0.01875000000000851
2019-04-04 09:32:23,0.020000000000008795
2019-04-04 09:32:24,0.021500000000008852
2019-04-04 09:32:25,0.022000000000008395
2019-04-04 09:32:26,0.022000000000008395
2019-04-04 09:32:27,0.022000000000008395
2019-04-04 09:32:28,0.022000000000008395
2019-04-04 09:32:29,0.022000000000008395
2019-04-04 09:32:30,0.021750000000008624
2019-04-04 09:32:31,0.021500000000008852
2019-04-04 09:32:32,0.021250000000009078
2019-04-04 09:32:33,0.020000000000008795
