h_m_s,WPM
2019-04-04 09:30:00,0.0015031081218791183
2019-04-04 09:30:01,0.0009261367949593925
2019-04-04 09:30:02,0.0
2019-04-04 09:30:03,0.0006895417394164291
2019-04-04 09:30:04,0.0015515307925096857
2019-04-04 09:30:05,0.0
2019-04-04 09:30:06,0.0018203603852712416
2019-04-04 09:30:07,0.0
2019-04-04 09:30:08,0.0
2019-04-04 09:30:09,0.0
2019-04-04 09:30:10,0.000590540613088448
2019-04-04 09:30:11,0.0
2019-04-04 09:30:12,0.0
2019-04-04 09:30:13,0.0
2019-04-04 09:30:14,0.0
2019-04-04 09:30:15,0.0
2019-04-04 09:30:16,0.0
2019-04-04 09:30:17,0.0
2019-04-04 09:30:18,0.0003758792890511748
2019-04-04 09:30:19,0.0
2019-04-04 09:30:20,0.0
2019-04-04 09:30:21,0.0
2019-04-04 09:30:22,0.0
2019-04-04 09:30:23,0.0
2019-04-04 09:30:24,0.0
2019-04-04 09:30:25,0.0012032660077352635
2019-04-04 09:30:26,0.0
2019-04-04 09:30:27,0.0
2019-04-04 09:30:28,0.0
2019-04-04 09:30:29,0.0
2019-04-04 09:30:30,0.002614168145877022
2019-04-04 09:30:31,0.0006871376422590038
2019-04-04 09:30:32,8.046994447577948e-05
2019-04-04 09:30:33,0.0
2019-04-04 09:30:34,0.0
2019-04-04 09:30:35,0.0
2019-04-04 09:30:36,0.0011388080475769127
2019-04-04 09:30:37,0.0005794488797321878
2019-04-04 09:30:38,6.18850176372441e-05
2019-04-04 09:30:39,0.0
2019-04-04 09:30:40,-0.00016090104585676605
2019-04-04 09:30:41,0.0
2019-04-04 09:30:42,0.0
2019-04-04 09:30:43,0.0
2019-04-04 09:30:44,0.0
2019-04-04 09:30:45,0.0
2019-04-04 09:30:46,0.0
2019-04-04 09:30:47,0.0
2019-04-04 09:30:48,0.0
2019-04-04 09:30:49,0.0
2019-04-04 09:30:50,0.0
2019-04-04 09:30:51,0.0
2019-04-04 09:30:52,0.0
2019-04-04 09:30:53,-1.609372988291449e-05
2019-04-04 09:30:54,0.0
2019-04-04 09:30:55,0.0
2019-04-04 09:30:56,0.0
2019-04-04 09:30:57,0.0
2019-04-04 09:30:58,0.0
2019-04-04 09:30:59,0.0
2019-04-04 09:31:00,0.0
2019-04-04 09:31:01,-0.0008796206903950171
2019-04-04 09:31:02,-0.0012297154415483007
2019-04-04 09:31:03,-0.00032206119162645933
2019-04-04 09:31:04,-0.0003936444317206456
2019-04-04 09:31:05,0.0
2019-04-04 09:31:06,-0.0008697893176986348
2019-04-04 09:31:07,0.0
2019-04-04 09:31:08,-0.0012087026591457814
2019-04-04 09:31:09,-0.0006447453255963757
2019-04-04 09:31:10,0.0
2019-04-04 09:31:11,0.0
2019-04-04 09:31:12,0.0
2019-04-04 09:31:13,0.0
2019-04-04 09:31:14,0.0
2019-04-04 09:31:15,0.0
2019-04-04 09:31:16,0.0
2019-04-04 09:31:17,0.0
2019-04-04 09:31:18,-0.00031344312798321273
2019-04-04 09:31:19,0.0
2019-04-04 09:31:20,-0.00041185423941266717
2019-04-04 09:31:21,6.909576673269413e-05
2019-04-04 09:31:22,0.0004997984683595133
2019-04-04 09:31:23,0.0
2019-04-04 09:31:24,0.0
2019-04-04 09:31:25,0.0007526881720430138
2019-04-04 09:31:26,0.0005646527385658416
2019-04-04 09:31:27,0.0
2019-04-04 09:31:28,0.0
2019-04-04 09:31:29,0.0
2019-04-04 09:31:30,0.0
2019-04-04 09:31:31,0.0
2019-04-04 09:31:32,0.0
2019-04-04 09:31:33,0.0
2019-04-04 09:31:34,0.0
2019-04-04 09:31:35,0.0
2019-04-04 09:31:36,0.0
2019-04-04 09:31:37,0.0
2019-04-04 09:31:38,0.0
2019-04-04 09:31:39,0.0
2019-04-04 09:31:40,0.0
2019-04-04 09:31:41,0.0
2019-04-04 09:31:42,0.0006126068031597083
2019-04-04 09:31:43,0.0
2019-04-04 09:31:44,0.0
2019-04-04 09:31:45,0.0008060615831049034
2019-04-04 09:31:46,0.0
2019-04-04 09:31:47,0.0
2019-04-04 09:31:48,0.0
2019-04-04 09:31:49,0.0013757523645744542
2019-04-04 09:31:50,0.0006441223832528043
2019-04-04 09:31:51,0.0004830140074062331
2019-04-04 09:31:52,0.0007030763616066649
2019-04-04 09:31:53,0.0002092218556370038
2019-04-04 09:31:54,8.048937540248806e-05
2019-04-04 09:31:55,0.00022999080036795587
2019-04-04 09:31:56,0.00022538476399000095
2019-04-04 09:31:57,-0.00040247927231745273
2019-04-04 09:31:58,-0.0005634709812445254
2019-04-04 09:31:59,0.0
2019-04-04 09:32:00,-0.0013183107227714794
2019-04-04 09:32:01,-0.0011589723778250391
2019-04-04 09:32:02,-0.001134638678912617
2019-04-04 09:32:03,-0.00019580516234548473
2019-04-04 09:32:04,-0.00011853828510944863
2019-04-04 09:32:05,5.070526412829412e-05
2019-04-04 09:32:06,-6.048289543688616e-06
2019-04-04 09:32:07,0.0
2019-04-04 09:32:08,0.0005809557182641632
2019-04-04 09:32:09,0.0
2019-04-04 09:32:10,9.847833985888972e-05
2019-04-04 09:32:11,-8.063215610378089e-05
2019-04-04 09:32:12,0.0003221649484536586
2019-04-04 09:32:13,0.000501396748083912
2019-04-04 09:32:14,0.0
2019-04-04 09:32:15,3.069650366822063e-05
2019-04-04 09:32:16,-0.00102035336448095
2019-04-04 09:32:17,0.0
2019-04-04 09:32:18,-0.000742274485291257
2019-04-04 09:32:19,0.0
2019-04-04 09:32:20,-0.0010210657583087659
2019-04-04 09:32:21,0.0003153895778080459
2019-04-04 09:32:22,0.0
2019-04-04 09:32:23,0.0
2019-04-04 09:32:24,0.0001612383102224768
2019-04-04 09:32:25,0.00033862775135049255
2019-04-04 09:32:26,0.0002902664000516139
2019-04-04 09:32:27,0.0
2019-04-04 09:32:28,0.0
2019-04-04 09:32:29,0.00016121231662095777
2019-04-04 09:32:30,0.0002901821699177927
2019-04-04 09:32:31,0.0003224766204449536
2019-04-04 09:32:32,0.00028406037434554576
2019-04-04 09:32:33,0.0
2019-04-04 09:32:34,0.0
2019-04-04 09:32:35,0.0001343544269783613
2019-04-04 09:32:36,-0.00016886187098952423
2019-04-04 09:32:37,-0.0003867973182052751
2019-04-04 09:32:38,-0.00025073429328752395
2019-04-04 09:32:39,0.0
2019-04-04 09:32:40,0.0
2019-04-04 09:32:41,-0.00024713909633059466
2019-04-04 09:32:42,0.0
2019-04-04 09:32:43,0.0
2019-04-04 09:32:44,0.0
2019-04-04 09:32:45,-6.908621960206599e-05
2019-04-04 09:32:46,0.0
2019-04-04 09:32:47,0.00016121231662095777
2019-04-04 09:32:48,0.00023147574051573988
2019-04-04 09:32:49,0.0
2019-04-04 09:32:50,0.00013815971262780296
2019-04-04 09:32:51,-6.139771907471325e-05
2019-04-04 09:32:52,-0.00022562449637382424
2019-04-04 09:32:53,0.0
2019-04-04 09:32:54,0.0
2019-04-04 09:32:55,0.0
2019-04-04 09:32:56,-9.209799226373397e-05
2019-04-04 09:32:57,0.0
2019-04-04 09:32:58,0.0004052498273082512
2019-04-04 09:32:59,0.0007056621719054044
2019-04-04 09:33:00,0.0009516837481697744
2019-04-04 09:33:01,-0.00010730765103553562
2019-04-04 09:33:02,-0.0006081637033591908
2019-04-04 09:33:03,-0.0007512341704228406
2019-04-04 09:33:04,0.0
2019-04-04 09:33:05,-0.0007726482518833594
2019-04-04 09:33:06,0.0
2019-04-04 09:33:07,-0.00037567756131594635
2019-04-04 09:33:08,0.0
2019-04-04 09:33:09,-0.0006216185104177749
2019-04-04 09:33:10,6.447868979298766e-05
2019-04-04 09:33:11,0.0003761620721156445
2019-04-04 09:33:12,3.2221685194175035e-05
2019-04-04 09:33:13,-0.0001288825879624093
2019-04-04 09:33:14,-8.054772452682332e-05
2019-04-04 09:33:15,0.0
2019-04-04 09:33:16,0.0
2019-04-04 09:33:17,0.0
2019-04-04 09:33:18,-8.055421298538034e-05
2019-04-04 09:33:19,-0.00011048502927853695
2019-04-04 09:33:20,0.0
2019-04-04 09:33:21,0.0
2019-04-04 09:33:22,0.0
2019-04-04 09:33:23,0.0
2019-04-04 09:33:24,-5.7552631881819974e-05
2019-04-04 09:33:25,-0.00011510128913448084
2019-04-04 09:33:26,0.0003759196605982508
2019-04-04 09:33:27,0.00034904951133071007
2019-04-04 09:33:28,0.0004449968543325856
2019-04-04 09:33:29,0.0008053345359663091
2019-04-04 09:33:30,0.000989370024389121
2019-04-04 09:33:31,0.0008051529790659768
2019-04-04 09:33:32,0.0
2019-04-04 09:33:33,-3.2180209171284616e-05
2019-04-04 09:33:34,9.752006475334863e-05
2019-04-04 09:33:35,0.0
2019-04-04 09:33:36,0.0
2019-04-04 09:33:37,6.931345027500504e-05
2019-04-04 09:33:38,0.000556730307580764
2019-04-04 09:33:39,0.0
2019-04-04 09:33:40,0.0
2019-04-04 09:33:41,0.0
2019-04-04 09:33:42,0.0
2019-04-04 09:33:43,0.0
2019-04-04 09:33:44,0.0
2019-04-04 09:33:45,0.0
2019-04-04 09:33:46,0.0
2019-04-04 09:33:47,0.0
2019-04-04 09:33:48,0.0
2019-04-04 09:33:49,0.00026645840033070984
2019-04-04 09:33:50,-0.0003786525684074837
2019-04-04 09:33:51,-0.0003511791706236401
2019-04-04 09:33:52,0.0
2019-04-04 09:33:53,0.0
2019-04-04 09:33:54,-0.00029396364037228065
2019-04-04 09:33:55,0.0
2019-04-04 09:33:56,0.0
2019-04-04 09:33:57,-0.0003788961967400307
2019-04-04 09:33:58,0.0
2019-04-04 09:33:59,-0.00020629615876549448
2019-04-04 09:34:00,-0.0003135701613235836
2019-04-04 09:34:01,0.0
2019-04-04 09:34:02,-0.0004720118432062529
2019-04-04 09:34:03,-0.00020445639210201375
2019-04-04 09:34:04,-0.00045972784111811363
2019-04-04 09:34:05,0.0
2019-04-04 09:34:06,0.0
2019-04-04 09:34:07,0.0
2019-04-04 09:34:08,0.0
2019-04-04 09:34:09,-0.00016092693916958497
2019-04-04 09:34:10,0.0
2019-04-04 09:34:11,0.0
2019-04-04 09:34:12,-0.00037459760023410304
2019-04-04 09:34:13,-0.0006440808965605943
2019-04-04 09:34:14,-0.0006348388521376605
2019-04-04 09:34:15,-0.00017899974940026436
2019-04-04 09:34:16,-7.160246312462822e-05
2019-04-04 09:34:17,-0.00011048502927853695
2019-04-04 09:34:18,0.0
2019-04-04 09:34:19,0.0003545642083547973
2019-04-04 09:34:20,0.00029627989659509617
2019-04-04 09:34:21,0.0002686005909213993
2019-04-04 09:34:22,-1.2392955843878251e-05
2019-04-04 09:34:23,-5.5235394841016215e-05
2019-04-04 09:34:24,-9.397486843509873e-05
2019-04-04 09:34:25,-0.00016876083521270903
2019-04-04 09:34:26,-0.0002549289780508992
2019-04-04 09:34:27,0.00017726210619616124
2019-04-04 09:34:28,-5.5235394841016215e-05
2019-04-04 09:34:29,5.523844595838913e-05
2019-04-04 09:34:30,0.00033721643163701985
2019-04-04 09:34:31,7.260722877566957e-05
2019-04-04 09:34:32,0.0
2019-04-04 09:34:33,0.0
2019-04-04 09:34:34,0.0
2019-04-04 09:34:35,0.00017700823892898406
2019-04-04 09:34:36,0.0
2019-04-04 09:34:37,0.0
2019-04-04 09:34:38,0.0
2019-04-04 09:34:39,0.00013254563356812225
2019-04-04 09:34:40,0.0005361930294907005
2019-04-04 09:34:41,0.0
2019-04-04 09:34:42,0.0003523284313725878
2019-04-04 09:34:43,-0.0007932254260907404
2019-04-04 09:34:44,-0.0005071997624820407
2019-04-04 09:34:45,-0.00044839552384287964
2019-04-04 09:34:46,-0.00015180855830004437
2019-04-04 09:34:47,0.00028663014535031713
2019-04-04 09:34:48,-0.00014936257325360344
2019-04-04 09:34:49,-0.00020618291001413795
2019-04-04 09:34:50,0.00010739600486863569
2019-04-04 09:34:51,0.00012785500219907695
2019-04-04 09:34:52,1.1506950197958135e-05
2019-04-04 09:34:53,0.0001073998496402273
2019-04-04 09:34:54,0.0
2019-04-04 09:34:55,0.0
2019-04-04 09:34:56,0.00019037577248636338
2019-04-04 09:34:57,0.0
2019-04-04 09:34:58,0.0
2019-04-04 09:34:59,0.0001431792962737812
2019-04-04 09:35:00,7.363295811197744e-05
2019-04-04 09:35:01,4.9784316768799745e-05
2019-04-04 09:35:02,0.0
2019-04-04 09:35:03,4.1430550888226544e-05
2019-04-04 09:35:04,-7.161271841880237e-05
2019-04-04 09:35:05,-0.0003706389493192046
2019-04-04 09:35:06,0.0
2019-04-04 09:35:07,-0.0003306850622441641
2019-04-04 09:35:08,-0.0001253312325432266
2019-04-04 09:35:09,0.00039395458778019205
2019-04-04 09:35:10,0.0
2019-04-04 09:35:11,0.0002246356994960594
2019-04-04 09:35:12,3.222272346462661e-05
2019-04-04 09:35:13,0.000322239101413299
2019-04-04 09:35:14,0.00020130445285454292
2019-04-04 09:35:15,0.000518792822769662
2019-04-04 09:35:16,-1.5327784675332286e-05
2019-04-04 09:35:17,0.00021843097581168992
2019-04-04 09:35:18,-0.00014304105278217083
2019-04-04 09:35:19,-8.046346958484966e-05
2019-04-04 09:35:20,-1.6720171214619708e-05
2019-04-04 09:35:21,9.196670805165066e-05
2019-04-04 09:35:22,-1.650709805217381e-05
2019-04-04 09:35:23,-0.00018775816748022899
2019-04-04 09:35:24,-0.00014030570136348082
2019-04-04 09:35:25,-0.0002173658601835399
2019-04-04 09:35:26,0.00010589271796951649
2019-04-04 09:35:27,-9.65002573340232e-05
2019-04-04 09:35:28,-0.00015457887700530496
2019-04-04 09:35:29,1.7678182824202491e-06
2019-04-04 09:35:30,-0.00027705534850883134
2019-04-04 09:35:31,-0.0002359451749211183
2019-04-04 09:35:32,0.0
2019-04-04 09:35:33,0.0001504859441948222
2019-04-04 09:35:34,0.0001286339078981649
2019-04-04 09:35:35,-0.0004823151125402112
2019-04-04 09:35:36,0.0004949269982677537
2019-04-04 09:35:37,0.000229726625315959
2019-04-04 09:35:38,0.0002689822530187478
2019-04-04 09:35:39,0.00027774123287880497
2019-04-04 09:35:40,0.000492990954687618
2019-04-04 09:35:41,-9.373326191754365e-05
2019-04-04 09:35:42,0.0
2019-04-04 09:35:43,0.0
2019-04-04 09:35:44,-2.430724355857466e-05
2019-04-04 09:35:45,5.101520253052514e-06
2019-04-04 09:35:46,3.060771620524382e-05
2019-04-04 09:35:47,0.00024180391844783703
2019-04-04 09:35:48,-0.00018015912432922277
2019-04-04 09:35:49,-0.0001531358082901058
2019-04-04 09:35:50,-0.00023541684287683258
2019-04-04 09:35:51,-4.853537633689951e-05
2019-04-04 09:35:52,-0.00037952358627460053
2019-04-04 09:35:53,-6.76887670490827e-05
2019-04-04 09:35:54,0.0
2019-04-04 09:35:55,6.430868167199008e-05
2019-04-04 09:35:56,0.000229726625315959
2019-04-04 09:35:57,-0.00019482025512176126
2019-04-04 09:35:58,0.0
2019-04-04 09:35:59,-0.00011442744526807334
2019-04-04 09:36:00,-0.0001819351401225332
2019-04-04 09:36:01,0.0
2019-04-04 09:36:02,-0.0002589807852965188
2019-04-04 09:36:03,0.0002808429373107777
2019-04-04 09:36:04,0.00013400873736966887
2019-04-04 09:36:05,0.0001286339078981649
2019-04-04 09:36:06,8.039231449477544e-05
2019-04-04 09:36:07,-2.1977237076674894e-05
2019-04-04 09:36:08,0.00012463072774890346
2019-04-04 09:36:09,4.3549039328913274e-05
2019-04-04 09:36:10,0.0
2019-04-04 09:36:11,2.6179343043941717e-05
2019-04-04 09:36:12,6.444518735421885e-06
2019-04-04 09:36:13,-2.678380115703585e-05
2019-04-04 09:36:14,0.00031059226732347444
2019-04-04 09:36:15,-0.0005659223003976332
2019-04-04 09:36:16,5.357047195580921e-05
2019-04-04 09:36:17,0.00048210842082710203
2019-04-04 09:36:18,0.000464252553389002
2019-04-04 09:36:19,0.0002869209934352966
2019-04-04 09:36:20,-0.0005828629124787197
2019-04-04 09:36:21,-1.049247479698995e-05
2019-04-04 09:36:22,-0.0004955537813506781
2019-04-04 09:36:23,0.00012803849851911075
2019-04-04 09:36:24,0.00027798731595558146
2019-04-04 09:36:25,-0.000330366155822716
2019-04-04 09:36:26,4.5899983935045415e-05
2019-04-04 09:36:27,-0.0001869956231336858
2019-04-04 09:36:28,-0.0002592933715430689
2019-04-04 09:36:29,0.0
2019-04-04 09:36:30,0.00017978883277541303
2019-04-04 09:36:31,0.0001113337786683819
2019-04-04 09:36:32,0.00035225828189855776
2019-04-04 09:36:33,-0.00011077362872965965
2019-04-04 09:36:34,-3.675490907762123e-05
2019-04-04 09:36:35,-5.3599185292334806e-05
2019-04-04 09:36:36,0.0
2019-04-04 09:36:37,0.0
2019-04-04 09:36:38,-0.00014356594845416347
2019-04-04 09:36:39,-0.00019170474994895684
2019-04-04 09:36:40,0.0
2019-04-04 09:36:41,3.57359825608461e-05
2019-04-04 09:36:42,-0.0002610065531288469
2019-04-04 09:36:43,-0.00017867991280423048
2019-04-04 09:36:44,-0.00026841937262419614
2019-04-04 09:36:45,0.0
2019-04-04 09:36:46,-7.79772696259474e-05
2019-04-04 09:36:47,0.00030830685915744647
2019-04-04 09:36:48,0.00037255180244110536
2019-04-04 09:36:49,-5.169108508581431e-05
2019-04-04 09:36:50,-6.0943587663360536e-05
2019-04-04 09:36:51,-9.722398515722926e-05
2019-04-04 09:36:52,-6.0407192805181874e-05
2019-04-04 09:36:53,-0.0005768822427377967
2019-04-04 09:36:54,-5.2066520186231776e-05
2019-04-04 09:36:55,6.736687387079111e-05
2019-04-04 09:36:56,-0.000285785732147253
2019-04-04 09:36:57,-0.0003697273662550819
2019-04-04 09:36:58,-1.805581730222868e-05
2019-04-04 09:36:59,-3.5734705546031884e-05
2019-04-04 09:37:00,1.0720641523201849e-05
2019-04-04 09:37:01,4.5947436132989335e-05
2019-04-04 09:37:02,0.00016528482595958556
2019-04-04 09:37:03,0.0001918996716083135
2019-04-04 09:37:04,0.0
2019-04-04 09:37:05,0.0
2019-04-04 09:37:06,0.0
2019-04-04 09:37:07,0.0
2019-04-04 09:37:08,0.0
2019-04-04 09:37:09,0.00010556161251954287
2019-04-04 09:37:10,0.0
2019-04-04 09:37:11,0.0
2019-04-04 09:37:12,0.0
2019-04-04 09:37:13,0.0
2019-04-04 09:37:14,0.0
2019-04-04 09:37:15,0.0
2019-04-04 09:37:16,0.0002308764233943088
2019-04-04 09:37:17,0.0001929136389942842
2019-04-04 09:37:18,0.00040186465198518853
2019-04-04 09:37:19,0.0003367828057069251
2019-04-04 09:37:20,-0.00015894648914262208
2019-04-04 09:37:21,0.00012470550962432052
2019-04-04 09:37:22,0.00015900830737272483
2019-04-04 09:37:23,8.922516863563973e-05
2019-04-04 09:37:24,0.00014913045473310076
2019-04-04 09:37:25,0.0
2019-04-04 09:37:26,0.0
2019-04-04 09:37:27,-0.0003166154269719755
2019-04-04 09:37:28,9.391992090959361e-05
2019-04-04 09:37:29,4.016225551223304e-05
2019-04-04 09:37:30,-6.425496369602403e-05
2019-04-04 09:37:31,0.0
2019-04-04 09:37:32,0.0
2019-04-04 09:37:33,-0.0001791893227879338
2019-04-04 09:37:34,2.0083950914805696e-05
2019-04-04 09:37:35,0.0
2019-04-04 09:37:36,3.825788877667989e-05
2019-04-04 09:37:37,-0.00015844005721699078
2019-04-04 09:37:38,-8.763729843424806e-05
2019-04-04 09:37:39,0.0
