h_m_s,XIU
2019-04-04 09:30:00,-1.3446315595056634e-05
2019-04-04 09:30:01,9.095816340270293e-05
2019-04-04 09:30:02,2.802835249989039e-05
2019-04-04 09:30:03,6.933296565546135e-05
2019-04-04 09:30:04,6.442000005844101e-05
2019-04-04 09:30:05,4.64884294643407e-05
2019-04-04 09:30:06,7.948225038125164e-05
2019-04-04 09:30:07,4.6587020623826966e-05
2019-04-04 09:30:08,4.736472012207807e-06
2019-04-04 09:30:09,-5.996536593023826e-05
2019-04-04 09:30:10,-3.9192709430926805e-05
2019-04-04 09:30:11,-1.7738030996432223e-05
2019-04-04 09:30:12,1.5239404780186034e-06
2019-04-04 09:30:13,-5.301606341216637e-05
2019-04-04 09:30:14,-1.8002850570843255e-05
2019-04-04 09:30:15,7.229811652440203e-05
2019-04-04 09:30:16,-7.797435256391969e-06
2019-04-04 09:30:17,0.0
2019-04-04 09:30:18,0.0
2019-04-04 09:30:19,1.9385012057838938e-05
2019-04-04 09:30:20,0.0
2019-04-04 09:30:21,0.0
2019-04-04 09:30:22,0.0
2019-04-04 09:30:23,0.0
2019-04-04 09:30:24,0.0
2019-04-04 09:30:25,0.0
2019-04-04 09:30:26,0.0
2019-04-04 09:30:27,0.0
2019-04-04 09:30:28,0.0
2019-04-04 09:30:29,0.0
2019-04-04 09:30:30,0.0
2019-04-04 09:30:31,0.0
2019-04-04 09:30:32,0.0
2019-04-04 09:30:33,0.0
2019-04-04 09:30:34,1.9385012057838938e-05
2019-04-04 09:30:35,-1.0984938433216303e-05
2019-04-04 09:30:36,2.099615451087991e-05
2019-04-04 09:30:37,0.0
2019-04-04 09:30:38,-3.3393085804135947e-07
2019-04-04 09:30:39,-0.0001456963271621744
2019-04-04 09:30:40,-0.00013862151303145438
2019-04-04 09:30:41,-0.00012273646164050303
2019-04-04 09:30:42,5.857928661265824e-08
2019-04-04 09:30:43,-1.692758362308115e-07
2019-04-04 09:30:44,3.339309695512147e-07
2019-04-04 09:30:45,3.0024899704172037e-05
2019-04-04 09:30:46,0.00024042159335338205
2019-04-04 09:30:47,-2.3761518598636922e-05
2019-04-04 09:30:48,5.8451926662445975e-05
2019-04-04 09:30:49,-3.157007893220777e-05
2019-04-04 09:30:50,0.0
2019-04-04 09:30:51,-3.659116019764117e-05
2019-04-04 09:30:52,1.4702509542383655e-05
2019-04-04 09:30:53,-1.3141847042945458e-05
2019-04-04 09:30:54,1.0801910183272318e-06
2019-04-04 09:30:55,-1.2488398065641637e-05
2019-04-04 09:30:56,4.167834418699435e-05
2019-04-04 09:30:57,-4.351190606829311e-05
2019-04-04 09:30:58,1.124422586618943e-05
2019-04-04 09:30:59,3.8343925472491525e-05
2019-04-04 09:31:00,-2.3840810669902805e-06
2019-04-04 09:31:01,-1.6013870867717936e-05
2019-04-04 09:31:02,-1.9035235014428714e-05
2019-04-04 09:31:03,3.26502094303414e-05
2019-04-04 09:31:04,7.759194116046455e-06
2019-04-04 09:31:05,-9.934471377782106e-06
2019-04-04 09:31:06,-1.238395095406731e-06
2019-04-04 09:31:07,6.000496300494731e-05
2019-04-04 09:31:08,-5.5158418258544704e-05
2019-04-04 09:31:09,-0.00012911999624982235
2019-04-04 09:31:10,0.00012307265708259372
2019-04-04 09:31:11,-8.858686474337503e-05
2019-04-04 09:31:12,-4.014093005778682e-05
2019-04-04 09:31:13,0.0
2019-04-04 09:31:14,1.1117587659291285e-07
2019-04-04 09:31:15,3.2986446106256454e-05
2019-04-04 09:31:16,8.191713421614843e-05
2019-04-04 09:31:17,5.25915667839363e-05
2019-04-04 09:31:18,3.5262677993871415e-05
2019-04-04 09:31:19,0.0
2019-04-04 09:31:20,2.5215162019101475e-05
2019-04-04 09:31:21,-8.186289519525242e-06
2019-04-04 09:31:22,-4.439525921336406e-05
2019-04-04 09:31:23,0.0
2019-04-04 09:31:24,-1.3733062787926814e-05
2019-04-04 09:31:25,-3.8289757973503047e-05
2019-04-04 09:31:26,2.002982812852255e-05
2019-04-04 09:31:27,1.0341701495983767e-05
2019-04-04 09:31:28,1.9486339514562975e-05
2019-04-04 09:31:29,0.0
2019-04-04 09:31:30,0.0
2019-04-04 09:31:31,1.0341701495983767e-05
2019-04-04 09:31:32,6.7808987518768375e-06
2019-04-04 09:31:33,1.6991237709342262e-05
2019-04-04 09:31:34,0.0
2019-04-04 09:31:35,0.0
2019-04-04 09:31:36,-5.264809109147208e-06
2019-04-04 09:31:37,0.0
2019-04-04 09:31:38,0.0
2019-04-04 09:31:39,7.628477940664376e-06
2019-04-04 09:31:40,-8.547913590134843e-07
2019-04-04 09:31:41,7.666711881221761e-06
2019-04-04 09:31:42,5.813509148240909e-06
2019-04-04 09:31:43,8.798751356484579e-07
2019-04-04 09:31:44,0.0
2019-04-04 09:31:45,-2.5699883232067104e-06
2019-04-04 09:31:46,4.958712819890039e-06
2019-04-04 09:31:47,0.0
2019-04-04 09:31:48,-8.289675553459898e-06
2019-04-04 09:31:49,-8.547913590134843e-07
2019-04-04 09:31:50,0.0
2019-04-04 09:31:51,-4.210875270294306e-06
2019-04-04 09:31:52,7.481311221893526e-06
2019-04-04 09:31:53,1.7680326539897178e-06
2019-04-04 09:31:54,-8.107209297834301e-06
2019-04-04 09:31:55,-3.063456857634676e-05
2019-04-04 09:31:56,-3.367569920012453e-05
2019-04-04 09:31:57,1.2003751934812203e-05
2019-04-04 09:31:58,8.230267646603032e-06
2019-04-04 09:31:59,2.473402391058973e-05
2019-04-04 09:32:00,-1.0748049886205343e-05
2019-04-04 09:32:01,-1.863118437129638e-05
2019-04-04 09:32:02,-3.49518931754103e-06
2019-04-04 09:32:03,-3.2072145907395236e-05
2019-04-04 09:32:04,-9.105529347543016e-06
2019-04-04 09:32:05,2.411842530415308e-06
2019-04-04 09:32:06,1.365614263474535e-05
2019-04-04 09:32:07,3.425712514204229e-05
2019-04-04 09:32:08,4.256883696103915e-05
2019-04-04 09:32:09,6.6638856510888804e-06
2019-04-04 09:32:10,-2.7571545273841688e-05
2019-04-04 09:32:11,-3.857891767725232e-06
2019-04-04 09:32:12,4.4915081822793176e-05
2019-04-04 09:32:13,2.0036128998248484e-05
2019-04-04 09:32:14,4.111157181522758e-05
2019-04-04 09:32:15,0.0
2019-04-04 09:32:16,1.302881157756233e-05
2019-04-04 09:32:17,-2.3737361798400477e-05
2019-04-04 09:32:18,1.6752764257593952e-05
2019-04-04 09:32:19,0.0
2019-04-04 09:32:20,0.0
2019-04-04 09:32:21,-1.1476499071604684e-05
2019-04-04 09:32:22,-9.96948735607555e-06
2019-04-04 09:32:23,6.830760696147145e-06
2019-04-04 09:32:24,7.976463792387412e-06
2019-04-04 09:32:25,-1.3440135820764515e-05
2019-04-04 09:32:26,-9.985896966006967e-07
2019-04-04 09:32:27,-2.7962005061392966e-06
2019-04-04 09:32:28,0.0
2019-04-04 09:32:29,-3.993057633090072e-05
2019-04-04 09:32:30,-2.361717919881638e-05
2019-04-04 09:32:31,-4.6236937663868936e-05
2019-04-04 09:32:32,-3.301316896793084e-05
2019-04-04 09:32:33,-1.564074799632527e-05
2019-04-04 09:32:34,0.0
2019-04-04 09:32:35,9.699221490767045e-06
2019-04-04 09:32:36,-5.238803778413189e-07
2019-04-04 09:32:37,3.3896478467808918e-06
2019-04-04 09:32:38,-7.296168719303344e-05
2019-04-04 09:32:39,5.38583780926095e-05
2019-04-04 09:32:40,1.216565553290737e-05
2019-04-04 09:32:41,-1.1246692362428977e-07
2019-04-04 09:32:42,-2.2069061571662884e-06
2019-04-04 09:32:43,1.3338481140207527e-05
2019-04-04 09:32:44,0.0
2019-04-04 09:32:45,2.565872017194764e-05
2019-04-04 09:32:46,0.0
2019-04-04 09:32:47,0.0
2019-04-04 09:32:48,9.954325328566425e-06
2019-04-04 09:32:49,-2.0000710870341803e-06
2019-04-04 09:32:50,-1.2156743136796466e-05
2019-04-04 09:32:51,-1.5955028418933121e-06
2019-04-04 09:32:52,9.421001735082232e-06
2019-04-04 09:32:53,-7.943634390654866e-06
2019-04-04 09:32:54,0.0
2019-04-04 09:32:55,0.0
