h_m_s,RY
2019-04-04 09:30:00,
2019-04-04 09:30:01,-13.0
2019-04-04 09:30:02,-4.0
2019-04-04 09:30:03,0.7249999999999995
2019-04-04 09:30:04,0.23966942148760317
2019-04-04 09:30:05,-1.9230769230769231
2019-04-04 09:30:06,-0.6404391582799634
2019-04-04 09:30:07,-0.21341463414634151
2019-04-04 09:30:08,2.5956711716288994
2019-04-04 09:30:09,0.8651944181005284
2019-04-04 09:30:10,1.621735743398101
2019-04-04 09:30:11,0.5405765467409304
2019-04-04 09:30:12,1.5135261258390715
2019-04-04 09:30:13,0.5045084976525037
2019-04-04 09:30:14,0.16816947577745656
2019-04-04 09:30:15,0.05605648932136992
2019-04-04 09:30:16,0.018685496151073445
2019-04-04 09:30:17,0.006228498684870794
2019-04-04 09:30:18,0.0020761662247176325
2019-04-04 09:30:19,0.0006920554078422518
2019-04-04 09:30:20,0.6668973518663027
2019-04-04 09:30:21,0.2222991172745999
2019-04-04 09:30:22,0.07409970575662576
2019-04-04 09:30:23,0.024699901918700348
2019-04-04 09:30:24,0.008233300639547348
2019-04-04 09:30:25,0.002744433546513624
2019-04-04 09:30:26,0.0009148111821709682
2019-04-04 09:30:27,0.6669716037274194
2019-04-04 09:30:28,0.22232386790913336
2019-04-04 09:30:29,0.0741079559697104
2019-04-04 09:30:30,0.024702651989903388
2019-04-04 09:30:31,0.00823421732996779
2019-04-04 09:30:32,1.336078072443323
2019-04-04 09:30:33,0.44535935748110766
2019-04-04 09:30:34,0.1484531191603692
2019-04-04 09:30:35,0.049484373053456404
2019-04-04 09:30:36,-3.3168385423155144
2019-04-04 09:30:37,-1.1056128474385047
2019-04-04 09:30:38,-0.3685376158128349
2019-04-04 09:30:39,-0.7895125386042783
2019-04-04 09:30:40,-0.2631708462014261
2019-04-04 09:30:41,0.5789430512661913
2019-04-04 09:30:42,0.19298101708873042
2019-04-04 09:30:43,0.06432700569624347
2019-04-04 09:30:44,-1.311890998101252
2019-04-04 09:30:45,-0.43729699936708405
2019-04-04 09:30:46,-0.1457656664556947
2019-04-04 09:30:47,-0.04858855548523156
2019-04-04 09:30:48,-0.016196185161743853
2019-04-04 09:30:49,-0.6720653950539147
2019-04-04 09:30:50,-0.2240217983513049
2019-04-04 09:30:51,-0.0746739327837683
2019-04-04 09:30:52,-0.024891310927922766
2019-04-04 09:30:53,-0.008297103642640921
2019-04-04 09:30:54,-0.6694323678808803
2019-04-04 09:30:55,-0.22314412262696012
2019-04-04 09:30:56,-0.0743813742089867
2019-04-04 09:30:57,-0.024793791402995567
2019-04-04 09:30:58,-0.008264597134331855
2019-04-04 09:30:59,-1.3360881990447773
2019-04-04 09:31:00,-0.44536273301492574
2019-04-04 09:31:01,-0.1484542443383086
2019-04-04 09:31:02,-0.04948474811276953
2019-04-04 09:31:03,-0.016494916037589843
2019-04-04 09:31:04,-1.3388316386791965
2019-04-04 09:31:05,-0.4462772128930655
2019-04-04 09:31:06,-0.14875907096435517
2019-04-04 09:31:07,-0.04958635698811839
2019-04-04 09:31:08,-0.01652878566270613
2019-04-04 09:31:09,-0.6721762618875687
2019-04-04 09:31:10,-0.22405875396252292
2019-04-04 09:31:11,-0.07468625132084097
2019-04-04 09:31:12,-0.024895417106946992
2019-04-04 09:31:13,-0.00829847236898233
2019-04-04 09:31:14,-0.0027661574563274433
2019-04-04 09:31:15,-0.000922052485442481
2019-04-04 09:31:16,-0.00030735082848082704
2019-04-04 09:31:17,-0.00010245027616027567
2019-04-04 09:31:18,-3.415009205342522e-05
2019-04-04 09:31:19,-1.1383364017808407e-05
2019-04-04 09:31:20,-3.794454672602802e-06
2019-04-04 09:31:21,-1.264818224200934e-06
2019-04-04 09:31:22,-4.2160607473364464e-07
2019-04-04 09:31:23,-1.4053535824454821e-07
2019-04-04 09:31:24,-4.68451194148494e-08
2019-04-04 09:31:25,-1.56150398049498e-08
2019-04-04 09:31:26,-5.2050132683166e-09
