h_m_s,XSP
2019-04-04 09:30:00,
2019-04-04 09:30:01,0.0
2019-04-04 09:30:02,0.0
2019-04-04 09:30:03,0.6749999999999999
2019-04-04 09:30:04,0.22314049586776863
2019-04-04 09:30:05,0.07417582417582419
2019-04-04 09:30:06,0.024702653247941454
2019-04-04 09:30:07,0.008231707317073175
2019-04-04 09:30:08,0.0027436236154862324
2019-04-04 09:30:09,0.0009145102289662652
2019-04-04 09:30:10,0.0003048333013446538
2019-04-04 09:30:11,0.00010161071804907429
2019-04-04 09:30:12,3.3870196861110894e-05
2019-04-04 09:30:13,1.1290060899424803e-05
2019-04-04 09:30:14,3.763353108592394e-06
2019-04-04 09:30:15,1.2544509779142304e-06
2019-04-04 09:30:16,4.181503194954957e-07
2019-04-04 09:30:17,1.3938343911228587e-07
2019-04-04 09:30:18,4.64611462908124e-08
2019-04-04 09:30:19,1.5487048754720852e-08
2019-04-04 09:30:20,5.16234958391992e-09
2019-04-04 09:30:21,1.7207831945303035e-09
2019-04-04 09:30:22,5.735943981645822e-10
2019-04-04 09:30:23,1.9119813272017346e-10
2019-04-04 09:30:24,6.373271090657405e-11
2019-04-04 09:30:25,2.1244236968841307e-11
2019-04-04 09:30:26,7.081412322945247e-12
2019-04-04 09:30:27,2.3604707743148763e-12
2019-04-04 09:30:28,7.868235914382693e-13
2019-04-04 09:30:29,2.6227453047942057e-13
2019-04-04 09:30:30,8.742484349313991e-14
2019-04-04 09:30:31,2.914161449771328e-14
2019-04-04 09:30:32,4.666666666666677
2019-04-04 09:30:33,1.555555555555559
2019-04-04 09:30:34,0.5185185185185196
2019-04-04 09:30:35,0.17283950617283986
2019-04-04 09:30:36,0.057613168724279955
2019-04-04 09:30:37,0.019204389574759985
2019-04-04 09:30:38,0.006401463191586662
2019-04-04 09:30:39,0.002133821063862221
2019-04-04 09:30:40,0.0007112736879540736
2019-04-04 09:30:41,0.00023709122931802454
2019-04-04 09:30:42,7.903040977267485e-05
2019-04-04 09:30:43,2.634346992422495e-05
2019-04-04 09:30:44,8.781156641408318e-06
2019-04-04 09:30:45,2.9270522138027726e-06
2019-04-04 09:30:46,9.756840712675908e-07
2019-04-04 09:30:47,3.252280237558636e-07
2019-04-04 09:30:48,1.0840934125195454e-07
2019-04-04 09:30:49,3.6136447083984846e-08
2019-04-04 09:30:50,1.2045482361328282e-08
2019-04-04 09:30:51,4.015160787109427e-09
2019-04-04 09:30:52,1.3383869290364758e-09
2019-04-04 09:30:53,4.461289763454919e-10
2019-04-04 09:30:54,1.4870965878183063e-10
2019-04-04 09:30:55,4.9569886260610214e-11
2019-04-04 09:30:56,1.6523295420203406e-11
2019-04-04 09:30:57,5.507765140067802e-12
2019-04-04 09:30:58,1.835921713355934e-12
2019-04-04 09:30:59,6.119739044519779e-13
2019-04-04 09:31:00,2.0399130148399265e-13
2019-04-04 09:31:01,6.799710049466422e-14
2019-04-04 09:31:02,2.2665700164888073e-14
2019-04-04 09:31:03,7.555233388296024e-15
2019-04-04 09:31:04,2.518411129432008e-15
2019-04-04 09:31:05,8.3947037647733595e-16
2019-04-04 09:31:06,2.7982345882577867e-16
2019-04-04 09:31:07,9.327448627525955e-17
2019-04-04 09:31:08,3.109149542508652e-17
2019-04-04 09:31:09,1.0363831808362173e-17
2019-04-04 09:31:10,3.454610602787391e-18
2019-04-04 09:31:11,1.151536867595797e-18
2019-04-04 09:31:12,3.838456225319324e-19
2019-04-04 09:31:13,1.2794854084397746e-19
2019-04-04 09:31:14,4.2649513614659155e-20
2019-04-04 09:31:15,1.4216504538219717e-20
2019-04-04 09:31:16,4.738834846073239e-21
2019-04-04 09:31:17,1.5796116153577464e-21
2019-04-04 09:31:18,5.265372051192488e-22
2019-04-04 09:31:19,1.7551240170641627e-22
2019-04-04 09:31:20,5.850413390213876e-23
2019-04-04 09:31:21,1.9501377967379585e-23
2019-04-04 09:31:22,6.500459322459862e-24
2019-04-04 09:31:23,2.166819774153287e-24
2019-04-04 09:31:24,7.222732580510957e-25
2019-04-04 09:31:25,2.4075775268369857e-25
2019-04-04 09:31:26,8.025258422789952e-26
2019-04-04 09:31:27,2.675086140929984e-26
2019-04-04 09:31:28,8.916953803099947e-27
2019-04-04 09:31:29,2.972317934366649e-27
2019-04-04 09:31:30,9.90772644788883e-28
2019-04-04 09:31:31,3.30257548262961e-28
2019-04-04 09:31:32,1.10085849420987e-28
2019-04-04 09:31:33,3.6695283140329e-29
2019-04-04 09:31:34,1.2231761046776333e-29
2019-04-04 09:31:35,4.0772536822587775e-30
2019-04-04 09:31:36,1.3590845607529258e-30
2019-04-04 09:31:37,4.530281869176419e-31
2019-04-04 09:31:38,1.5100939563921398e-31
2019-04-04 09:31:39,5.033646521307132e-32
2019-04-04 09:31:40,1.677882173769044e-32
2019-04-04 09:31:41,5.592940579230147e-33
2019-04-04 09:31:42,1.864313526410049e-33
2019-04-04 09:31:43,6.21437842136683e-34
2019-04-04 09:31:44,2.0714594737889433e-34
2019-04-04 09:31:45,6.904864912629811e-35
2019-04-04 09:31:46,2.3016216375432702e-35
2019-04-04 09:31:47,7.672072125144234e-36
2019-04-04 09:31:48,2.557357375048078e-36
2019-04-04 09:31:49,8.524524583493594e-37
2019-04-04 09:31:50,2.8415081944978647e-37
2019-04-04 09:31:51,9.47169398165955e-38
2019-04-04 09:31:52,3.15723132721985e-38
2019-04-04 09:31:53,1.0524104424066167e-38
2019-04-04 09:31:54,3.508034808022056e-39
2019-04-04 09:31:55,1.169344936007352e-39
2019-04-04 09:31:56,3.89781645335784e-40
2019-04-04 09:31:57,1.29927215111928e-40
2019-04-04 09:31:58,4.3309071703975997e-41
2019-04-04 09:31:59,1.4436357234658665e-41
2019-04-04 09:32:00,4.812119078219555e-42
2019-04-04 09:32:01,1.6040396927398518e-42
2019-04-04 09:32:02,5.346798975799506e-43
2019-04-04 09:32:03,1.7822663252665019e-43
2019-04-04 09:32:04,5.940887750888339e-44
2019-04-04 09:32:05,1.9802959169627798e-44
2019-04-04 09:32:06,6.600986389875933e-45
