h_m_s,AEM
2019-04-04 09:30:00,-4.0
2019-04-04 09:30:01,9.499999999999998
2019-04-04 09:30:02,3.615384615384615
2019-04-04 09:30:03,1.1750000000000003
2019-04-04 09:30:04,1.7272727272727275
2019-04-04 09:30:05,3.912087912087912
2019-04-04 09:30:06,0.635864592863678
2019-04-04 09:30:07,2.2121951219512197
2019-04-04 09:30:08,0.7373234427395591
2019-04-04 09:30:09,0.7373234427395591
2019-04-04 09:30:10,0.7373234427395591
2019-04-04 09:30:11,0.7373234427395591
2019-04-04 09:30:12,0.7373234427395591
2019-04-04 09:30:13,0.7373234427395591
2019-04-04 09:30:14,0.7373234427395591
2019-04-04 09:30:15,0.7373234427395591
2019-04-04 09:30:16,0.7373234427395591
2019-04-04 09:30:17,0.7373234427395591
2019-04-04 09:30:18,0.7373234427395591
2019-04-04 09:30:19,0.7373234427395591
2019-04-04 09:30:20,0.7373234427395591
2019-04-04 09:30:21,0.7373234427395591
2019-04-04 09:30:22,0.7373234427395591
2019-04-04 09:30:23,0.7373234427395591
2019-04-04 09:30:24,0.7373234427395591
2019-04-04 09:30:25,0.7373234427395591
2019-04-04 09:30:26,9.999999964138942
2019-04-04 09:30:27,9.999999964138942
2019-04-04 09:30:28,3.699999998852981
2019-04-04 09:30:29,0.9999999999725144
2019-04-04 09:30:30,1.6864406779349614
2019-04-04 09:30:31,0.5512465373981176
2019-04-04 09:30:32,0.5512465373981176
2019-04-04 09:30:33,0.07810047095861548
2019-04-04 09:30:34,0.07810047095861548
2019-04-04 09:30:35,0.07810047095861548
2019-04-04 09:30:36,0.07810047095861548
2019-04-04 09:30:37,0.07810047095861548
2019-04-04 09:30:38,0.0003726668526933201
2019-04-04 09:30:39,0.749195606659174
2019-04-04 09:30:40,0.23071294597918993
2019-04-04 09:30:41,0.23071294597918993
2019-04-04 09:30:42,0.23071294597918993
2019-04-04 09:30:43,0.011719993210803432
2019-04-04 09:30:44,0.0030460506084096076
2019-04-04 09:30:45,0.0030460506084096076
2019-04-04 09:30:46,0.0003976109922154427
2019-04-04 09:30:47,0.0003976109922154427
2019-04-04 09:30:48,2.6601094319472676
2019-04-04 09:30:49,2.6601094319472676
2019-04-04 09:30:50,0.29621962382569816
2019-04-04 09:30:51,0.08080337206955655
2019-04-04 09:30:52,0.08080337206955655
2019-04-04 09:30:53,0.08080337206955655
2019-04-04 09:30:54,0.003915862134147711
2019-04-04 09:30:55,0.0010158892613703055
2019-04-04 09:30:56,4.8275576126071
2019-04-04 09:30:57,5.617949861983663
2019-04-04 09:30:58,1.8587557794825977
2019-04-04 09:30:59,0.6180566973053295
2019-04-04 09:31:00,0.6180566973053295
2019-04-04 09:31:01,0.08820055792360965
2019-04-04 09:31:02,0.02469302652394841
2019-04-04 09:31:03,0.007813985668749895
2019-04-04 09:31:04,6.724587469078092
2019-04-04 09:31:05,3.566192144223765
2019-04-04 09:31:06,1.8538304710259785
2019-04-04 09:31:07,3.9519167806174775
2019-04-04 09:31:08,1.3170376971624347
2019-04-04 09:31:09,1.3170376971624347
2019-04-04 09:31:10,1.3170376971624347
2019-04-04 09:31:11,1.0166845873328798
2019-04-04 09:31:12,1.0166845873328798
2019-04-04 09:31:13,1.0166845873328798
2019-04-04 09:31:14,1.0166845873328798
2019-04-04 09:31:15,1.0166845873328798
2019-04-04 09:31:16,1.0166845873328798
2019-04-04 09:31:17,0.0014699721436182579
2019-04-04 09:31:18,-2.9985465442908894
2019-04-04 09:31:19,2.5382920615566125
2019-04-04 09:31:20,-1.8748953289810735
2019-04-04 09:31:21,-3.297469035988889
2019-04-04 09:31:22,-1.09614544160471
2019-04-04 09:31:23,-0.3650484897806832
2019-04-04 09:31:24,-0.12164583895221676
2019-04-04 09:31:25,-0.12164583895221676
2019-04-04 09:31:26,0.8397857534354961
2019-04-04 09:31:27,0.23513633531235364
2019-04-04 09:31:28,0.07440992350008803
2019-04-04 09:31:29,0.07440992350008803
2019-04-04 09:31:30,0.07440992350008803
2019-04-04 09:31:31,0.0038245759462200934
2019-04-04 09:31:32,0.0038245759462200934
2019-04-04 09:31:33,0.00040100775694423385
2019-04-04 09:31:34,0.00040100775694423385
2019-04-04 09:31:35,4.427919171743796e-05
2019-04-04 09:31:36,0.7274389714489862
2019-04-04 09:31:37,0.2285904477208937
2019-04-04 09:31:38,0.2285904477208937
2019-04-04 09:31:39,0.03187333483606387
2019-04-04 09:31:40,0.008898947142772657
2019-04-04 09:31:41,0.0028139779440211985
2019-04-04 09:31:42,0.0028139779440211985
2019-04-04 09:31:43,0.0028139779440211985
2019-04-04 09:31:44,0.0028139779440211985
2019-04-04 09:31:45,0.0028139779440211985
2019-04-04 09:31:46,-4.970071672866042
2019-04-04 09:31:47,-4.992484196882573
2019-04-04 09:31:48,-1.537748340836778
2019-04-04 09:31:49,-1.537748340836778
2019-04-04 09:31:50,0.6488948052184376
2019-04-04 09:31:51,0.18100571984659375
2019-04-04 09:31:52,0.18100571984659375
2019-04-04 09:31:53,0.8906476453046581
2019-04-04 09:31:54,0.24744067449231574
2019-04-04 09:31:55,0.24744067449231574
2019-04-04 09:31:56,0.03299380365703905
2019-04-04 09:31:57,0.03299380365703905
2019-04-04 09:31:58,0.03299380365703905
2019-04-04 09:31:59,0.03299380365703905
2019-04-04 09:32:00,2.958328236323332
2019-04-04 09:32:01,0.7474556000501313
2019-04-04 09:32:02,0.23055274980832974
2019-04-04 09:32:03,0.07498504573445693
2019-04-04 09:32:04,0.024794353737308365
2019-04-04 09:32:05,0.008242726874337759
2019-04-04 09:32:06,0.008242726874337759
2019-04-04 09:32:07,0.008242726874337759
2019-04-04 09:32:08,0.00043327997528234995
2019-04-04 09:32:09,0.00043327997528234995
2019-04-04 09:32:10,4.5479573060549225e-05
2019-04-04 09:32:11,1.2341467109600729e-05
2019-04-04 09:32:12,1.2341467109600729e-05
2019-04-04 09:32:13,1.2341467109600729e-05
2019-04-04 09:32:14,1.2341467109600729e-05
2019-04-04 09:32:15,1.2341467109600729e-05
2019-04-04 09:32:16,1.2341467109600729e-05
2019-04-04 09:32:17,1.2341467109600729e-05
2019-04-04 09:32:18,1.2341467109600729e-05
2019-04-04 09:32:19,1.2341467109600729e-05
2019-04-04 09:32:20,1.2341467109600729e-05
2019-04-04 09:32:21,1.2341467109600729e-05
2019-04-04 09:32:22,1.2341467109600729e-05
2019-04-04 09:32:23,1.2341467109600729e-05
2019-04-04 09:32:24,1.2341467109600729e-05
2019-04-04 09:32:25,1.2341467109600729e-05
2019-04-04 09:32:26,1.2341467109600729e-05
2019-04-04 09:32:27,1.2341467109600729e-05
2019-04-04 09:32:28,1.3115780872598383e-13
2019-04-04 09:32:29,1.3115780872598383e-13
2019-04-04 09:32:30,1.3115780998046467e-14
2019-04-04 09:32:31,3.5448056778967395e-15
2019-04-04 09:32:32,0.68644067790428
2019-04-04 09:32:33,0.68644067790428
2019-04-04 09:32:34,0.68644067790428
2019-04-04 09:32:35,0.68644067790428
2019-04-04 09:32:36,0.68644067790428
2019-04-04 09:32:37,0.004090702489771058
2019-04-04 09:32:38,-0.7478503487633742
2019-04-04 09:32:39,-0.23034644937244406
2019-04-04 09:32:40,-0.23034644937244406
2019-04-04 09:32:41,3.4147196160663906
2019-04-04 09:32:42,0.9525175218507727
2019-04-04 09:32:43,0.30112787050507
2019-04-04 09:32:44,0.09867922645013659
2019-04-04 09:32:45,-4.6470315901489
2019-04-04 09:32:46,-4.6470315901489
2019-04-04 09:32:47,-4.6470315901489
2019-04-04 09:32:48,-0.2439331968827136
2019-04-04 09:32:49,-0.06348255642967923
2019-04-04 09:32:50,-0.06348255642967923
2019-04-04 09:32:51,-0.008289932788585858
2019-04-04 09:32:52,-0.008289932788585858
2019-04-04 09:32:53,-0.008289932788585858
2019-04-04 09:32:54,-0.008289932788585858
2019-04-04 09:32:55,-0.008289932788585858
2019-04-04 09:32:56,-0.008289932788585858
2019-04-04 09:32:57,-0.008289932788585858
2019-04-04 09:32:58,-0.008289932788585858
2019-04-04 09:32:59,-7.998599229712356
2019-04-04 09:33:00,-1.9999127128277896
2019-04-04 09:33:01,-0.6153764286530499
2019-04-04 09:33:02,-0.6153764286530499
2019-04-04 09:33:03,-0.6153764286530499
2019-04-04 09:33:04,-0.031249984276970757
2019-04-04 09:33:05,-0.031249984276970757
2019-04-04 09:33:06,-0.031249984276970757
2019-04-04 09:33:07,-0.031249984276970757
2019-04-04 09:33:08,-0.0004012238017432612
2019-04-04 09:33:09,0.7474679681408455
2019-04-04 09:33:10,0.7474679681408455
2019-04-04 09:33:11,-2.515086929946868
2019-04-04 09:33:12,-0.6963513356057175
2019-04-04 09:33:13,-2.9576392645732357
2019-04-04 09:33:14,-0.968623439459677
2019-04-04 09:33:15,-0.32100159934123934
2019-04-04 09:33:16,-0.32100159934123934
2019-04-04 09:33:17,-0.32100159934123934
2019-04-04 09:33:18,0.9306641124710343
2019-04-04 09:33:19,0.24220037184021984
2019-04-04 09:33:20,0.07523465655440613
2019-04-04 09:33:21,0.024521494633981816
2019-04-04 09:33:22,0.008113790812796035
2019-04-04 09:33:23,0.008113790812796035
2019-04-04 09:33:24,0.0011554754629164487
2019-04-04 09:33:25,0.0003234113386834644
2019-04-04 09:33:26,0.00010233512003282393
2019-04-04 09:33:27,3.354449276747533e-05
2019-04-04 09:33:28,1.1119863409197074e-05
2019-04-04 09:33:29,3.699823133328728e-06
2019-04-04 09:33:30,-1.3337394109550766
2019-04-04 09:33:31,-3.1114274326279374
2019-04-04 09:33:32,-1.7037613790789747
2019-04-04 09:33:33,-1.7037613790789747
2019-04-04 09:33:34,-1.7037613790789747
2019-04-04 09:33:35,-1.7037613790789747
2019-04-04 09:33:36,-1.7037613790789747
2019-04-04 09:33:37,-1.7037613790789747
2019-04-04 09:33:38,-0.003498364857301415
2019-04-04 09:33:39,-0.0008759401524531058
2019-04-04 09:33:40,-0.0008759401524531058
2019-04-04 09:33:41,-0.0008759401524531058
2019-04-04 09:33:42,-0.0008759401524531058
2019-04-04 09:33:43,-0.0008759401524531058
2019-04-04 09:33:44,-0.0008759401524531058
2019-04-04 09:33:45,-0.0008759401524531058
2019-04-04 09:33:46,-0.0008759401524531058
2019-04-04 09:33:47,-0.0008759401524531058
2019-04-04 09:33:48,0.9999321700342627
2019-04-04 09:33:49,0.9999321700342627
2019-04-04 09:33:50,-5.299964085326281
2019-04-04 09:33:51,-1.4324298101663786
2019-04-04 09:33:52,-0.44915228489816045
2019-04-04 09:33:53,-0.14681437703322403
2019-04-04 09:33:54,-0.048623850242088144
2019-04-04 09:33:55,-0.048623850242088144
2019-04-04 09:33:56,1.7081427113019116
2019-04-04 09:33:57,0.47812248362975746
2019-04-04 09:33:58,0.47812248362975746
2019-04-04 09:33:59,-2.535061936454952
2019-04-04 09:34:00,-0.7043844319809974
2019-04-04 09:34:01,-0.22245386214109786
2019-04-04 09:34:02,-1.4176868571512082
2019-04-04 09:34:03,-0.46986548999365974
2019-04-04 09:34:04,-0.1563244616914603
2019-04-04 09:34:05,-0.05207519656502511
2019-04-04 09:34:06,-0.01735474001668875
2019-04-04 09:34:07,-0.005784506915551573
2019-04-04 09:34:08,-0.6686025964946879
2019-04-04 09:34:09,-0.6686025964946879
2019-04-04 09:34:10,-0.6686025964946879
2019-04-04 09:34:11,-0.6686025964946879
2019-04-04 09:34:12,1.9514805105770703
2019-04-04 09:34:13,1.9877024355108615
2019-04-04 09:34:14,0.6135581968935557
2019-04-04 09:34:15,-1.8244648848358835
2019-04-04 09:34:16,-0.6033157768679508
2019-04-04 09:34:17,-0.20057326128688996
2019-04-04 09:34:18,-0.7337591888477272
2019-04-04 09:34:19,0.42224993879989475
2019-04-04 09:34:20,0.1407362069322092
2019-04-04 09:34:21,0.04691053888063601
2019-04-04 09:34:22,0.682306966947593
2019-04-04 09:34:23,-0.43923304323172724
2019-04-04 09:34:24,-0.14641083754737694
2019-04-04 09:34:25,-0.7154703937522007
2019-04-04 09:34:26,-0.23849009924031186
2019-04-04 09:34:27,-0.07949669619005775
2019-04-04 09:34:28,-0.026498898334828956
2019-04-04 09:34:29,-0.008832966067699621
2019-04-04 09:34:30,1.3303890124203464
2019-04-04 09:34:31,0.4434630038951686
2019-04-04 09:34:32,0.4434630038951686
2019-04-04 09:34:33,0.4434630038951686
2019-04-04 09:34:34,0.02334015809363901
2019-04-04 09:34:35,0.006074835668142096
2019-04-04 09:34:36,0.001887076611800921
2019-04-04 09:34:37,0.001887076611800921
2019-04-04 09:34:38,0.00026193916348066617
2019-04-04 09:34:39,7.309428115587865e-05
2019-04-04 09:34:40,-2.0514647212984936
2019-04-04 09:34:41,-2.0514647212984936
2019-04-04 09:34:42,0.5734879738285774
2019-04-04 09:34:43,-0.5605618535643085
2019-04-04 09:34:44,-0.17727122262607492
2019-04-04 09:34:45,-0.058097243081910256
2019-04-04 09:34:46,-0.019257855295114784
2019-04-04 09:34:47,-0.019257855295114784
2019-04-04 09:34:48,-0.019257855295114784
2019-04-04 09:34:49,-0.019257855295114784
2019-04-04 09:34:50,-0.0003491877942182115
2019-04-04 09:34:51,-0.0003491877942182115
2019-04-04 09:34:52,-0.0003491877942182115
2019-04-04 09:34:53,-0.0003491877942182115
2019-04-04 09:34:54,-0.0003491877942182115
2019-04-04 09:34:55,-1.4574153993801616e-06
2019-04-04 09:34:56,-1.4574153993801616e-06
2019-04-04 09:34:57,-1.4629106132503863e-07
2019-04-04 09:34:58,-1.4629106132503863e-07
2019-04-04 09:34:59,-1.4629106132503863e-07
2019-04-04 09:35:00,-1.4629106132503863e-07
2019-04-04 09:35:01,-1.9803997988455187e-09
2019-04-04 09:35:02,-5.00178282735684e-10
2019-04-04 09:35:03,-1.5426616476012176e-10
2019-04-04 09:35:04,-5.017221602194648e-11
2019-04-04 09:35:05,-1.6589665288794053e-11
2019-04-04 09:35:06,-5.515113950272575e-12
2019-04-04 09:35:07,-1.836735550697891e-12
2019-04-04 09:35:08,-6.120636473457348e-13
2019-04-04 09:35:09,-6.120636473457348e-13
2019-04-04 09:35:10,-6.120636473457348e-13
2019-04-04 09:35:11,-6.120636473457348e-13
2019-04-04 09:35:12,-6.120636473457348e-13
2019-04-04 09:35:13,-3.754438503864522e-15
2019-04-04 09:35:14,-9.42947703198012e-16
2019-04-04 09:35:15,-9.42947703198012e-16
2019-04-04 09:35:16,-2.612383115118489
