h_m_s,TECK.B
2019-04-04 09:30:00,
2019-04-04 09:30:01,-2.25
2019-04-04 09:30:02,-0.6923076923076924
2019-04-04 09:30:03,-0.2250000000000001
2019-04-04 09:30:04,-0.07438016528925624
2019-04-04 09:30:05,-0.02472527472527474
2019-04-04 09:30:06,-0.008234217749313821
2019-04-04 09:30:07,-0.002743902439024393
2019-04-04 09:30:08,-0.0009145412051620781
2019-04-04 09:30:09,-0.0003048367429887553
2019-04-04 09:30:10,-0.00010161110044821801
2019-04-04 09:30:11,-3.387023934969146e-05
2019-04-04 09:30:12,-1.1290065620370308e-05
2019-04-04 09:30:13,-3.7633536331416045e-06
2019-04-04 09:30:14,-1.2544510361974659e-06
2019-04-04 09:30:15,-4.181503259714105e-07
2019-04-04 09:30:16,-1.3938343983183202e-07
2019-04-04 09:30:17,-4.6461146370761986e-08
2019-04-04 09:30:18,-1.5487048763604143e-08
2019-04-04 09:30:19,-5.162349584906953e-09
2019-04-04 09:30:20,-1.7207831946399742e-09
2019-04-04 09:30:21,-5.73594398176768e-10
2019-04-04 09:30:22,-1.9119813272152747e-10
2019-04-04 09:30:23,-6.373271090672451e-11
2019-04-04 09:30:24,-2.1244236968858025e-11
2019-04-04 09:30:25,-7.081412322947105e-12
2019-04-04 09:30:26,-0.6666666666691146
2019-04-04 09:30:27,-0.22222222222301877
2019-04-04 09:30:28,-0.07407407407433744
2019-04-04 09:30:29,-0.024691358024778908
2019-04-04 09:30:30,-0.674897119341594
2019-04-04 09:30:31,-0.22496570644719782
2019-04-04 09:30:32,-0.07498856881573258
2019-04-04 09:30:33,-0.024996189605244194
2019-04-04 09:30:34,-0.008332063201748065
2019-04-04 09:30:35,-0.6694440210672493
2019-04-04 09:30:36,-0.22314800702241644
2019-04-04 09:30:37,-0.07438266900747215
2019-04-04 09:30:38,-0.024794223002490717
2019-04-04 09:30:39,-0.00826474100083024
2019-04-04 09:30:40,-0.002754913666943413
2019-04-04 09:30:41,-0.0009183045556478043
2019-04-04 09:30:42,-0.0003061015185492681
2019-04-04 09:30:43,8.66656463282715
2019-04-04 09:30:44,8.88885487760905
2019-04-04 09:30:45,2.9629516258696835
2019-04-04 09:30:46,0.9876505419565612
2019-04-04 09:30:47,0.32921684731885376
2019-04-04 09:30:48,1.443072282439618
2019-04-04 09:30:49,0.48102409414653935
2019-04-04 09:30:50,0.8270080313821797
2019-04-04 09:30:51,0.2756693437940599
2019-04-04 09:30:52,0.09188978126468662
2019-04-04 09:30:53,0.030629927088228873
2019-04-04 09:30:54,0.010209975696076292
2019-04-04 09:30:55,0.0034033252320254306
2019-04-04 09:30:56,4.667801108410675
2019-04-04 09:30:57,1.5559337028035582
2019-04-04 09:30:58,0.518644567601186
2019-04-04 09:30:59,0.17288152253372868
2019-04-04 09:31:00,3.390960507511243
2019-04-04 09:31:01,1.1303201691704143
2019-04-04 09:31:02,0.37677338972347146
2019-04-04 09:31:03,0.1255911299078238
2019-04-04 09:31:04,0.041863709969274604
2019-04-04 09:31:05,0.0139545699897582
2019-04-04 09:31:06,0.0046515233299194
2019-04-04 09:31:07,0.0015505077766398
2019-04-04 09:31:08,0.0005168359255466
2019-04-04 09:31:09,0.00017227864184886666
2019-04-04 09:31:10,5.742621394962222e-05
2019-04-04 09:31:11,1.914207131654074e-05
