h_m_s,HQU
2019-04-04 09:30:00,
2019-04-04 09:30:01,
2019-04-04 09:30:02,0.00037147011941504376
2019-04-04 09:30:03,-0.00043817815847350705
2019-04-04 09:30:04,-0.00013509882690446027
2019-04-04 09:30:05,0.00024591354594740886
2019-04-04 09:30:06,0.0
2019-04-04 09:30:07,4.471095681455851e-05
2019-04-04 09:30:08,0.0
2019-04-04 09:30:09,-0.0002929094222814291
2019-04-04 09:30:10,-0.00045324358467462077
2019-04-04 09:30:11,-0.00047486596287787085
2019-04-04 09:30:12,-9.647853352620266e-05
2019-04-04 09:30:13,0.00017954449561454372
2019-04-04 09:30:14,-5.530400730478539e-05
2019-04-04 09:30:15,-0.0003282684207878429
2019-04-04 09:30:16,-0.00012721617618119437
2019-04-04 09:30:17,0.0004680755314994878
2019-04-04 09:30:18,0.00014135511186111568
2019-04-04 09:30:19,2.1156659989522552e-05
2019-04-04 09:30:20,-0.00014133513341752155
2019-04-04 09:30:21,-0.0003503269655291096
2019-04-04 09:30:22,-7.05837212199894e-06
2019-04-04 09:30:23,0.0004308715185411604
2019-04-04 09:30:24,0.00045017274598571286
2019-04-04 09:30:25,0.0002964521035746543
2019-04-04 09:30:26,0.0005495048302871041
2019-04-04 09:30:27,0.0002922277989906598
2019-04-04 09:30:28,-0.00013123848473229867
2019-04-04 09:30:29,-0.0003715025157452263
2019-04-04 09:30:30,-0.00014803672672082912
2019-04-04 09:30:31,-0.00014466546112123133
2019-04-04 09:30:32,-0.0002859063486525679
2019-04-04 09:30:33,-6.188393885156746e-05
2019-04-04 09:30:34,6.89435633097461e-05
2019-04-04 09:30:35,6.1887768710462e-05
2019-04-04 09:30:36,-6.893881042250525e-05
2019-04-04 09:30:37,-0.00023328648637225614
2019-04-04 09:30:38,-0.00016435900666415254
2019-04-04 09:30:39,3.45796981769569e-05
2019-04-04 09:30:40,0.00026435238312048166
2019-04-04 09:30:41,0.00013345605154162503
2019-04-04 09:30:42,-0.00010334421892432876
2019-04-04 09:30:43,5.4954168727456766e-05
2019-04-04 09:30:44,0.00020257560410932997
2019-04-04 09:30:45,8.616524801149933e-05
2019-04-04 09:30:46,9.385748622835144e-05
2019-04-04 09:30:47,0.0
2019-04-04 09:30:48,-0.00035422583661157554
2019-04-04 09:30:49,-0.00014110423866252604
2019-04-04 09:30:50,6.494088614669096e-05
2019-04-04 09:30:51,-7.058333598014424e-06
2019-04-04 09:30:52,-0.00015175417235751575
2019-04-04 09:30:53,-0.0002859070488290788
2019-04-04 09:30:54,6.122676166097012e-05
2019-04-04 09:30:55,0.00014125057328542192
2019-04-04 09:30:56,-0.00036039655252516383
2019-04-04 09:30:57,-0.00048747048518528376
2019-04-04 09:30:58,0.00016158180534123738
2019-04-04 09:30:59,0.0002705256580248946
2019-04-04 09:31:00,0.0002894754493046718
2019-04-04 09:31:01,0.000510110209964959
2019-04-04 09:31:02,0.00022902435069361952
2019-04-04 09:31:03,0.00042348277231615876
2019-04-04 09:31:04,0.0006319476168723361
2019-04-04 09:31:05,0.00029628271014021175
2019-04-04 09:31:06,-1.6243971456092432e-05
2019-04-04 09:31:07,0.00013482496308552612
2019-04-04 09:31:08,-0.00014457369441027014
2019-04-04 09:31:09,-0.00015104856942382185
2019-04-04 09:31:10,0.00014459459898563727
2019-04-04 09:31:11,0.0004499653185575924
2019-04-04 09:31:12,0.00017927414604499532
2019-04-04 09:31:13,-1.6236929271935167e-05
2019-04-04 09:31:14,0.0001599252042119597
2019-04-04 09:31:15,-0.00014451101693546613
2019-04-04 09:31:16,0.00010073252693586565
2019-04-04 09:31:17,0.00019459805878074054
2019-04-04 09:31:18,-9.30180023044983e-06
2019-04-04 09:31:19,-0.00022993231161681777
2019-04-04 09:31:20,-1.4197616625788832e-05
2019-04-04 09:31:21,0.000162685649919332
2019-04-04 09:31:22,0.00018146204562142593
2019-04-04 09:31:23,0.00018146204562142593
2019-04-04 09:31:24,2.8626664771067292e-05
2019-04-04 09:31:25,7.532962646156463e-05
2019-04-04 09:31:26,-0.00017659051869449072
2019-04-04 09:31:27,-0.00023324560581143062
2019-04-04 09:31:28,0.00014799080715929914
2019-04-04 09:31:29,0.00029898643598208897
2019-04-04 09:31:30,0.00026925842735747664
2019-04-04 09:31:31,1.0701253116707427e-05
2019-04-04 09:31:32,0.00016415923457488934
2019-04-04 09:31:33,0.00018570683785937818
2019-04-04 09:31:34,-1.3440436007821824e-05
2019-04-04 09:31:35,-1.812819451166828e-05
2019-04-04 09:31:36,-0.0004026870467103015
2019-04-04 09:31:37,-4.376683910597923e-05
2019-04-04 09:31:38,0.00010760987339142355
2019-04-04 09:31:39,-5.6977184221590965e-05
2019-04-04 09:31:40,0.00014446926213549193
2019-04-04 09:31:41,-0.00011243618549541916
2019-04-04 09:31:42,1.6230156604780154e-05
2019-04-04 09:31:43,-3.623054474250951e-05
2019-04-04 09:31:44,0.0
2019-04-04 09:31:45,7.116041066024203e-05
2019-04-04 09:31:46,-0.0005875221335168469
2019-04-04 09:31:47,-0.00044624225496795204
2019-04-04 09:31:48,-3.1035363172006358e-06
2019-04-04 09:31:49,0.0001351430478043095
2019-04-04 09:31:50,0.000523994917194292
2019-04-04 09:31:51,0.0002981189201424496
2019-04-04 09:31:52,6.694289418809187e-05
2019-04-04 09:31:53,0.0002921077909450312
2019-04-04 09:31:54,0.00013448425289011467
2019-04-04 09:31:55,0.0001543870832793749
2019-04-04 09:31:56,0.0002775744998240215
2019-04-04 09:31:57,2.062919030434974e-05
2019-04-04 09:31:58,0.000299932932349511
2019-04-04 09:31:59,-4.797387152128029e-07
2019-04-04 09:32:00,-0.0004023388402762418
2019-04-04 09:32:01,0.00025857929149274
2019-04-04 09:32:02,-3.988227851592185e-05
2019-04-04 09:32:03,-0.00041597821453310846
2019-04-04 09:32:04,2.0116413685535408e-06
2019-04-04 09:32:05,-3.913934153526974e-05
2019-04-04 09:32:06,-0.00041597786049433496
2019-04-04 09:32:07,-0.000256764130051072
2019-04-04 09:32:08,-0.00014098578654395434
2019-04-04 09:32:09,0.00013102813409213862
2019-04-04 09:32:10,0.00027205227614022565
2019-04-04 09:32:11,-0.0001472410792419696
2019-04-04 09:32:12,-0.00013101096796945997
2019-04-04 09:32:13,1.623250136352919e-05
2019-04-04 09:32:14,-0.00012382878606513863
2019-04-04 09:32:15,7.047166686627229e-06
2019-04-04 09:32:16,0.0005468538619470869
2019-04-04 09:32:17,0.00027192151552871564
2019-04-04 09:32:18,0.0002891758294646978
2019-04-04 09:32:19,5.810266575038625e-05
2019-04-04 09:32:20,-0.00041597821453310846
2019-04-04 09:32:21,9.288074735016512e-05
