h_m_s,BNS
2019-04-04 09:30:00,
2019-04-04 09:30:01,
2019-04-04 09:30:02,
2019-04-04 09:30:03,
2019-04-04 09:30:04,
2019-04-04 09:30:05,
2019-04-04 09:30:06,
2019-04-04 09:30:07,
2019-04-04 09:30:08,
2019-04-04 09:30:09,0.0025694444444464004
2019-04-04 09:30:10,-0.000874999999999071
2019-04-04 09:30:11,2.7755575615628914e-17
2019-04-04 09:30:12,2.7755575615628914e-17
2019-04-04 09:30:13,2.7755575615628914e-17
2019-04-04 09:30:14,2.7755575615628914e-17
2019-04-04 09:30:15,2.7755575615628914e-17
2019-04-04 09:30:16,2.7755575615628914e-17
2019-04-04 09:30:17,2.7755575615628914e-17
2019-04-04 09:30:18,-0.01854545454546401
2019-04-04 09:30:19,-0.052545454545455825
2019-04-04 09:30:20,-0.0465454545454556
2019-04-04 09:30:21,-0.04054545454545537
2019-04-04 09:30:22,-0.04287878787879333
2019-04-04 09:30:23,-0.03587878787879259
2019-04-04 09:30:24,-0.028878787878791855
2019-04-04 09:30:25,-0.02187878787879112
2019-04-04 09:30:26,-0.014878787878790378
2019-04-04 09:30:27,-0.007878787878789636
2019-04-04 09:30:28,-0.0023333333333350956
2019-04-04 09:30:29,-0.0013333333333345881
2019-04-04 09:30:30,-0.0003333333333340738
2019-04-04 09:30:31,-0.008333333333338168
2019-04-04 09:30:32,-0.00800000000000407
2019-04-04 09:30:33,-0.007000000000003559
2019-04-04 09:30:34,-0.006000000000003048
2019-04-04 09:30:35,-0.005000000000002537
2019-04-04 09:30:36,-0.004000000000002023
2019-04-04 09:30:37,-0.003000000000001512
2019-04-04 09:30:38,-0.01164516129031545
2019-04-04 09:30:39,-0.010290322580638483
2019-04-04 09:30:40,0.0007096774193529332
2019-04-04 09:30:41,0.0007096774193529332
2019-04-04 09:30:42,0.0007096774193529332
2019-04-04 09:30:43,0.00995967741935731
2019-04-04 09:30:44,0.00920967741935657
2019-04-04 09:30:45,0.008352534562213278
2019-04-04 09:30:46,0.007495391705069982
2019-04-04 09:30:47,0.006638248847926687
2019-04-04 09:30:48,0.02445007680491293
2019-04-04 09:30:49,0.02226190476190315
2019-04-04 09:30:50,0.009761904761898178
2019-04-04 09:30:51,0.007261904761898322
2019-04-04 09:30:52,0.004761904761898458
2019-04-04 09:30:53,0.022261904761895338
2019-04-04 09:30:54,0.01955735930735092
2019-04-04 09:30:55,0.016414502164495012
2019-04-04 09:30:56,0.013271645021639099
2019-04-04 09:30:57,0.010128787878783192
2019-04-04 09:30:58,-0.0202378787878704
2019-04-04 09:30:59,-0.020404545454537903
2019-04-04 09:31:00,-0.019904545454538868
2019-04-04 09:31:01,-0.01940454545453983
2019-04-04 09:31:02,-0.018904545454540803
2019-04-04 09:31:03,-0.007321212121203312
2019-04-04 09:31:04,-0.0248666666666554
2019-04-04 09:31:05,-0.021866666666657417
2019-04-04 09:31:06,-0.01886666666665944
2019-04-04 09:31:07,-0.015866666666661457
2019-04-04 09:31:08,-0.01438095238094795
2019-04-04 09:31:09,-0.013095238095233615
2019-04-04 09:31:10,-0.011095238095234217
2019-04-04 09:31:11,-0.009095238095234819
2019-04-04 09:31:12,-0.007095238095235424
2019-04-04 09:31:13,-0.0058730158730128865
2019-04-04 09:31:14,-0.004873015873013087
2019-04-04 09:31:15,-0.003873015873013287
2019-04-04 09:31:16,-0.002873015873013484
2019-04-04 09:31:17,-0.0018730158730136844
2019-04-04 09:31:18,0.017841269841268312
2019-04-04 09:31:19,0.01755555555555429
2019-04-04 09:31:20,0.016555555555555202
2019-04-04 09:31:21,0.01555555555555611
2019-04-04 09:31:22,0.004324786324782552
2019-04-04 09:31:23,0.0037692307692270277
2019-04-04 09:31:24,0.002769230769227936
2019-04-04 09:31:25,0.0017692307692288474
2019-04-04 09:31:26,0.0007692307692297555
2019-04-04 09:31:27,-0.00023076923076933292
2019-04-04 09:31:28,-0.00023076923076933292
2019-04-04 09:31:29,-0.00023076923076933292
2019-04-04 09:31:30,-0.00023076923076933292
2019-04-04 09:31:31,-0.00023076923076933292
2019-04-04 09:31:32,1.734723475976807e-17
2019-04-04 09:31:33,0.009705882352932866
2019-04-04 09:31:34,0.01770588235293838
2019-04-04 09:31:35,-0.00320320855616181
2019-04-04 09:31:36,-0.0032032085561603876
2019-04-04 09:31:37,-0.003203208556158965
2019-04-04 09:31:38,-0.0032032085561575427
2019-04-04 09:31:39,-0.00320320855615612
2019-04-04 09:31:40,-0.011933977786915392
2019-04-04 09:31:41,-0.011362549215486531
2019-04-04 09:31:42,-0.010791120644057666
2019-04-04 09:31:43,-0.0004970029969944938
2019-04-04 09:31:44,0.011139360639373867
2019-04-04 09:31:45,0.001673451548458809
2019-04-04 09:31:46,0.0012984515484574903
2019-04-04 09:31:47,0.0009234515484561716
2019-04-04 09:31:48,0.0005484515484548529
2019-04-04 09:31:49,0.00017345154845353414
2019-04-04 09:31:50,-0.0014707792207779985
2019-04-04 09:31:51,-0.00204220779220686
2019-04-04 09:31:52,-0.0026136363636357213
2019-04-04 09:31:53,-0.0026136363636357213
2019-04-04 09:31:54,-0.0022499999999993706
2019-04-04 09:31:55,-0.0018749999999994743
2019-04-04 09:31:56,-0.0014999999999995711
2019-04-04 09:31:57,-0.0011249999999996749
2019-04-04 09:31:58,-0.0007499999999997786
2019-04-04 09:31:59,-0.00037499999999988237
2019-04-04 09:32:00,1.734723475976807e-17
2019-04-04 09:32:01,1.734723475976807e-17
2019-04-04 09:32:02,1.734723475976807e-17
2019-04-04 09:32:03,1.734723475976807e-17
2019-04-04 09:32:04,-0.019461538461534738
2019-04-04 09:32:05,-0.018923076923073472
2019-04-04 09:32:06,-0.00764529914530453
2019-04-04 09:32:07,-0.006367521367526489
2019-04-04 09:32:08,-0.014742521367530775
2019-04-04 09:32:09,-0.01294252136751678
2019-04-04 09:32:10,-0.010942521367517177
2019-04-04 09:32:11,-0.008942521367517574
2019-04-04 09:32:12,-0.0069425213675179745
2019-04-04 09:32:13,-0.004942521367518372
2019-04-04 09:32:14,-0.003480982905980038
2019-04-04 09:32:15,0.006980555555562901
2019-04-04 09:32:16,0.006702777777783955
2019-04-04 09:32:17,0.00642500000000501
2019-04-04 09:32:18,0.0058000000000032696
2019-04-04 09:32:19,0.005000000000002575
2019-04-04 09:32:20,0.0037500000000022897
2019-04-04 09:32:21,0.0025000000000020076
2019-04-04 09:32:22,0.001250000000001722
2019-04-04 09:32:23,1.4363510381087963e-15
2019-04-04 09:32:24,-0.0014999999999986205
2019-04-04 09:32:25,-0.001999999999998163
2019-04-04 09:32:26,-0.001999999999998163
