h_m_s,FOOD
2019-04-04 09:30:00,
2019-04-04 09:30:01,
2019-04-04 09:30:02,
2019-04-04 09:30:03,
2019-04-04 09:30:04,
2019-04-04 09:30:05,
2019-04-04 09:30:06,
2019-04-04 09:30:07,
2019-04-04 09:30:08,
2019-04-04 09:30:09,
2019-04-04 09:30:10,
2019-04-04 09:30:11,
2019-04-04 09:30:12,
2019-04-04 09:30:13,
2019-04-04 09:30:14,
2019-04-04 09:30:15,
2019-04-04 09:30:16,
2019-04-04 09:30:17,
2019-04-04 09:30:18,
2019-04-04 09:30:19,
2019-04-04 09:30:20,
2019-04-04 09:30:21,
2019-04-04 09:30:22,
2019-04-04 09:30:23,
2019-04-04 09:30:24,
2019-04-04 09:30:25,
2019-04-04 09:30:26,
2019-04-04 09:30:27,
2019-04-04 09:30:28,
2019-04-04 09:30:29,0.019716666666666702
2019-04-04 09:30:30,0.020050000000000026
2019-04-04 09:30:31,0.020083333333333352
2019-04-04 09:30:32,0.020000000000000018
2019-04-04 09:30:33,0.020000000000000018
2019-04-04 09:30:34,0.020000000000000018
2019-04-04 09:30:35,0.020000000000000018
2019-04-04 09:30:36,0.020000000000000018
2019-04-04 09:30:37,0.020000000000000018
2019-04-04 09:30:38,0.020000000000000018
2019-04-04 09:30:39,0.020000000000000018
2019-04-04 09:30:40,0.020000000000000018
2019-04-04 09:30:41,0.020000000000000018
2019-04-04 09:30:42,0.020000000000000018
2019-04-04 09:30:43,0.020000000000000018
2019-04-04 09:30:44,0.020000000000000018
2019-04-04 09:30:45,0.020488095238095253
2019-04-04 09:30:46,0.02097619047619049
2019-04-04 09:30:47,0.021464285714285724
2019-04-04 09:30:48,0.02195238095238096
2019-04-04 09:30:49,0.022440476190476195
2019-04-04 09:30:50,0.02292857142857143
2019-04-04 09:30:51,0.023416666666666665
2019-04-04 09:30:52,0.023904761904761904
2019-04-04 09:30:53,0.02439285714285714
2019-04-04 09:30:54,0.024880952380952375
2019-04-04 09:30:55,0.02536904761904761
2019-04-04 09:30:56,0.025857142857142846
2019-04-04 09:30:57,0.02634523809523808
2019-04-04 09:30:58,0.026833333333333317
2019-04-04 09:30:59,0.027321428571428552
2019-04-04 09:31:00,0.027809523809523787
2019-04-04 09:31:01,0.028297619047619023
2019-04-04 09:31:02,0.028785714285714258
2019-04-04 09:31:03,0.029273809523809494
2019-04-04 09:31:04,0.02976190476190473
2019-04-04 09:31:05,0.030249999999999964
2019-04-04 09:31:06,0.0307380952380952
2019-04-04 09:31:07,0.03122619047619044
2019-04-04 09:31:08,0.031714285714285674
2019-04-04 09:31:09,0.032202380952380906
2019-04-04 09:31:10,0.032690476190476145
2019-04-04 09:31:11,0.033178571428571384
2019-04-04 09:31:12,0.033666666666666616
2019-04-04 09:31:13,0.03415476190476185
2019-04-04 09:31:14,0.03464285714285708
2019-04-04 09:31:15,0.03464285714285708
2019-04-04 09:31:16,0.03464285714285708
2019-04-04 09:31:17,0.03464285714285708
2019-04-04 09:31:18,0.03464285714285708
2019-04-04 09:31:19,0.03464285714285708
2019-04-04 09:31:20,0.03464285714285708
2019-04-04 09:31:21,0.03464285714285708
2019-04-04 09:31:22,0.03464285714285708
2019-04-04 09:31:23,0.03464285714285708
2019-04-04 09:31:24,0.03464285714285708
2019-04-04 09:31:25,0.03464285714285708
2019-04-04 09:31:26,0.03464285714285708
2019-04-04 09:31:27,0.03464285714285708
2019-04-04 09:31:28,0.03464285714285708
2019-04-04 09:31:29,0.03464285714285708
2019-04-04 09:31:30,0.03464285714285708
2019-04-04 09:31:31,0.03464285714285708
2019-04-04 09:31:32,0.03464285714285708
2019-04-04 09:31:33,0.03464285714285708
2019-04-04 09:31:34,0.03464285714285708
2019-04-04 09:31:35,0.03464285714285708
2019-04-04 09:31:36,0.03464285714285708
2019-04-04 09:31:37,0.03405952380952374
2019-04-04 09:31:38,0.03347619047619041
2019-04-04 09:31:39,0.03289285714285708
2019-04-04 09:31:40,0.03230952380952374
2019-04-04 09:31:41,0.03172619047619041
2019-04-04 09:31:42,0.031238095238095172
2019-04-04 09:31:43,0.030749999999999937
2019-04-04 09:31:44,0.0302619047619047
2019-04-04 09:31:45,0.029773809523809466
2019-04-04 09:31:46,0.02928571428571423
2019-04-04 09:31:47,0.028797619047618996
2019-04-04 09:31:48,0.02830952380952376
2019-04-04 09:31:49,0.02782142857142852
2019-04-04 09:31:50,0.027333333333333286
2019-04-04 09:31:51,0.02684523809523805
2019-04-04 09:31:52,0.026357142857142815
2019-04-04 09:31:53,0.02586904761904758
2019-04-04 09:31:54,0.025380952380952344
2019-04-04 09:31:55,0.02489285714285711
2019-04-04 09:31:56,0.024404761904761874
2019-04-04 09:31:57,0.023916666666666638
2019-04-04 09:31:58,0.023428571428571403
2019-04-04 09:31:59,0.022940476190476167
2019-04-04 09:32:00,0.022452380952380932
2019-04-04 09:32:01,0.021964285714285697
2019-04-04 09:32:02,0.02147619047619046
2019-04-04 09:32:03,0.020988095238095226
2019-04-04 09:32:04,0.020499999999999987
2019-04-04 09:32:05,0.02001190476190475
2019-04-04 09:32:06,0.019523809523809516
2019-04-04 09:32:07,0.019619047619047612
2019-04-04 09:32:08,0.01971428571428571
2019-04-04 09:32:09,0.019809523809523808
2019-04-04 09:32:10,0.019904761904761904
2019-04-04 09:32:11,0.02
2019-04-04 09:32:12,0.02
2019-04-04 09:32:13,0.02
2019-04-04 09:32:14,0.02
2019-04-04 09:32:15,0.02
2019-04-04 09:32:16,0.02
2019-04-04 09:32:17,0.02
2019-04-04 09:32:18,0.02
2019-04-04 09:32:19,0.02
2019-04-04 09:32:20,0.02
2019-04-04 09:32:21,0.02
2019-04-04 09:32:22,0.02
2019-04-04 09:32:23,0.02
2019-04-04 09:32:24,0.02
2019-04-04 09:32:25,0.02
2019-04-04 09:32:26,0.02
2019-04-04 09:32:27,0.02
2019-04-04 09:32:28,0.02
2019-04-04 09:32:29,0.02
2019-04-04 09:32:30,0.02
2019-04-04 09:32:31,0.02
2019-04-04 09:32:32,0.02
2019-04-04 09:32:33,0.02
2019-04-04 09:32:34,0.02
2019-04-04 09:32:35,0.02
2019-04-04 09:32:36,0.02
2019-04-04 09:32:37,0.02
2019-04-04 09:32:38,0.02
2019-04-04 09:32:39,0.02
2019-04-04 09:32:40,0.02
2019-04-04 09:32:41,0.02
2019-04-04 09:32:42,0.02
2019-04-04 09:32:43,0.02
2019-04-04 09:32:44,0.02
2019-04-04 09:32:45,0.02
2019-04-04 09:32:46,0.02
2019-04-04 09:32:47,0.02
2019-04-04 09:32:48,0.02
2019-04-04 09:32:49,0.02
2019-04-04 09:32:50,0.02
