h_m_s,ECA
2019-04-04 09:30:00,-5300.0
2019-04-04 09:30:01,-2330.0
2019-04-04 09:30:02,-1353.156146179402
2019-04-04 09:30:03,-907.3514851485147
2019-04-04 09:30:04,-646.8755514597752
2019-04-04 09:30:05,-478.85962648775916
2019-04-04 09:30:06,-363.47369275802924
2019-04-04 09:30:07,-280.78167597676656
2019-04-04 09:30:08,-219.69340903318314
2019-04-04 09:30:09,-173.5454540579203
2019-04-04 09:30:10,-76.80603803157221
2019-04-04 09:30:11,-61.460332203513545
2019-04-04 09:30:12,-49.39755883431069
2019-04-04 09:30:13,-39.840447437729686
2019-04-04 09:30:14,2071.46686303673
2019-04-04 09:30:15,1679.0098645234846
2019-04-04 09:30:16,1363.3191556211616
2019-04-04 09:30:17,1108.5656610630856
2019-04-04 09:30:18,902.4558159015846
2019-04-04 09:30:19,735.3531281836928
2019-04-04 09:30:20,599.6460143295825
2019-04-04 09:30:21,489.2843646652899
2019-04-04 09:30:22,399.4342375851884
2019-04-04 09:30:23,326.21689209894777
2019-04-04 09:30:24,266.50911145041425
2019-04-04 09:30:25,217.78878674321268
2019-04-04 09:30:26,214.54005202933024
2019-04-04 09:30:27,175.39069416886585
2019-04-04 09:30:28,143.40650841064152
2019-04-04 09:30:29,117.26910019952963
2019-04-04 09:30:30,95.90498077215665
2019-04-04 09:30:31,78.43930752751668
2019-04-04 09:30:32,64.15861350348418
2019-04-04 09:30:33,52.48069771700217
2019-04-04 09:30:34,42.930245847231326
2019-04-04 09:30:35,198.87475875546858
2019-04-04 09:30:36,162.6941382636611
2019-04-04 09:30:37,133.09894760516443
2019-04-04 09:30:38,108.88947558287128
2019-04-04 09:30:39,89.08492129148323
2019-04-04 09:30:40,72.88333374744315
2019-04-04 09:30:41,59.628920822667716
2019-04-04 09:30:42,48.78535924500102
2019-04-04 09:30:43,39.91399560502978
2019-04-04 09:30:44,32.65603642131088
2019-04-04 09:30:45,26.717993505330863
2019-04-04 09:30:46,21.859787084852645
2019-04-04 09:30:47,17.88501966480847
2019-04-04 09:30:48,14.63302340917963
2019-04-04 09:30:49,11.972356887979908
2019-04-04 09:30:50,9.795486532497762
2019-04-04 09:30:51,8.014436637129526
2019-04-04 09:30:52,6.557231299684008
2019-04-04 09:30:53,5.364983970856679
2019-04-04 09:30:54,95.30007091861508
2019-04-04 09:30:55,96.15461473332255
2019-04-04 09:30:56,96.85378322483461
2019-04-04 09:30:57,79.24384920098875
2019-04-04 09:30:58,64.83577268786331
2019-04-04 09:30:59,53.04738080745187
2019-04-04 09:31:00,43.40235590492125
2019-04-04 09:31:01,35.51098729015223
2019-04-04 09:31:02,29.05442327562597
2019-04-04 09:31:03,41.9536531592565
2019-04-04 09:31:04,34.32569971502852
2019-04-04 09:31:05,28.084652353622346
2019-04-04 09:31:06,22.978344528868142
2019-04-04 09:31:07,18.8004587538483
2019-04-04 09:31:08,15.382190211177212
2019-04-04 09:31:09,12.585426135669893
2019-04-04 09:31:10,1028.4796444763804
2019-04-04 09:31:11,841.4832461643615
2019-04-04 09:31:12,1070.3045735681944
2019-04-04 09:31:13,875.703672822171
2019-04-04 09:31:14,716.4847769020989
2019-04-04 09:31:15,568.0329639512157
2019-04-04 09:31:16,464.75422312117666
2019-04-04 09:31:17,380.2534418178024
2019-04-04 09:31:18,311.11644338385554
2019-04-04 09:31:19,254.54981128088386
2019-04-04 09:31:20,208.26802337289223
2019-04-04 09:31:21,188.5829268087095
2019-04-04 09:31:22,154.29511993142552
2019-04-04 09:31:23,126.2414604212422
2019-04-04 09:31:24,103.28846671979741
2019-04-04 09:31:25,84.50874489715501
2019-04-04 09:31:26,69.14351814998845
2019-04-04 09:31:27,56.57196912618417
2019-04-04 09:31:28,46.286156377538
2019-04-04 09:31:29,56.052309903465876
2019-04-04 09:31:30,45.860980710554244
2019-04-04 09:31:31,55.70443885765893
2019-04-04 09:31:32,45.57635898582185
2019-04-04 09:31:33,37.28974820788422
2019-04-04 09:31:34,30.50979395262707
2019-04-04 09:31:35,24.962558664653645
2019-04-04 09:31:36,111.33300284775473
2019-04-04 09:31:37,91.09063863533422
2019-04-04 09:31:38,74.52870429898464
2019-04-04 09:31:39,60.97803076396013
2019-04-04 09:31:40,49.89111606211964
2019-04-04 09:31:41,-831.9072698142097
2019-04-04 09:31:42,-644.28776601356
2019-04-04 09:31:43,-527.1445357280953
2019-04-04 09:31:44,-431.3000746188907
2019-04-04 09:31:45,-352.88187918829607
2019-04-04 09:31:46,-288.72153748734405
2019-04-04 09:31:47,-236.22671246932634
2019-04-04 09:31:48,-193.27640109766514
2019-04-04 09:31:49,1660.0465814003035
2019-04-04 09:31:50,1358.2199301726255
2019-04-04 09:31:51,1111.2708519165867
2019-04-04 09:31:52,909.2216060848971
2019-04-04 09:31:53,743.908586777539
2019-04-04 09:31:54,608.6524800778641
2019-04-04 09:31:55,497.98839278237796
2019-04-04 09:31:56,407.4450486343692
2019-04-04 09:31:57,-484.81768752739805
2019-04-04 09:31:58,-396.66901706411835
2019-04-04 09:31:59,-324.54737759540285
2019-04-04 09:32:00,-265.53876348546606
2019-04-04 09:32:01,-217.25898830516465
2019-04-04 09:32:02,-177.75735406710837
2019-04-04 09:32:03,-145.43783514531142
2019-04-04 09:32:04,-28.085501481028754
2019-04-04 09:32:05,-22.979046666242894
2019-04-04 09:32:06,-18.80103818143574
2019-04-04 09:32:07,-15.382667602968965
2019-04-04 09:32:08,-12.585818947867692
2019-04-04 09:32:09,-10.29748823006285
2019-04-04 09:32:10,-8.425217642771521
2019-04-04 09:32:11,-6.8933598895355335
2019-04-04 09:32:12,-5.640021727798586
2019-04-04 09:32:13,-4.6145632318330545
2019-04-04 09:32:14,-3.775551735134695
2019-04-04 09:32:15,-3.0890877832910584
2019-04-04 09:32:16,-2.527435459055675
2019-04-04 09:32:17,-2.067901739226938
2019-04-04 09:32:18,-1.6919196048217509
