h_m_s,TECK.B
2019-04-04 09:30:00,-1200.0
2019-04-04 09:30:01,-540.0
2019-04-04 09:30:02,-322.92358803986707
2019-04-04 09:30:03,-216.5346534653465
2019-04-04 09:30:04,-154.37344365796744
2019-04-04 09:30:05,-114.27732800051604
2019-04-04 09:30:06,-86.74108258306025
2019-04-04 09:30:07,-67.0070682664908
2019-04-04 09:30:08,-52.42867507494573
2019-04-04 09:30:09,-41.41570865315455
2019-04-04 09:30:10,-32.95499715209241
2019-04-04 09:30:11,-26.370649035442536
2019-04-04 09:30:12,-21.1949015002682
2019-04-04 09:30:13,-17.09425281523786
2019-04-04 09:30:14,-13.82507323716825
2019-04-04 09:30:15,-11.205795640358996
2019-04-04 09:30:16,-9.098860092053878
2019-04-04 09:30:17,-7.398622553845431
2019-04-04 09:30:18,-6.023035159663382
2019-04-04 09:30:19,-4.907783481226782
2019-04-04 09:30:20,-4.002067429806394
2019-04-04 09:30:21,-3.2655082714586623
2019-04-04 09:30:22,-2.665844038630791
2019-04-04 09:30:23,-2.1771878203534634
2019-04-04 09:30:24,-1.7786951121067873
2019-04-04 09:30:25,-1.4535332332301683
2019-04-04 09:30:26,-19.45090045884049
2019-04-04 09:30:27,-15.901492059017261
2019-04-04 09:30:28,-13.001701518483443
2019-04-04 09:30:29,-10.63199888926569
2019-04-04 09:30:30,-26.91308781607395
2019-04-04 09:30:31,-22.01182831927505
2019-04-04 09:30:32,-18.004345399734643
2019-04-04 09:30:33,-14.727260408528933
2019-04-04 09:30:34,-12.047189490575601
2019-04-04 09:30:35,-100.83058546085769
2019-04-04 09:30:36,-82.48681388644849
2019-04-04 09:30:37,-67.48189109184135
2019-04-04 09:30:38,-55.20755696828607
2019-04-04 09:30:39,-45.16654011683463
2019-04-04 09:30:40,-36.95224702260867
2019-04-04 09:30:41,-12.046393521125784
2019-04-04 09:30:42,-9.855748308484678
2019-04-04 09:30:43,355.626057771648
2019-04-04 09:30:44,600.0869555705913
2019-04-04 09:30:45,490.96954617265914
2019-04-04 09:30:46,401.69519999096025
2019-04-04 09:30:47,328.65491887959644
2019-04-04 09:30:48,323.44465405192324
2019-04-04 09:30:49,264.6339531849296
2019-04-04 09:30:50,234.69943189163902
2019-04-04 09:30:51,192.0255537512544
2019-04-04 09:30:52,157.11097715383053
2019-04-04 09:30:53,128.54478293552796
2019-04-04 09:30:54,105.17262800239178
2019-04-04 09:30:55,86.05008015545904
2019-04-04 09:30:56,306.7706257881407
2019-04-04 09:30:57,250.9936566217172
2019-04-04 09:30:58,205.35811713974925
2019-04-04 09:30:59,168.02005729551203
2019-04-04 09:31:00,319.2898682390063
2019-04-04 09:31:01,261.2369355651526
2019-04-04 09:31:02,213.73915738023496
2019-04-04 09:31:03,174.87738962137314
2019-04-04 09:31:04,143.0814317958117
2019-04-04 09:31:05,117.06657995625827
2019-04-04 09:31:06,95.78171640441322
2019-04-04 09:31:07,78.36683823639517
2019-04-04 09:31:08,64.11830837659956
2019-04-04 09:31:09,52.46042487703971
2019-04-04 09:31:10,42.9221596168296
2019-04-04 09:31:11,35.118126450760414
2019-04-04 09:31:12,28.7330097759862
2019-04-04 09:31:13,23.508824322951742
2019-04-04 09:31:14,19.23449138448591
2019-04-04 09:31:15,15.737310300413531
2019-04-04 09:31:16,12.875980597692438
2019-04-04 09:31:17,10.534892843297973
2019-04-04 09:31:18,-9.562363020766634
2019-04-04 09:31:19,-7.823751377011786
2019-04-04 09:31:20,-6.401251002512748
2019-04-04 09:31:21,103.85352977899765
2019-04-04 09:31:22,84.9710687161329
2019-04-04 09:31:23,69.52178275661448
2019-04-04 09:31:24,56.88145812474516
2019-04-04 09:31:25,173.81210584328423
2019-04-04 09:31:26,142.20990395358982
2019-04-04 09:31:27,116.35355722641144
2019-04-04 09:31:28,95.19836463270298
2019-04-04 09:31:29,77.88957081494964
2019-04-04 09:31:30,63.72783050064599
2019-04-04 09:31:31,70.32277047291814
2019-04-04 09:31:32,439.3549969212939
2019-04-04 09:31:33,359.4722696950726
2019-04-04 09:31:34,294.11367486147293
2019-04-04 09:31:35,567.9111897006636
2019-04-04 09:31:36,555.5637006207271
2019-04-04 09:31:37,454.5521183988459
2019-04-04 09:31:38,371.9062784952703
2019-04-04 09:31:39,304.2869550021612
2019-04-04 09:31:40,248.96205400542985
2019-04-04 09:31:41,203.69622594603726
2019-04-04 09:31:42,166.6605484622054
2019-04-04 09:31:43,136.35863053381334
2019-04-04 09:31:44,111.56615223741747
2019-04-04 09:31:45,91.28139727343101
2019-04-04 09:31:46,74.68477957950117
2019-04-04 09:31:47,61.10572874160865
2019-04-04 09:31:48,49.99559623961591
2019-04-04 09:31:49,40.905487830057695
2019-04-04 09:31:50,33.46812640483414
2019-04-04 09:31:51,27.383012511990632
2019-04-04 09:31:52,22.40428296364941
2019-04-04 09:31:53,18.330776969785624
2019-04-04 09:31:54,14.997908429507973
2019-04-04 09:31:55,12.271015987567294
2019-04-04 09:31:56,10.03992217150408
2019-04-04 09:31:57,8.214481776590173
2019-04-04 09:31:58,6.720939635328375
2019-04-04 09:31:59,5.498950610680651
2019-04-04 09:32:00,4.49914140871022
2019-04-04 09:32:01,312.77202479613294
2019-04-04 09:32:02,292.268020287354
2019-04-04 09:32:03,239.12838023427832
2019-04-04 09:32:04,195.6504929183997
2019-04-04 09:32:05,160.07767602377348
2019-04-04 09:32:06,130.9726440192022
2019-04-04 09:32:07,161.7048905613804
2019-04-04 09:32:08,132.30400136823388
2019-04-04 09:32:09,108.24872839207872
