h_m_s,ABX
2019-04-04 09:30:00,
2019-04-04 09:30:01,
2019-04-04 09:30:02,
2019-04-04 09:30:03,
2019-04-04 09:30:04,
2019-04-04 09:30:05,
2019-04-04 09:30:06,
2019-04-04 09:30:07,
2019-04-04 09:30:08,
2019-04-04 09:30:09,2.065354640354532
2019-04-04 09:30:10,1.6434285082735187
2019-04-04 09:30:11,0.3160836511439687
2019-04-04 09:30:12,0.3160836511439687
2019-04-04 09:30:13,0.3160836511439687
2019-04-04 09:30:14,-0.03568726808749292
2019-04-04 09:30:15,8.099035889204353
2019-04-04 09:30:16,8.076125204065722
2019-04-04 09:30:17,8.720611862072744
2019-04-04 09:30:18,6.869843124029154
2019-04-04 09:30:19,6.0727885631565
2019-04-04 09:30:20,6.0727885631565
2019-04-04 09:30:21,6.0727885631565
2019-04-04 09:30:22,6.0727885631565
2019-04-04 09:30:23,6.0727885631565
2019-04-04 09:30:24,6.0727885631565
2019-04-04 09:30:25,3.6006370251626185
2019-04-04 09:30:26,3.6006370251626185
2019-04-04 09:30:27,3.6006370251626185
2019-04-04 09:30:28,6.329070968675465
2019-04-04 09:30:29,13.410601259682553
2019-04-04 09:30:30,16.53591627873488
2019-04-04 09:30:31,12.152310205915628
2019-04-04 09:30:32,12.152310205915628
2019-04-04 09:30:33,12.152310205915628
2019-04-04 09:30:34,12.152310205915628
2019-04-04 09:30:35,12.152310205915628
2019-04-04 09:30:36,12.152310205915628
2019-04-04 09:30:37,12.152310205915628
2019-04-04 09:30:38,12.152310205915628
2019-04-04 09:30:39,12.152310205915628
2019-04-04 09:30:40,12.152310205915628
2019-04-04 09:30:41,4.088945306514566
2019-04-04 09:30:42,2.2578691389660555
2019-04-04 09:30:43,2.2578691389660555
2019-04-04 09:30:44,2.2578691389660555
2019-04-04 09:30:45,1.2422194232292016
2019-04-04 09:30:46,1.2422194232292016
2019-04-04 09:30:47,1.2422194232292016
2019-04-04 09:30:48,1.2422194232292016
2019-04-04 09:30:49,1.2422194232292016
2019-04-04 09:30:50,0.5578337930731532
2019-04-04 09:30:51,0.5578337930731532
2019-04-04 09:30:52,0.5578337930731532
2019-04-04 09:30:53,0.5578337930731532
2019-04-04 09:30:54,0.8016683599239731
2019-04-04 09:30:55,-1.9368767411732986
2019-04-04 09:30:56,-3.2769121481790453
2019-04-04 09:30:57,-2.3354899185316547
2019-04-04 09:30:58,-1.2087845104829225
2019-04-04 09:30:59,-1.2087845104829225
2019-04-04 09:31:00,-0.591096604075443
2019-04-04 09:31:01,-0.591096604075443
2019-04-04 09:31:02,-0.591096604075443
2019-04-04 09:31:03,-0.591096604075443
2019-04-04 09:31:04,1.9415573930873913
2019-04-04 09:31:05,1.6406705858413628
2019-04-04 09:31:06,0.05635293957489551
2019-04-04 09:31:07,0.29751076987967656
2019-04-04 09:31:08,0.7027174017755361
2019-04-04 09:31:09,0.544362772328879
2019-04-04 09:31:10,0.42680958783710743
2019-04-04 09:31:11,2.2170611419948187
2019-04-04 09:31:12,1.7662671185753716
2019-04-04 09:31:13,1.7662671185753716
2019-04-04 09:31:14,2.0536965593542487
2019-04-04 09:31:15,1.598521246852472
2019-04-04 09:31:16,1.2577969298906975
2019-04-04 09:31:17,0.7911683806211772
2019-04-04 09:31:18,0.6316199775364759
2019-04-04 09:31:19,0.5067247525835232
2019-04-04 09:31:20,0.40809619203639086
2019-04-04 09:31:21,0.40809619203639086
2019-04-04 09:31:22,0.40809619203639086
2019-04-04 09:31:23,0.40809619203639086
2019-04-04 09:31:24,0.40809619203639086
2019-04-04 09:31:25,0.40809619203639086
2019-04-04 09:31:26,0.24750637141557133
2019-04-04 09:31:27,0.1671260429151464
2019-04-04 09:31:28,0.1671260429151464
2019-04-04 09:31:29,0.1671260429151464
2019-04-04 09:31:30,1.2216114504048985
2019-04-04 09:31:31,0.8396244552638956
2019-04-04 09:31:32,0.6074647900677943
2019-04-04 09:31:33,1.7169649788615544
2019-04-04 09:31:34,1.3119439404905384
2019-04-04 09:31:35,1.0183414459042113
2019-04-04 09:31:36,0.7996251729677555
2019-04-04 09:31:37,0.6333638825581552
2019-04-04 09:31:38,0.5050227641568853
2019-04-04 09:31:39,0.40477468783977816
2019-04-04 09:31:40,0.3257445957478458
2019-04-04 09:31:41,0.26298731490279537
2019-04-04 09:31:42,0.21286404594857078
2019-04-04 09:31:43,0.21286404594857078
2019-04-04 09:31:44,0.16569015980809668
2019-04-04 09:31:45,0.16569015980809668
2019-04-04 09:31:46,0.16569015980809668
2019-04-04 09:31:47,0.11796064593736917
2019-04-04 09:31:48,0.11796064593736917
2019-04-04 09:31:49,0.11796064593736917
2019-04-04 09:31:50,-0.6120339715807218
2019-04-04 09:31:51,3.4225701455235544
2019-04-04 09:31:52,2.5124088037291683
2019-04-04 09:31:53,5.33028067125996
2019-04-04 09:31:54,6.638031421054461
2019-04-04 09:31:55,5.837972782009586
2019-04-04 09:31:56,4.601229758740202
2019-04-04 09:31:57,3.6548989951877218
2019-04-04 09:31:58,2.9207102954457373
2019-04-04 09:31:59,2.344977283793896
2019-04-04 09:32:00,1.8897002470069197
2019-04-04 09:32:01,1.527284387786494
2019-04-04 09:32:02,1.2372649209288693
2019-04-04 09:32:03,1.0041996871046692
2019-04-04 09:32:04,0.8162687986476096
2019-04-04 09:32:05,0.8162687986476096
2019-04-04 09:32:06,0.41944550282151877
2019-04-04 09:32:07,-0.09046581436743222
2019-04-04 09:32:08,-0.07193585753407504
2019-04-04 09:32:09,-0.07193585753407504
2019-04-04 09:32:10,-0.07193585753407504
2019-04-04 09:32:11,-0.05235608632198711
2019-04-04 09:32:12,-0.03928663861636688
2019-04-04 09:32:13,-0.030102429171324902
2019-04-04 09:32:14,-0.02341281923805992
2019-04-04 09:32:15,-0.018411916353672016
2019-04-04 09:32:16,-0.22161835727926582
2019-04-04 09:32:17,-0.17686708508301835
2019-04-04 09:32:18,-0.14185651925905626
2019-04-04 09:32:19,-0.309028169457894
2019-04-04 09:32:20,-0.309028169457894
2019-04-04 09:32:21,-0.46478062434958006
2019-04-04 09:32:22,-0.36439035726912056
2019-04-04 09:32:23,-0.4971418138247202
2019-04-04 09:32:24,-0.3960438762626763
2019-04-04 09:32:25,-0.3172032875015611
2019-04-04 09:32:26,-0.25512844640711635
2019-04-04 09:32:27,-0.2058845993242148
2019-04-04 09:32:28,-0.2058845993242148
2019-04-04 09:32:29,-0.15980704975776464
2019-04-04 09:32:30,-0.15980704975776464
2019-04-04 09:32:31,-0.15980704975776464
2019-04-04 09:32:32,-0.11344963991306357
2019-04-04 09:32:33,-0.08375469289837358
