h_m_s,G
2019-04-04 09:30:00,
2019-04-04 09:30:01,
2019-04-04 09:30:02,
2019-04-04 09:30:03,
2019-04-04 09:30:04,
2019-04-04 09:30:05,
2019-04-04 09:30:06,
2019-04-04 09:30:07,
2019-04-04 09:30:08,
2019-04-04 09:30:09,-2.562437587859966
2019-04-04 09:30:10,1.0253488467680234
2019-04-04 09:30:11,-0.37830299500093834
2019-04-04 09:30:12,-0.10778449848947025
2019-04-04 09:30:13,0.10654228415542018
2019-04-04 09:30:14,-1.8262770088180564
2019-04-04 09:30:15,-2.9959412877916174
2019-04-04 09:30:16,-2.432638564587489
2019-04-04 09:30:17,-1.9780691611061423
2019-04-04 09:30:18,-1.7962218511691677
2019-04-04 09:30:19,-1.463625513731737
2019-04-04 09:30:20,-1.193518014872826
2019-04-04 09:30:21,-0.9738573919756969
2019-04-04 09:30:22,-0.7950223080327009
2019-04-04 09:30:23,-0.6492926296045112
2019-04-04 09:30:24,-0.5304519967491879
2019-04-04 09:30:25,-0.433480477154398
2019-04-04 09:30:26,-0.35431470299281054
2019-04-04 09:30:27,-0.28965920873203105
2019-04-04 09:30:28,-0.23683705655019582
2019-04-04 09:30:29,-0.19367090673470175
2019-04-04 09:30:30,-0.3405681799036342
2019-04-04 09:30:31,-0.2785458271558659
2019-04-04 09:30:32,-0.22783365420751941
2019-04-04 09:30:33,-0.18636420713136984
2019-04-04 09:30:34,-0.15244959722938428
2019-04-04 09:30:35,-0.12471127363576492
2019-04-04 09:30:36,-0.10202296823842906
2019-04-04 09:30:37,-0.08346428364913638
2019-04-04 09:30:38,-0.06828289960199382
2019-04-04 09:30:39,-0.05586377107646522
2019-04-04 09:30:40,-0.04570400706124917
2019-04-04 09:30:41,-0.037392370494159506
2019-04-04 09:30:42,-0.03059254137777863
2019-04-04 09:30:43,-0.025029446969266088
2019-04-04 09:30:44,-0.02047809344676638
2019-04-04 09:30:45,-0.016754438923739408
2019-04-04 09:30:46,-0.013707933102313094
2019-04-04 09:30:47,-0.011215418162450108
2019-04-04 09:30:48,-0.00917614179859099
2019-04-04 09:30:49,-0.007507679130652076
2019-04-04 09:30:50,-0.0061425975271795896
2019-04-04 09:30:51,-0.005025728789034051
2019-04-04 09:30:52,-0.004111937945395036
2019-04-04 09:30:53,-0.0033642981554219097
2019-04-04 09:30:54,-0.00275259773527166
2019-04-04 09:30:55,-0.0022521188283939697
2019-04-04 09:30:56,-0.0018426382653931419
2019-04-04 09:30:57,-0.0015076101724991236
2019-04-04 09:30:58,-0.00123349725476036
2019-04-04 09:30:59,-0.0010092237029893211
2019-04-04 09:31:00,-0.0008257275981978704
2019-04-04 09:31:01,-0.0006755947144658969
2019-04-04 09:31:02,-0.000552758914768649
2019-04-04 09:31:03,-0.0004522570280967306
2019-04-04 09:31:04,-0.1821886035562557
2019-04-04 09:31:05,-0.14906334426240883
2019-04-04 09:31:06,1.6962235731684547
2019-04-04 09:31:07,1.3878189216196564
2019-04-04 09:31:08,1.1354879639123006
2019-04-04 09:31:09,0.9290354430396025
2019-04-04 09:31:10,0.7601197982918052
2019-04-04 09:31:11,1.8946440738908286
2019-04-04 09:31:12,1.7319814443169614
2019-04-04 09:31:13,1.4170756152071837
2019-04-04 09:31:14,1.1594254284020835
2019-04-04 09:31:15,0.9486207548836186
2019-04-04 09:31:16,0.7761442204090535
2019-04-04 09:31:17,0.6350270669419762
2019-04-04 09:31:18,-1.2986144700212974
2019-04-04 09:31:19,-1.062502723016471
2019-04-04 09:31:20,-0.8693203928828608
2019-04-04 09:31:21,-0.7112621283463993
2019-04-04 09:31:22,-0.5819417338198839
2019-04-04 09:31:23,-0.4761341407955261
2019-04-04 09:31:24,-0.3895642936291858
2019-04-04 09:31:25,-0.3187344197940266
2019-04-04 09:31:26,-0.2607827055871497
2019-04-04 09:31:27,-0.21336766719211953
2019-04-04 09:31:28,-0.17457354520463148
2019-04-04 09:31:29,-0.14283290016687844
2019-04-04 09:31:30,0.06495490230101611
2019-04-04 09:31:31,0.053144919951114714
2019-04-04 09:31:32,0.04348220715684927
2019-04-04 09:31:33,0.035576351259353066
2019-04-04 09:31:34,0.02910792372364835
2019-04-04 09:31:35,0.023815573932949172
2019-04-04 09:31:36,0.019485469566265748
2019-04-04 09:31:37,0.01594265690765307
2019-04-04 09:31:38,0.013043992008523927
2019-04-04 09:31:39,0.010672357093312011
2019-04-04 09:31:40,0.008731928527831586
2019-04-04 09:31:41,0.007144305157086464
2019-04-04 09:31:42,-0.5396092054486711
2019-04-04 09:31:43,-0.441498440736898
2019-04-04 09:31:44,-0.36122599690982476
2019-04-04 09:31:45,-0.2955485428882452
2019-04-04 09:31:46,-0.24181244415587028
2019-04-04 09:31:47,-0.19784654520142175
2019-04-04 09:31:48,-0.5255108098140214
2019-04-04 09:31:49,-0.42996338982307863
2019-04-04 09:31:50,-0.35178822802049137
2019-04-04 09:31:51,-0.2878267320056714
2019-04-04 09:31:52,-0.23549459890630436
2019-04-04 09:31:53,-0.19267739910018647
2019-04-04 09:31:54,-0.15764514471500626
2019-04-04 09:31:55,-0.12898239112823176
2019-04-04 09:31:56,-0.10553104728524365
2019-04-04 09:31:57,-0.0863435841414737
2019-04-04 09:31:58,-0.07064475066053741
2019-04-04 09:31:59,-0.05780025053999229
2019-04-04 09:32:00,-0.047291114077876006
2019-04-04 09:32:01,-0.03869272969987987
2019-04-04 09:32:02,-0.031657687936131135
2019-04-04 09:32:03,-0.025901744674926532
2019-04-04 09:32:04,-0.02119233655215247
2019-04-04 09:32:05,-0.01733918445172085
2019-04-04 09:32:06,-0.014186605460471922
2019-04-04 09:32:07,-0.011607222649458983
2019-04-04 09:32:08,-0.009496818531363454
2019-04-04 09:32:09,-0.007770124252925649
2019-04-04 09:32:10,-0.006357374388751936
2019-04-04 09:32:11,-0.005201488136247961
2019-04-04 09:32:12,-0.004255763020564087
2019-04-04 09:32:13,-0.0034819879259144473
2019-04-04 09:32:14,-0.0028488992121107337
2019-04-04 09:32:15,-0.0023309175371807817
2019-04-04 09:32:16,-0.0019071143486019705
2019-04-04 09:32:17,-0.0015603662852194677
2019-04-04 09:32:18,-0.0012766633242702551
2019-04-04 09:32:19,-0.0010445427198573353
2019-04-04 09:32:20,-0.0008546258617013582
2019-04-04 09:32:21,-0.0006992393413919548
2019-04-04 09:32:22,-0.0005721049156842828
2019-04-04 09:32:23,-0.00046808584010529287
2019-04-04 09:32:24,-0.00038297932372249264
2019-04-04 09:32:25,-0.000313346719409299
2019-04-04 09:32:26,-0.0002563745886075994
2019-04-04 09:32:27,-0.7274824882998618
2019-04-04 09:32:28,-0.5952129449726006
