h_m_s,BNS
2019-04-04 09:30:00,
2019-04-04 09:30:01,
2019-04-04 09:30:02,
2019-04-04 09:30:03,
2019-04-04 09:30:04,
2019-04-04 09:30:05,
2019-04-04 09:30:06,
2019-04-04 09:30:07,
2019-04-04 09:30:08,
2019-04-04 09:30:09,
2019-04-04 09:30:10,
2019-04-04 09:30:11,
2019-04-04 09:30:12,
2019-04-04 09:30:13,
2019-04-04 09:30:14,
2019-04-04 09:30:15,
2019-04-04 09:30:16,
2019-04-04 09:30:17,
2019-04-04 09:30:18,
2019-04-04 09:30:19,-0.20836752199710823
2019-04-04 09:30:20,-0.20836752199710823
2019-04-04 09:30:21,-0.20836752199710823
2019-04-04 09:30:22,-0.9692428111955066
2019-04-04 09:30:23,0.38703431081371775
2019-04-04 09:30:24,0.27301517741998843
2019-04-04 09:30:25,0.27301517741998843
2019-04-04 09:30:26,0.1895837425885759
2019-04-04 09:30:27,0.1895837425885759
2019-04-04 09:30:28,0.1895837425885759
2019-04-04 09:30:29,0.1895837425885759
2019-04-04 09:30:30,-0.2927294883768811
2019-04-04 09:30:31,-0.19573413910144333
2019-04-04 09:30:32,-0.19573413910144333
2019-04-04 09:30:33,-0.19573413910144333
2019-04-04 09:30:34,-0.19573413910144333
2019-04-04 09:30:35,-0.19573413910144333
2019-04-04 09:30:36,-0.10281650387486668
2019-04-04 09:30:37,-0.10281650387486668
2019-04-04 09:30:38,-1.3048880307246045
2019-04-04 09:30:39,-1.3048880307246045
2019-04-04 09:30:40,-0.8055837025467417
2019-04-04 09:30:41,-0.8055837025467417
2019-04-04 09:30:42,-0.5125881635420091
2019-04-04 09:30:43,-0.6625808871965062
2019-04-04 09:30:44,-0.6625808871965062
2019-04-04 09:30:45,-0.13898809778300625
2019-04-04 09:30:46,-0.13898809778300625
2019-04-04 09:30:47,-0.13898809778300625
2019-04-04 09:30:48,-0.8183987407236909
2019-04-04 09:30:49,-0.8183987407236909
2019-04-04 09:30:50,-0.1766826812879372
2019-04-04 09:30:51,-0.1766826812879372
2019-04-04 09:30:52,-0.1766826812879372
2019-04-04 09:30:53,-0.49929739202156054
2019-04-04 09:30:54,-0.33760842984029366
2019-04-04 09:30:55,-0.24187521868263986
2019-04-04 09:30:56,-0.24187521868263986
2019-04-04 09:30:57,-0.24187521868263986
2019-04-04 09:30:58,-0.15936686756235202
2019-04-04 09:30:59,-0.11247384316384351
2019-04-04 09:31:00,-0.11247384316384351
2019-04-04 09:31:01,-0.11247384316384351
2019-04-04 09:31:02,-0.11247384316384351
2019-04-04 09:31:03,-0.06789376639882691
2019-04-04 09:31:04,-0.04573697427178748
2019-04-04 09:31:05,-0.04573697427178748
2019-04-04 09:31:06,-0.04573697427178748
2019-04-04 09:31:07,-0.04573697427178748
2019-04-04 09:31:08,-0.8692212631246616
2019-04-04 09:31:09,-0.8692212631246616
2019-04-04 09:31:10,-0.533439158489075
2019-04-04 09:31:11,-0.3623545072592808
2019-04-04 09:31:12,-0.3623545072592808
2019-04-04 09:31:13,-0.5688964013311665
2019-04-04 09:31:14,-0.4075498267319947
2019-04-04 09:31:15,-0.4075498267319947
2019-04-04 09:31:16,-0.4075498267319947
2019-04-04 09:31:17,-0.4075498267319947
2019-04-04 09:31:18,-0.637176610260911
2019-04-04 09:31:19,-0.637176610260911
2019-04-04 09:31:20,-0.637176610260911
2019-04-04 09:31:21,-0.637176610260911
2019-04-04 09:31:22,-0.8054473419660017
2019-04-04 09:31:23,-0.5140571684146272
2019-04-04 09:31:24,-0.3564473382178396
2019-04-04 09:31:25,-0.2592847570995328
2019-04-04 09:31:26,-0.19448874062076452
2019-04-04 09:31:27,-0.14898364010951806
2019-04-04 09:31:28,-0.14898364010951806
2019-04-04 09:31:29,-0.11039790377060958
2019-04-04 09:31:30,-0.11039790377060958
2019-04-04 09:31:31,-0.07960099845008409
2019-04-04 09:31:32,-0.05936144624020388
2019-04-04 09:31:33,-0.9936353469815131
2019-04-04 09:31:34,-0.7703955750254912
2019-04-04 09:31:35,-0.6044231908204283
2019-04-04 09:31:36,-0.47844296054024327
2019-04-04 09:31:37,-0.47844296054024327
2019-04-04 09:31:38,-0.47844296054024327
2019-04-04 09:31:39,-0.47844296054024327
2019-04-04 09:31:40,0.9432859497808085
2019-04-04 09:31:41,0.9591399488717746
2019-04-04 09:31:42,0.9591399488717746
2019-04-04 09:31:43,0.38202303863603215
2019-04-04 09:31:44,1.3397974348642723
2019-04-04 09:31:45,0.7678132842976853
2019-04-04 09:31:46,0.7678132842976853
2019-04-04 09:31:47,0.7678132842976853
2019-04-04 09:31:48,0.7678132842976853
2019-04-04 09:31:49,0.7678132842976853
2019-04-04 09:31:50,0.7678132842976853
2019-04-04 09:31:51,0.42305985062065965
2019-04-04 09:31:52,0.27315575264354275
2019-04-04 09:31:53,0.27315575264354275
2019-04-04 09:31:54,0.27315575264354275
2019-04-04 09:31:55,0.27315575264354275
2019-04-04 09:31:56,0.15254122407406903
2019-04-04 09:31:57,0.15254122407406903
2019-04-04 09:31:58,0.15254122407406903
2019-04-04 09:31:59,0.08445448647998842
2019-04-04 09:32:00,0.08445448647998842
2019-04-04 09:32:01,0.08445448647998842
2019-04-04 09:32:02,0.08445448647998842
2019-04-04 09:32:03,0.08445448647998842
2019-04-04 09:32:04,0.03808751091975615
2019-04-04 09:32:05,0.03808751091975615
2019-04-04 09:32:06,1.3726980317755944
2019-04-04 09:32:07,1.3726980317755944
2019-04-04 09:32:08,0.82044953241754
2019-04-04 09:32:09,0.22037702287900027
2019-04-04 09:32:10,0.15708905090134587
2019-04-04 09:32:11,0.15708905090134587
2019-04-04 09:32:12,0.15708905090134587
2019-04-04 09:32:13,0.15708905090134587
2019-04-04 09:32:14,0.15708905090134587
2019-04-04 09:32:15,-0.3511382032821055
2019-04-04 09:32:16,-0.2284812985755571
2019-04-04 09:32:17,-0.2284812985755571
2019-04-04 09:32:18,-0.2284812985755571
2019-04-04 09:32:19,-0.2284812985755571
2019-04-04 09:32:20,1.1857340951450122
2019-04-04 09:32:21,1.1857340951450122
2019-04-04 09:32:22,1.1857340951450122
2019-04-04 09:32:23,1.1857340951450122
2019-04-04 09:32:24,0.5996118563582264
2019-04-04 09:32:25,0.5996118563582264
2019-04-04 09:32:26,0.34491846105784774
2019-04-04 09:32:27,0.34491846105784774
2019-04-04 09:32:28,0.34491846105784774
2019-04-04 09:32:29,0.34491846105784774
2019-04-04 09:32:30,0.34491846105784774
2019-04-04 09:32:31,1.7699448906213562
2019-04-04 09:32:32,1.7699448906213562
2019-04-04 09:32:33,0.9823411757979282
2019-04-04 09:32:34,0.9823411757979282
