h_m_s,SU
2019-04-04 09:30:00,0.0
2019-04-04 09:30:01,0.0016124007473348727
2019-04-04 09:30:02,0.0038346727898967074
2019-04-04 09:30:03,0.001559567075362333
2019-04-04 09:30:04,0.002180149168100949
2019-04-04 09:30:05,0.0025877270782682397
2019-04-04 09:30:06,0.002986959040675099
2019-04-04 09:30:07,0.0
2019-04-04 09:30:08,0.0
2019-04-04 09:30:09,0.0018874421333198621
2019-04-04 09:30:10,0.0
2019-04-04 09:30:11,0.0013571892801162908
2019-04-04 09:30:12,0.0012510425354462082
2019-04-04 09:30:13,0.0
2019-04-04 09:30:14,-0.0011959732102001417
2019-04-04 09:30:15,-3.43611123837462e-05
2019-04-04 09:30:16,0.0
2019-04-04 09:30:17,0.0010849143976080125
2019-04-04 09:30:18,0.0
2019-04-04 09:30:19,0.0009745471222197656
2019-04-04 09:30:20,0.0009745471222197656
2019-04-04 09:30:21,0.0
2019-04-04 09:30:22,-0.0002404809619238568
2019-04-04 09:30:23,-7.361963190184328e-05
2019-04-04 09:30:24,-0.00022382427192042348
2019-04-04 09:30:25,-0.0002671857704491735
2019-04-04 09:30:26,-0.00022911257064315983
2019-04-04 09:30:27,-1.250052085499169e-05
2019-04-04 09:30:28,-0.00034364261168386183
2019-04-04 09:30:29,0.0
2019-04-04 09:30:30,-0.00011457378551793213
2019-04-04 09:30:31,-0.0003436032527774726
2019-04-04 09:30:32,0.0
2019-04-04 09:30:33,0.0
2019-04-04 09:30:34,0.0
2019-04-04 09:30:35,-0.00011129296235690489
2019-04-04 09:30:36,0.0
2019-04-04 09:30:37,-8.592787786776477e-05
2019-04-04 09:30:38,-7.529307009135816e-05
2019-04-04 09:30:39,0.0
2019-04-04 09:30:40,-0.0003149967068524865
2019-04-04 09:30:41,0.0008402719425560045
2019-04-04 09:30:42,0.0007529627447129749
2019-04-04 09:30:43,0.000923228024226586
2019-04-04 09:30:44,0.0
2019-04-04 09:30:45,0.0
2019-04-04 09:30:46,0.0011048819413183714
2019-04-04 09:30:47,0.000887870542746677
2019-04-04 09:30:48,0.0005926216783191704
2019-04-04 09:30:49,1.017407848290807e-05
2019-04-04 09:30:50,0.0
2019-04-04 09:30:51,9.540528163646732e-05
2019-04-04 09:30:52,0.0
2019-04-04 09:30:53,0.0
2019-04-04 09:30:54,-0.00015896835893780087
2019-04-04 09:30:55,-0.00015896835893780087
2019-04-04 09:30:56,0.0
2019-04-04 09:30:57,0.0
2019-04-04 09:30:58,0.0
2019-04-04 09:30:59,-0.00019457034290156923
2019-04-04 09:31:00,-0.00010257386061245943
2019-04-04 09:31:01,-0.00011446231328324736
2019-04-04 09:31:02,0.00012549344241728495
2019-04-04 09:31:03,-0.0001373437714599695
2019-04-04 09:31:04,3.4335942864992376e-05
2019-04-04 09:31:05,0.0
2019-04-04 09:31:06,0.00014658281326559026
2019-04-04 09:31:07,-1.907232224593932e-05
2019-04-04 09:31:08,0.0001338216650233187
2019-04-04 09:31:09,0.00022413291558768777
2019-04-04 09:31:10,-5.085797402289313e-06
2019-04-04 09:31:11,-0.00021743110866984181
2019-04-04 09:31:12,-0.0002860902900956192
2019-04-04 09:31:13,-0.0007212805503925376
2019-04-04 09:31:14,-0.00060096153846148
2019-04-04 09:31:15,-0.0005596682693531618
2019-04-04 09:31:16,-0.000408884236694814
2019-04-04 09:31:17,-0.0004470467654529706
2019-04-04 09:31:18,0.0
2019-04-04 09:31:19,-0.00037209834845577884
2019-04-04 09:31:20,0.0
2019-04-04 09:31:21,0.0
2019-04-04 09:31:22,-0.00038927434682045083
2019-04-04 09:31:23,0.0
2019-04-04 09:31:24,-0.0002671857704491735
2019-04-04 09:31:25,-0.0009570206115769795
2019-04-04 09:31:26,-0.0011565613032043563
2019-04-04 09:31:27,-0.0012013486529837223
2019-04-04 09:31:28,-0.0012733474307188727
2019-04-04 09:31:29,0.0
2019-04-04 09:31:30,-0.0011789179926310742
2019-04-04 09:31:31,-0.0012031625988310963
2019-04-04 09:31:32,0.0
2019-04-04 09:31:33,-0.0011214065876497276
2019-04-04 09:31:34,0.0
2019-04-04 09:31:35,0.0
2019-04-04 09:31:36,0.0
2019-04-04 09:31:37,-0.0008024210188455154
2019-04-04 09:31:38,0.0
2019-04-04 09:31:39,-0.0006878367534105499
2019-04-04 09:31:40,-0.0005680870580386646
2019-04-04 09:31:41,-0.0004013531334212097
2019-04-04 09:31:42,-0.00030588055364384986
2019-04-04 09:31:43,0.0
2019-04-04 09:31:44,0.00044796503687504277
2019-04-04 09:31:45,0.0006081329172020983
2019-04-04 09:31:46,7.864056673635392e-05
2019-04-04 09:31:47,0.0
2019-04-04 09:31:48,0.0
2019-04-04 09:31:49,0.0
2019-04-04 09:31:50,0.000131074483074958
2019-04-04 09:31:51,-0.0001572594912655517
2019-04-04 09:31:52,-6.880102742867888e-05
2019-04-04 09:31:53,-8.190813183878893e-06
2019-04-04 09:31:54,-3.440169715039406e-05
2019-04-04 09:31:55,-6.370684657420025e-06
2019-04-04 09:31:56,0.00013875291959265
2019-04-04 09:31:57,0.000321721624789745
2019-04-04 09:31:58,-8.984581385562668e-05
2019-04-04 09:31:59,-0.00011989509179467922
2019-04-04 09:32:00,0.000247026617328729
2019-04-04 09:32:01,-0.000925642125911822
2019-04-04 09:32:02,-0.0008974191012707776
2019-04-04 09:32:03,-0.0009483513276918108
2019-04-04 09:32:04,0.0
2019-04-04 09:32:05,-0.0006962191206342687
2019-04-04 09:32:06,0.0
2019-04-04 09:32:07,-0.0005679149874948979
2019-04-04 09:32:08,-0.0005560073114961294
2019-04-04 09:32:09,-0.0004915454187967154
2019-04-04 09:32:10,-0.00042068227015444864
2019-04-04 09:32:11,0.0
2019-04-04 09:32:12,-0.00030767144861109215
2019-04-04 09:32:13,-0.0002613179346961535
2019-04-04 09:32:14,0.0
2019-04-04 09:32:15,-0.0003505350439444637
2019-04-04 09:32:16,0.0
2019-04-04 09:32:17,0.0
2019-04-04 09:32:18,8.742882747010466e-05
2019-04-04 09:32:19,-1.5299877600834825e-05
2019-04-04 09:32:20,5.100219309431103e-05
2019-04-04 09:32:21,6.694464634093601e-05
2019-04-04 09:32:22,0.0006116441760005443
2019-04-04 09:32:23,0.0006498222545010356
2019-04-04 09:32:24,0.0
2019-04-04 09:32:25,-0.00027424510963662893
2019-04-04 09:32:26,-0.0002483095847499084
2019-04-04 09:32:27,-0.00024707601903972226
2019-04-04 09:32:28,-9.824147755182611e-05
2019-04-04 09:32:29,9.826078412106102e-05
2019-04-04 09:32:30,0.00010115246373674975
2019-04-04 09:32:31,0.0
2019-04-04 09:32:32,0.0
2019-04-04 09:32:33,1.2737879907310954e-05
2019-04-04 09:32:34,4.9131196672182135e-05
2019-04-04 09:32:35,0.00010645615644136609
2019-04-04 09:32:36,0.00016560509554130494
2019-04-04 09:32:37,7.642338555591063e-05
2019-04-04 09:32:38,0.00019582827150485662
2019-04-04 09:32:39,0.0002005960568546343
2019-04-04 09:32:40,0.00024274135908200327
2019-04-04 09:32:41,0.00026632021879940347
2019-04-04 09:32:42,0.00012734960012235696
2019-04-04 09:32:43,0.0
2019-04-04 09:32:44,9.55091593284556e-05
2019-04-04 09:32:45,9.86337146708289e-05
2019-04-04 09:32:46,0.0
2019-04-04 09:32:47,0.0
2019-04-04 09:32:48,0.00018538492652015064
2019-04-04 09:32:49,0.00015100444923822943
2019-04-04 09:32:50,1.1460004583893697e-05
2019-04-04 09:32:51,-9.549857898431497e-07
2019-04-04 09:32:52,-3.9666973718402643e-05
2019-04-04 09:32:53,-6.002400960388e-05
2019-04-04 09:32:54,0.0
2019-04-04 09:32:55,0.0
2019-04-04 09:32:56,-0.00014004532375930695
2019-04-04 09:32:57,0.0
2019-04-04 09:32:58,4.044614797656591e-06
2019-04-04 09:32:59,0.0
2019-04-04 09:33:00,0.00010337264490155022
2019-04-04 09:33:01,2.889037834743798e-06
2019-04-04 09:33:02,9.549867018418795e-07
2019-04-04 09:33:03,-7.094180152957687e-06
2019-04-04 09:33:04,3.056561673776908e-05
2019-04-04 09:33:05,-0.00018259674402220955
2019-04-04 09:33:06,-0.00014533577057916758
2019-04-04 09:33:07,0.0
2019-04-04 09:33:08,-0.0002626652403149031
2019-04-04 09:33:09,-0.00031050411537365585
2019-04-04 09:33:10,-0.00033965683623760014
2019-04-04 09:33:11,-0.00011945490338492847
2019-04-04 09:33:12,0.00013174300703409596
2019-04-04 09:33:13,3.0407917874267747e-05
2019-04-04 09:33:14,7.908889591837907e-06
2019-04-04 09:33:15,-0.0001583430123499721
2019-04-04 09:33:16,-0.00035103407972200766
2019-04-04 09:33:17,-0.0004435946462715635
2019-04-04 09:33:18,-0.00012237468067855412
2019-04-04 09:33:19,0.0
2019-04-04 09:33:20,-0.0001264599936638482
2019-04-04 09:33:21,-0.00019505478744760377
2019-04-04 09:33:22,-0.00024275333000809047
2019-04-04 09:33:23,-0.00010791917337145278
2019-04-04 09:33:24,-0.00018306261014499052
2019-04-04 09:33:25,-0.00021311126047120224
2019-04-04 09:33:26,0.0004901602928447459
2019-04-04 09:33:27,0.0005479731365727916
2019-04-04 09:33:28,0.000671423626605033
2019-04-04 09:33:29,0.0005988558031676178
2019-04-04 09:33:30,-0.0001318142221814459
2019-04-04 09:33:31,-6.550075325855637e-05
2019-04-04 09:33:32,0.0
2019-04-04 09:33:33,3.183496752835846e-05
2019-04-04 09:33:34,-0.00013395249151624365
2019-04-04 09:33:35,-0.00015100078675273703
2019-04-04 09:33:36,-0.00026674446713623347
2019-04-04 09:33:37,0.0
2019-04-04 09:33:38,-0.00016701051183810439
2019-04-04 09:33:39,0.0
2019-04-04 09:33:40,-0.0003445640030574843
2019-04-04 09:33:41,-0.0004260542428605073
2019-04-04 09:33:42,-0.0003669303978901098
2019-04-04 09:33:43,0.0
2019-04-04 09:33:44,-0.00042653115511973337
2019-04-04 09:33:45,-0.00040830001935375146
2019-04-04 09:33:46,-0.00029233944641982815
2019-04-04 09:33:47,-0.00029278928039575057
2019-04-04 09:33:48,0.0
2019-04-04 09:33:49,-0.0002814997879163839
2019-04-04 09:33:50,-0.0002599269146673517
2019-04-04 09:33:51,-4.1505559560389e-05
2019-04-04 09:33:52,-3.7494403408781075e-05
2019-04-04 09:33:53,-4.426684051456473e-05
2019-04-04 09:33:54,0.0
2019-04-04 09:33:55,-5.028863026997663e-05
2019-04-04 09:33:56,0.0
2019-04-04 09:33:57,4.663673512587556e-05
2019-04-04 09:33:58,-4.6880595124137706e-05
2019-04-04 09:33:59,5.73515073887337e-05
2019-04-04 09:34:00,-8.601903888052734e-05
2019-04-04 09:34:01,0.0
2019-04-04 09:34:02,-9.057811185805923e-05
2019-04-04 09:34:03,-4.774637127567693e-05
2019-04-04 09:34:04,3.321486697449025e-05
2019-04-04 09:34:05,3.277130544489931e-05
2019-04-04 09:34:06,0.00042057932890827244
2019-04-04 09:34:07,0.0004092772997082459
2019-04-04 09:34:08,0.0
2019-04-04 09:34:09,0.0006030976855767629
2019-04-04 09:34:10,0.00042144958903189727
2019-04-04 09:34:11,0.0004095943377679446
2019-04-04 09:34:12,0.0005019151701702397
2019-04-04 09:34:13,0.00040709842034344175
2019-04-04 09:34:14,0.000401152918491745
2019-04-04 09:34:15,0.0003283370510121392
2019-04-04 09:34:16,0.000455968474492445
2019-04-04 09:34:17,0.00046398139707536963
2019-04-04 09:34:18,0.00013929295600816194
2019-04-04 09:34:19,0.000192740456742778
2019-04-04 09:34:20,0.00017572409788593318
2019-04-04 09:34:21,0.0
2019-04-04 09:34:22,0.0001719033521152099
2019-04-04 09:34:23,-0.000191969786306391
2019-04-04 09:34:24,-9.740724824521362e-05
2019-04-04 09:34:25,-9.137673278744088e-05
2019-04-04 09:34:26,-0.00013423653787604444
2019-04-04 09:34:27,-0.00029918202361639096
2019-04-04 09:34:28,-0.0003246443234985504
2019-04-04 09:34:29,0.0
2019-04-04 09:34:30,-0.00011461318051581795
2019-04-04 09:34:31,-0.00015101625851825378
2019-04-04 09:34:32,0.0
2019-04-04 09:34:33,-5.857738454534721e-05
2019-04-04 09:34:34,-9.232463889926023e-05
2019-04-04 09:34:35,0.00019547039588789804
2019-04-04 09:34:36,0.0
2019-04-04 09:34:37,-9.550733496323832e-05
2019-04-04 09:34:38,-6.020162914859361e-05
2019-04-04 09:34:39,9.642376973275823e-05
2019-04-04 09:34:40,0.0003881502167388857
2019-04-04 09:34:41,0.0003650149885382532
2019-04-04 09:34:42,0.0003881502167388857
2019-04-04 09:34:43,0.00036881834473916644
2019-04-04 09:34:44,0.0003897205474426516
2019-04-04 09:34:45,0.0
2019-04-04 09:34:46,0.0003658626949723369
2019-04-04 09:34:47,0.0
2019-04-04 09:34:48,-0.0001973617194661611
2019-04-04 09:34:49,-0.00022918433295911615
2019-04-04 09:34:50,-0.00026665666704163806
2019-04-04 09:34:51,-4.5847374091542055e-05
2019-04-04 09:34:52,-0.0001260961769931298
2019-04-04 09:34:53,-0.00017488195468061952
2019-04-04 09:34:54,-0.0001548199740166862
2019-04-04 09:34:55,0.0
2019-04-04 09:34:56,0.0
2019-04-04 09:34:57,-0.00028655484659770395
2019-04-04 09:34:58,-0.00027759831607014623
2019-04-04 09:34:59,-0.00024835227815448856
2019-04-04 09:35:00,0.0
2019-04-04 09:35:01,-0.0001973965721655954
2019-04-04 09:35:02,2.4319319614898826e-05
2019-04-04 09:35:03,-9.576323296675277e-05
2019-04-04 09:35:04,2.2682251894094248e-05
2019-04-04 09:35:05,1.1226836630233207e-05
2019-04-04 09:35:06,-9.206605259170452e-05
2019-04-04 09:35:07,-0.00015091410831332902
2019-04-04 09:35:08,-3.2761642668710336e-05
2019-04-04 09:35:09,-2.1169546901031684e-05
2019-04-04 09:35:10,-1.528911720639119e-05
2019-04-04 09:35:11,1.6988456343862645e-05
2019-04-04 09:35:12,0.0
2019-04-04 09:35:13,0.0
2019-04-04 09:35:14,1.638162636792074e-05
2019-04-04 09:35:15,-4.932024374059971e-06
2019-04-04 09:35:16,-7.398468960500587e-07
2019-04-04 09:35:17,1.0314526311426786e-05
2019-04-04 09:35:18,9.03461648053848e-05
2019-04-04 09:35:19,7.91497161852029e-05
2019-04-04 09:35:20,-0.00022552521352614335
2019-04-04 09:35:21,-0.0001653886201125036
2019-04-04 09:35:22,-4.334003829211565e-05
2019-04-04 09:35:23,-0.0003073221946421044
2019-04-04 09:35:24,0.0
2019-04-04 09:35:25,-0.0004040546689889255
2019-04-04 09:35:26,-0.00047470061495304323
2019-04-04 09:35:27,-0.00038985499419433875
2019-04-04 09:35:28,-0.00041095590967724343
2019-04-04 09:35:29,-0.0004411839230192458
2019-04-04 09:35:30,-0.0001042054861538622
2019-04-04 09:35:31,-7.14358608021012e-05
2019-04-04 09:35:32,-0.000321489260727857
2019-04-04 09:35:33,-0.0004129456532645603
2019-04-04 09:35:34,-0.00040503777694857895
2019-04-04 09:35:35,-4.0995031402249985e-05
2019-04-04 09:35:36,-9.15964330725988e-05
2019-04-04 09:35:37,3.5495031073327205e-05
2019-04-04 09:35:38,2.4477696598084347e-05
2019-04-04 09:35:39,2.1221755772321573e-05
2019-04-04 09:35:40,5.2096164221210094e-05
2019-04-04 09:35:41,-0.00012056377475899106
2019-04-04 09:35:42,0.00016278147630269073
2019-04-04 09:35:43,0.00015559279579848424
2019-04-04 09:35:44,9.712338201267387e-05
2019-04-04 09:35:45,0.0
2019-04-04 09:35:46,0.00025495408409858796
2019-04-04 09:35:47,-0.00024058201207568836
2019-04-04 09:35:48,-9.457542390063788e-05
2019-04-04 09:35:49,0.0001946127366060583
2019-04-04 09:35:50,7.875798655207679e-05
2019-04-04 09:35:51,8.091096445869412e-05
2019-04-04 09:35:52,0.00019883077995539383
2019-04-04 09:35:53,0.00019143592256798715
2019-04-04 09:35:54,0.0
2019-04-04 09:35:55,0.0
2019-04-04 09:35:56,0.00019627828211623934
2019-04-04 09:35:57,0.00020675396278429454
2019-04-04 09:35:58,0.0
2019-04-04 09:35:59,0.0
2019-04-04 09:36:00,0.0
2019-04-04 09:36:01,0.00023641609901748354
2019-04-04 09:36:02,-3.618196746422444e-05
2019-04-04 09:36:03,-9.236924473640238e-05
2019-04-04 09:36:04,-0.00010193508417573838
2019-04-04 09:36:05,-0.0001240624823775884
2019-04-04 09:36:06,-0.0003985096627482644
2019-04-04 09:36:07,-0.00033689746456253895
2019-04-04 09:36:08,-0.00038396534466634207
2019-04-04 09:36:09,-0.0002712015825411335
2019-04-04 09:36:10,-4.794735380562981e-05
2019-04-04 09:36:11,-4.504930646588599e-05
2019-04-04 09:36:12,-0.00021346872821738163
2019-04-04 09:36:13,-5.222586642707653e-05
2019-04-04 09:36:14,-3.9401103230565336e-06
2019-04-04 09:36:15,4.341663367861842e-05
2019-04-04 09:36:16,1.636729605312707e-05
2019-04-04 09:36:17,2.681478643945303e-05
2019-04-04 09:36:18,-0.00013292404078603224
2019-04-04 09:36:19,-0.00023908369782796887
2019-04-04 09:36:20,-0.00034370759155012877
2019-04-04 09:36:21,4.133818771363947e-05
2019-04-04 09:36:22,0.00022243586681324355
2019-04-04 09:36:23,-6.129798482866035e-05
2019-04-04 09:36:24,-6.92209637647216e-05
2019-04-04 09:36:25,-0.00028393726338568224
2019-04-04 09:36:26,-0.00030646644192465716
2019-04-04 09:36:27,0.0
2019-04-04 09:36:28,-2.4342416661042377e-05
2019-04-04 09:36:29,7.260494439676775e-05
2019-04-04 09:36:30,0.0
2019-04-04 09:36:31,-0.00014648976712637414
2019-04-04 09:36:32,-0.000292203652917955
2019-04-04 09:36:33,-0.0003053970080738316
2019-04-04 09:36:34,0.0
2019-04-04 09:36:35,0.0
2019-04-04 09:36:36,0.00017891283228512172
2019-04-04 09:36:37,0.00012591011112945448
2019-04-04 09:36:38,9.248689328578327e-06
2019-04-04 09:36:39,-0.00021773494029459574
2019-04-04 09:36:40,-0.00021700900507005236
2019-04-04 09:36:41,0.0
2019-04-04 09:36:42,0.0
2019-04-04 09:36:43,-0.0004053199481077517
2019-04-04 09:36:44,-0.00040505109664869086
2019-04-04 09:36:45,0.0
2019-04-04 09:36:46,-0.0005153636471577766
2019-04-04 09:36:47,-0.00038096989680977444
2019-04-04 09:36:48,-0.0003440963651322684
2019-04-04 09:36:49,0.0
2019-04-04 09:36:50,0.0
2019-04-04 09:36:51,0.0
2019-04-04 09:36:52,0.0
2019-04-04 09:36:53,-0.00024147645604554472
2019-04-04 09:36:54,-0.00022068901433324234
2019-04-04 09:36:55,3.056077412050301e-05
2019-04-04 09:36:56,2.46438957070343e-05
2019-04-04 09:36:57,0.0
2019-04-04 09:36:58,-9.199843602653657e-05
2019-04-04 09:36:59,-0.00014784637119279816
2019-04-04 09:37:00,0.0002971056162544456
2019-04-04 09:37:01,-0.0003280594985993575
2019-04-04 09:37:02,-0.0003668605576280657
2019-04-04 09:37:03,0.0
2019-04-04 09:37:04,-0.00044358443902726844
2019-04-04 09:37:05,-0.0003641755577343558
2019-04-04 09:37:06,-0.00032657539972815564
2019-04-04 09:37:07,-0.0003295397938460303
2019-04-04 09:37:08,-0.00036785555538521156
2019-04-04 09:37:09,-0.00028478565307349927
2019-04-04 09:37:10,-0.0003920250896057803
2019-04-04 09:37:11,-0.0004067628749292531
2019-04-04 09:37:12,-0.00034608988116802255
2019-04-04 09:37:13,0.0
2019-04-04 09:37:14,-0.0003210946652294948
2019-04-04 09:37:15,0.0
2019-04-04 09:37:16,-0.00031629721394859706
2019-04-04 09:37:17,0.0
2019-04-04 09:37:18,-3.252123171850124e-05
2019-04-04 09:37:19,2.7057375164010726e-05
2019-04-04 09:37:20,-2.7057375164174143e-05
2019-04-04 09:37:21,-1.4240723770875994e-06
2019-04-04 09:37:22,-3.06659102409182e-05
2019-04-04 09:37:23,-0.000135106661884398
2019-04-04 09:37:24,0.0
2019-04-04 09:37:25,-0.0001095236269844717
2019-04-04 09:37:26,0.0
2019-04-04 09:37:27,0.0
2019-04-04 09:37:28,0.0
2019-04-04 09:37:29,0.0
2019-04-04 09:37:30,0.0
2019-04-04 09:37:31,-6.765213273342289e-06
2019-04-04 09:37:32,0.0
2019-04-04 09:37:33,2.3961048918855677e-05
2019-04-04 09:37:34,0.0
2019-04-04 09:37:35,4.952076677322687e-05
2019-04-04 09:37:36,0.00042170152732636575
2019-04-04 09:37:37,-5.9160300211719155e-05
2019-04-04 09:37:38,-9.617147373764126e-05
2019-04-04 09:37:39,-6.722472148798079e-05
2019-04-04 09:37:40,-9.196247930855454e-05
2019-04-04 09:37:41,0.0
2019-04-04 09:37:42,-9.142562122356239e-05
2019-04-04 09:37:43,-0.00016075197353294568
2019-04-04 09:37:44,-0.00010150684386064088
2019-04-04 09:37:45,-6.915175005805191e-05
2019-04-04 09:37:46,-0.00012060632292742839
2019-04-04 09:37:47,7.753048327768538e-05
2019-04-04 09:37:48,6.989065494317277e-05
2019-04-04 09:37:49,0.0
2019-04-04 09:37:50,-0.00013123679647489154
2019-04-04 09:37:51,-0.0002543678088827587
2019-04-04 09:37:52,-0.000281085501098751
2019-04-04 09:37:53,0.0
2019-04-04 09:37:54,0.0
2019-04-04 09:37:55,-0.0002608444590464672
2019-04-04 09:37:56,0.0002990430622009138
2019-04-04 09:37:57,-0.0005619986716394279
2019-04-04 09:37:58,0.0
2019-04-04 09:37:59,-0.0004674866842932134
2019-04-04 09:38:00,0.0
2019-04-04 09:38:01,-0.0004087367479883127
2019-04-04 09:38:02,0.0
2019-04-04 09:38:03,-0.0003975857443954432
2019-04-04 09:38:04,-0.0004540882310677266
2019-04-04 09:38:05,-0.0004475191427339622
2019-04-04 09:38:06,-0.00041897657307833126
2019-04-04 09:38:07,-0.0003421760755963616
2019-04-04 09:38:08,0.0
2019-04-04 09:38:09,0.0004654090757459605
2019-04-04 09:38:10,-0.00022134449565423182
2019-04-04 09:38:11,-0.00021302451234330317
2019-04-04 09:38:12,-0.0002197487709400644
2019-04-04 09:38:13,0.0
2019-04-04 09:38:14,0.00011848506391229309
2019-04-04 09:38:15,-5.0079013554674127e-05
2019-04-04 09:38:16,-6.242320303322189e-05
2019-04-04 09:38:17,-3.9803811436053656e-05
2019-04-04 09:38:18,-8.084243391481938e-05
2019-04-04 09:38:19,-0.00015620882148585646
2019-04-04 09:38:20,-0.00022330876936859205
2019-04-04 09:38:21,-0.00019460760031122032
2019-04-04 09:38:22,0.0
2019-04-04 09:38:23,-0.0002760207015526269
2019-04-04 09:38:24,-0.00016568888774489898
2019-04-04 09:38:25,-0.00016978765588963033
2019-04-04 09:38:26,-0.0001670500602475509
2019-04-04 09:38:27,-7.120166502346322e-05
2019-04-04 09:38:28,0.00029142892201978505
2019-04-04 09:38:29,0.00029879734070362954
2019-04-04 09:38:30,0.0003012345138075243
2019-04-04 09:38:31,-0.00048244210694725327
2019-04-04 09:38:32,-0.00043542556687470215
2019-04-04 09:38:33,-0.0002610105413277192
2019-04-04 09:38:34,-0.00029925524058664984
2019-04-04 09:38:35,0.0
2019-04-04 09:38:36,0.0
2019-04-04 09:38:37,-0.0002547351986523238
2019-04-04 09:38:38,0.0
2019-04-04 09:38:39,0.0
2019-04-04 09:38:40,-0.00038607077111879227
2019-04-04 09:38:41,0.00012031302310015456
2019-04-04 09:38:42,0.00019560622919400776
2019-04-04 09:38:43,8.914699065224862e-05
2019-04-04 09:38:44,-3.156133946331342e-05
2019-04-04 09:38:45,2.4784200426280802e-05
2019-04-04 09:38:46,-4.794415464862163e-05
2019-04-04 09:38:47,-7.306096206699352e-06
2019-04-04 09:38:48,0.0
2019-04-04 09:38:49,-9.834281888182991e-05
2019-04-04 09:38:50,-0.0002949676473345229
2019-04-04 09:38:51,-0.0003030709915025874
2019-04-04 09:38:52,0.0
2019-04-04 09:38:53,0.0002267326441353638
2019-04-04 09:38:54,0.0
2019-04-04 09:38:55,0.0
2019-04-04 09:38:56,0.0001348420139816538
2019-04-04 09:38:57,-0.00011507479861916128
2019-04-04 09:38:58,-0.00018385659714495337
2019-04-04 09:38:59,-0.0001660353722835508
2019-04-04 09:39:00,-7.305615826894276e-05
2019-04-04 09:39:01,-4.0272703736760364e-05
2019-04-04 09:39:02,0.0005424024626273563
2019-04-04 09:39:03,0.0005178663904712781
2019-04-04 09:39:04,0.00019651450372896727
2019-04-04 09:39:05,4.929562035799762e-05
2019-04-04 09:39:06,5.751092707609216e-05
2019-04-04 09:39:07,0.0
2019-04-04 09:39:08,-4.7182608490379486e-05
2019-04-04 09:39:09,0.00023003782844285373
2019-04-04 09:39:10,-3.090720837920446e-05
2019-04-04 09:39:11,-4.0852454551736164e-05
2019-04-04 09:39:12,-0.00019496655827841374
2019-04-04 09:39:13,-0.00020261260743245955
2019-04-04 09:39:14,-0.00017413989676450984
2019-04-04 09:39:15,-0.00017157080959165032
2019-04-04 09:39:16,-0.00019950150758670199
2019-04-04 09:39:17,-0.00015278136001695958
2019-04-04 09:39:18,-0.00017955639483042434
2019-04-04 09:39:19,-0.00016700000000010817
2019-04-04 09:39:20,-0.00015909250001588536
2019-04-04 09:39:21,-0.00015858078907014328
2019-04-04 09:39:22,-0.00022539164703204646
