h_m_s,MFC
2019-04-04 09:30:00,
2019-04-04 09:30:01,
2019-04-04 09:30:02,
2019-04-04 09:30:03,
2019-04-04 09:30:04,-0.0029857142857157015
2019-04-04 09:30:05,-0.0006190476190483102
2019-04-04 09:30:06,0.0006666666666665377
2019-04-04 09:30:07,6.938893903907228e-18
2019-04-04 09:30:08,-0.007999999999998411
2019-04-04 09:30:09,-0.005999999999998805
2019-04-04 09:30:10,-0.003999999999999206
2019-04-04 09:30:11,-0.001682539682535969
2019-04-04 09:30:12,-0.0002539682539655294
2019-04-04 09:30:13,-0.0002539682539662441
2019-04-04 09:30:14,-0.0002539682539669519
2019-04-04 09:30:15,-0.00025396825396765965
2019-04-04 09:30:16,-0.0005714285714284589
2019-04-04 09:30:17,0.0
2019-04-04 09:30:18,-0.00900000000000141
2019-04-04 09:30:19,-0.00800000000000125
2019-04-04 09:30:20,-0.006000000000000935
2019-04-04 09:30:21,-0.004000000000000628
2019-04-04 09:30:22,-0.002000000000000314
2019-04-04 09:30:23,-0.001000000000000157
2019-04-04 09:30:24,-0.008387096774194858
2019-04-04 09:30:25,-0.006101382488480217
2019-04-04 09:30:26,0.005541474654378747
2019-04-04 09:30:27,0.005541474654378747
2019-04-04 09:30:28,0.005541474654378747
2019-04-04 09:30:29,0.003928571428572041
2019-04-04 09:30:30,0.0016428571428574006
2019-04-04 09:30:31,0.0
2019-04-04 09:30:32,0.0
2019-04-04 09:30:33,0.0
2019-04-04 09:30:34,0.0
2019-04-04 09:30:35,0.0
2019-04-04 09:30:36,0.0
2019-04-04 09:30:37,0.0
2019-04-04 09:30:38,0.0
2019-04-04 09:30:39,0.0
2019-04-04 09:30:40,0.0
2019-04-04 09:30:41,0.00033333333333342846
2019-04-04 09:30:42,0.001060606060603108
2019-04-04 09:30:43,-0.007939393939394392
2019-04-04 09:30:44,-0.006939393939393877
2019-04-04 09:30:45,-0.005939393939393366
2019-04-04 09:30:46,-0.004272727272726488
2019-04-04 09:30:47,-0.002999999999999399
2019-04-04 09:30:48,-0.001999999999999603
2019-04-04 09:30:49,-0.0009999999999997997
2019-04-04 09:30:50,0.0
2019-04-04 09:30:51,0.0
2019-04-04 09:30:52,0.0
2019-04-04 09:30:53,-0.0018000000000002805
2019-04-04 09:30:54,-0.01020000000000159
2019-04-04 09:30:55,-0.00820000000000128
2019-04-04 09:30:56,-0.006866666666667735
2019-04-04 09:30:57,-0.005533333333334195
2019-04-04 09:30:58,-0.0017333333333336004
2019-04-04 09:30:59,-0.001333333333333537
2019-04-04 09:31:00,-0.001333333333333537
2019-04-04 09:31:01,-0.000666666666666765
2019-04-04 09:31:02,5.204170427930421e-18
2019-04-04 09:31:03,5.204170427930421e-18
2019-04-04 09:31:04,5.204170427930421e-18
2019-04-04 09:31:05,5.204170427930421e-18
2019-04-04 09:31:06,5.204170427930421e-18
2019-04-04 09:31:07,5.204170427930421e-18
2019-04-04 09:31:08,5.204170427930421e-18
2019-04-04 09:31:09,5.204170427930421e-18
2019-04-04 09:31:10,5.204170427930421e-18
2019-04-04 09:31:11,5.204170427930421e-18
2019-04-04 09:31:12,5.204170427930421e-18
2019-04-04 09:31:13,-0.0003703703703673445
2019-04-04 09:31:14,0.007915343915347525
2019-04-04 09:31:15,0.0062010582010608335
2019-04-04 09:31:16,0.004201058201059808
2019-04-04 09:31:17,0.0022010582010587865
2019-04-04 09:31:18,0.0005714285714286636
2019-04-04 09:31:19,0.00028571428571433355
2019-04-04 09:31:20,3.469446951953614e-18
2019-04-04 09:31:21,3.469446951953614e-18
2019-04-04 09:31:22,3.469446951953614e-18
2019-04-04 09:31:23,3.469446951953614e-18
2019-04-04 09:31:24,3.469446951953614e-18
2019-04-04 09:31:25,3.469446951953614e-18
2019-04-04 09:31:26,3.469446951953614e-18
2019-04-04 09:31:27,3.469446951953614e-18
2019-04-04 09:31:28,3.469446951953614e-18
2019-04-04 09:31:29,3.469446951953614e-18
2019-04-04 09:31:30,3.469446951953614e-18
2019-04-04 09:31:31,3.469446951953614e-18
2019-04-04 09:31:32,3.469446951953614e-18
2019-04-04 09:31:33,3.469446951953614e-18
2019-04-04 09:31:34,3.469446951953614e-18
2019-04-04 09:31:35,3.469446951953614e-18
2019-04-04 09:31:36,3.469446951953614e-18
2019-04-04 09:31:37,3.469446951953614e-18
2019-04-04 09:31:38,3.469446951953614e-18
2019-04-04 09:31:39,3.469446951953614e-18
2019-04-04 09:31:40,-0.00800000000000125
2019-04-04 09:31:41,-0.006000000000000935
2019-04-04 09:31:42,-0.004000000000000623
2019-04-04 09:31:43,-0.0020000000000003106
2019-04-04 09:31:44,3.469446951953614e-18
2019-04-04 09:31:45,3.469446951953614e-18
2019-04-04 09:31:46,3.469446951953614e-18
2019-04-04 09:31:47,3.469446951953614e-18
2019-04-04 09:31:48,3.469446951953614e-18
2019-04-04 09:31:49,3.469446951953614e-18
2019-04-04 09:31:50,-0.00027906976744180266
2019-04-04 09:31:51,-0.00027906976744180266
2019-04-04 09:31:52,-0.00027906976744180266
2019-04-04 09:31:53,-0.00027906976744180266
2019-04-04 09:31:54,-0.00027906976744180266
2019-04-04 09:31:55,3.469446951953614e-18
2019-04-04 09:31:56,3.469446951953614e-18
2019-04-04 09:31:57,3.469446951953614e-18
2019-04-04 09:31:58,3.469446951953614e-18
2019-04-04 09:31:59,3.469446951953614e-18
2019-04-04 09:32:00,3.469446951953614e-18
2019-04-04 09:32:01,3.469446951953614e-18
2019-04-04 09:32:02,3.469446951953614e-18
2019-04-04 09:32:03,3.469446951953614e-18
2019-04-04 09:32:04,3.469446951953614e-18
2019-04-04 09:32:05,3.469446951953614e-18
2019-04-04 09:32:06,3.469446951953614e-18
2019-04-04 09:32:07,3.469446951953614e-18
2019-04-04 09:32:08,3.469446951953614e-18
2019-04-04 09:32:09,3.469446951953614e-18
2019-04-04 09:32:10,3.469446951953614e-18
2019-04-04 09:32:11,3.469446951953614e-18
2019-04-04 09:32:12,3.469446951953614e-18
2019-04-04 09:32:13,3.469446951953614e-18
2019-04-04 09:32:14,3.469446951953614e-18
2019-04-04 09:32:15,3.469446951953614e-18
2019-04-04 09:32:16,3.469446951953614e-18
2019-04-04 09:32:17,3.469446951953614e-18
2019-04-04 09:32:18,3.469446951953614e-18
2019-04-04 09:32:19,3.469446951953614e-18
2019-04-04 09:32:20,3.469446951953614e-18
2019-04-04 09:32:21,3.469446951953614e-18
2019-04-04 09:32:22,3.469446951953614e-18
2019-04-04 09:32:23,3.469446951953614e-18
2019-04-04 09:32:24,3.469446951953614e-18
2019-04-04 09:32:25,3.469446951953614e-18
