h_m_s,ENB
2019-04-04 09:30:00,
2019-04-04 09:30:01,
2019-04-04 09:30:02,
2019-04-04 09:30:03,
2019-04-04 09:30:04,0.007659999999995629
2019-04-04 09:30:05,-0.012506666666666569
2019-04-04 09:30:06,-0.008106666666666304
2019-04-04 09:30:07,-0.008106666666666304
2019-04-04 09:30:08,-0.015386666666664231
2019-04-04 09:30:09,-0.010666666666664548
2019-04-04 09:30:10,-0.005999999999998812
2019-04-04 09:30:11,-0.003999999999999209
2019-04-04 09:30:12,-0.0025714285714279646
2019-04-04 09:30:13,0.017193277310921885
2019-04-04 09:30:14,-0.00505672268907973
2019-04-04 09:30:15,0.00344327731092604
2019-04-04 09:30:16,0.0019432773109266943
2019-04-04 09:30:17,0.0005147058823554498
2019-04-04 09:30:18,-0.00791666666666948
2019-04-04 09:30:19,-0.0056666666666695745
2019-04-04 09:30:20,-0.013286666666668327
2019-04-04 09:30:21,-0.0009866666666697096
2019-04-04 09:30:22,0.0018133333333311512
2019-04-04 09:30:23,0.0021942857142903255
2019-04-04 09:30:24,0.002994285714282636
2019-04-04 09:30:25,0.002114285714284146
2019-04-04 09:30:26,0.0013142857142843072
2019-04-04 09:30:27,0.0005142857142844681
2019-04-04 09:30:28,0.0007999999999994054
2019-04-04 09:30:29,-6.938893903907228e-18
2019-04-04 09:30:30,-6.938893903907228e-18
2019-04-04 09:30:31,-6.938893903907228e-18
2019-04-04 09:30:32,0.0010909090909088648
2019-04-04 09:30:33,0.0010909090909088648
2019-04-04 09:30:34,0.0010909090909088648
2019-04-04 09:30:35,0.0010909090909088648
2019-04-04 09:30:36,0.0010909090909088648
2019-04-04 09:30:37,-6.938893903907228e-18
2019-04-04 09:30:38,-6.938893903907228e-18
2019-04-04 09:30:39,-0.00975757575757391
2019-04-04 09:30:40,-0.009515151515149804
2019-04-04 09:30:41,-0.009272727272725694
2019-04-04 09:30:42,-0.009030303030301588
2019-04-04 09:30:43,-0.00815530303030176
2019-04-04 09:30:44,0.001812799043061572
2019-04-04 09:30:45,0.0017809011164268938
2019-04-04 09:30:46,0.0017490031897922156
2019-04-04 09:30:47,0.001506578947368109
2019-04-04 09:30:48,0.0006315789473682817
2019-04-04 09:30:49,-0.009712280701752847
2019-04-04 09:30:50,-0.010056140350875965
2019-04-04 09:30:51,-0.010399999999999084
2019-04-04 09:30:52,-0.009733333333333496
2019-04-04 09:30:53,-0.007733333333333894
2019-04-04 09:30:54,0.002844444444442158
2019-04-04 09:30:55,0.002977777777775841
2019-04-04 09:30:56,0.0031111111111095276
2019-04-04 09:30:57,-0.0062222222222210015
2019-04-04 09:30:58,-0.006888888888887536
2019-04-04 09:30:59,-0.0061333333333326995
2019-04-04 09:31:00,-0.005466666666667114
2019-04-04 09:31:01,-0.004800000000001529
2019-04-04 09:31:02,-0.004133333333334993
2019-04-04 09:31:03,-0.0034666666666684585
2019-04-04 09:31:04,-0.0031111111111124055
2019-04-04 09:31:05,-0.001777777777778388
2019-04-04 09:31:06,-0.00044444444444437237
2019-04-04 09:31:07,-0.00044444444444437237
2019-04-04 09:31:08,-0.00044444444444437237
2019-04-04 09:31:09,-1.734723475976807e-17
2019-04-04 09:31:10,-1.734723475976807e-17
2019-04-04 09:31:11,-1.734723475976807e-17
2019-04-04 09:31:12,-1.734723475976807e-17
2019-04-04 09:31:13,-1.734723475976807e-17
2019-04-04 09:31:14,0.009157894736846773
2019-04-04 09:31:15,-0.0026821052631522922
2019-04-04 09:31:16,-0.004522105263153348
2019-04-04 09:31:17,-0.005002105263154675
2019-04-04 09:31:18,-0.005002105263156096
2019-04-04 09:31:19,0.004395555555554664
2019-04-04 09:31:20,0.004791111111110141
2019-04-04 09:31:21,0.005186666666665618
2019-04-04 09:31:22,0.0042222222222213675
2019-04-04 09:31:23,0.0027777777777772093
2019-04-04 09:31:24,0.0022222222222217647
2019-04-04 09:31:25,0.00166666666666632
2019-04-04 09:31:26,-0.008388888888887235
2019-04-04 09:31:27,-0.0087222222222205
2019-04-04 09:31:28,-0.007277777777776346
2019-04-04 09:31:29,-0.005277777777776743
2019-04-04 09:31:30,-0.0032777777777771404
2019-04-04 09:31:31,-0.0017777777777774392
2019-04-04 09:31:32,-1.5612511283791264e-17
2019-04-04 09:31:33,-1.5612511283791264e-17
2019-04-04 09:31:34,-1.5612511283791264e-17
2019-04-04 09:31:35,0.008687499999998256
2019-04-04 09:31:36,0.007374999999998516
2019-04-04 09:31:37,0.006062499999998777
2019-04-04 09:31:38,0.004749999999999038
2019-04-04 09:31:39,0.002749999999999437
2019-04-04 09:31:40,-0.00693750000000503
2019-04-04 09:31:41,-0.006625000000004384
2019-04-04 09:31:42,-0.006312500000003735
2019-04-04 09:31:43,-0.006000000000003086
2019-04-04 09:31:44,-0.004000000000002063
2019-04-04 09:31:45,-0.003499999999994837
2019-04-04 09:31:46,-0.0029705882352897735
2019-04-04 09:31:47,-0.0019705882352906816
2019-04-04 09:31:48,-0.0009705882352915914
2019-04-04 09:31:49,-0.0009705882352930122
2019-04-04 09:31:50,-0.00047058823529404215
2019-04-04 09:31:51,-0.0015362318840641091
2019-04-04 09:31:52,0.00672183263207057
2019-04-04 09:31:53,0.014083534759728983
2019-04-04 09:31:54,0.010083534759729777
2019-04-04 09:31:55,0.006250201426391405
2019-04-04 09:31:56,0.0037864333104506084
2019-04-04 09:31:57,-0.006471631205675142
2019-04-04 09:31:58,-0.005833333333333725
2019-04-04 09:31:59,-0.0038333333333326995
2019-04-04 09:32:00,-0.011119999999997798
2019-04-04 09:32:01,-0.00823999999999837
2019-04-04 09:32:02,-0.006239999999998767
2019-04-04 09:32:03,-0.004239999999999166
2019-04-04 09:32:04,-0.0033114285714282016
2019-04-04 09:32:05,-0.002191428571428424
2019-04-04 09:32:06,0.007042857142855453
2019-04-04 09:32:07,0.005157142857141542
2019-04-04 09:32:08,0.0032714285714276307
2019-04-04 09:32:09,0.0023428571428566677
2019-04-04 09:32:10,0.00034285714285706495
2019-04-04 09:32:11,0.00022857142857137316
2019-04-04 09:32:12,-0.00967881773398914
2019-04-04 09:32:13,-0.0010523627075368289
2019-04-04 09:32:14,-0.0009412515964198967
2019-04-04 09:32:15,0.007058748403577085
2019-04-04 09:32:16,-0.01322696588214108
2019-04-04 09:32:17,-0.011433862433864666
2019-04-04 09:32:18,-0.008174603174605055
2019-04-04 09:32:19,-0.006285714285715279
2019-04-04 09:32:20,-0.0022857142857146545
2019-04-04 09:32:21,-1.0408340855860843e-17
2019-04-04 09:32:22,-0.0006000000000003173
2019-04-04 09:32:23,-0.0012000000000006224
2019-04-04 09:32:24,-0.0017714285714294873
