h_m_s,CRON
2019-04-04 09:30:00,
2019-04-04 09:30:01,
2019-04-04 09:30:02,
2019-04-04 09:30:03,
2019-04-04 09:30:04,-0.00683056478405366
2019-04-04 09:30:05,0.0022857142857136345
2019-04-04 09:30:06,0.007142857142856424
2019-04-04 09:30:07,0.008571428571427807
2019-04-04 09:30:08,0.009999999999999194
2019-04-04 09:30:09,0.009999999999999194
2019-04-04 09:30:10,-0.002299999999998671
2019-04-04 09:30:11,-0.004599999999998522
2019-04-04 09:30:12,0.003177777777777391
2019-04-04 09:30:13,0.01017777777777576
2019-04-04 09:30:14,0.007177777777776118
2019-04-04 09:30:15,0.0064777777777763265
2019-04-04 09:30:16,0.0057777777777765355
2019-04-04 09:30:17,0.004999999999998991
2019-04-04 09:30:18,0.004999999999998991
2019-04-04 09:30:19,-0.004999999999999019
2019-04-04 09:30:20,-0.004999999999999019
2019-04-04 09:30:21,-0.0039999999999992125
2019-04-04 09:30:22,-0.0032372881355894334
2019-04-04 09:30:23,-0.011237288135591751
2019-04-04 09:30:24,-0.009237288135592506
2019-04-04 09:30:25,0.0017627118644081494
2019-04-04 09:30:26,0.0021912832929760415
2019-04-04 09:30:27,-0.006460317460320816
2019-04-04 09:30:28,-0.006349206349209137
2019-04-04 09:30:29,-0.0062380952380974505
2019-04-04 09:30:30,0.014047619047617213
2019-04-04 09:30:31,0.013904761904760143
2019-04-04 09:30:32,0.013079365079363393
2019-04-04 09:30:33,0.012253968253966643
2019-04-04 09:30:34,0.011428571428569886
2019-04-04 09:30:35,0.011428571428569886
2019-04-04 09:30:36,0.011428571428569886
2019-04-04 09:30:37,-0.008549450549451651
2019-04-04 09:30:38,-0.006835164835165719
2019-04-04 09:30:39,-0.005120879120879787
2019-04-04 09:30:40,-0.0034065934065938483
2019-04-04 09:30:41,-0.0016923076923079164
2019-04-04 09:30:42,-1.0408340855860843e-17
2019-04-04 09:30:43,-1.0408340855860843e-17
2019-04-04 09:30:44,-1.0408340855860843e-17
2019-04-04 09:30:45,-1.0408340855860843e-17
2019-04-04 09:30:46,-1.0408340855860843e-17
2019-04-04 09:30:47,-1.0408340855860843e-17
2019-04-04 09:30:48,-1.0408340855860843e-17
2019-04-04 09:30:49,-1.0408340855860843e-17
2019-04-04 09:30:50,-1.0408340855860843e-17
2019-04-04 09:30:51,-1.0408340855860843e-17
2019-04-04 09:30:52,-0.00011940298507144217
2019-04-04 09:30:53,0.008880597014926057
2019-04-04 09:30:54,0.006880597014925563
2019-04-04 09:30:55,0.004880597014925256
2019-04-04 09:30:56,0.002880597014924942
2019-04-04 09:30:57,0.0009999999999996123
2019-04-04 09:30:58,-1.8735013540549517e-16
2019-04-04 09:30:59,-0.009333333333331487
2019-04-04 09:31:00,-0.008666666666664956
2019-04-04 09:31:01,-0.007999999999998425
2019-04-04 09:31:02,-0.005999999999998826
2019-04-04 09:31:03,-0.0039999999999992195
2019-04-04 09:31:04,-0.002666666666666151
2019-04-04 09:31:05,-0.0013333333333330824
2019-04-04 09:31:06,-0.000599999999999816
2019-04-04 09:31:07,-0.010885714285712361
2019-04-04 09:31:08,-0.011171428571426896
2019-04-04 09:31:09,-0.009171428571427293
2019-04-04 09:31:10,-0.00717142857142769
2019-04-04 09:31:11,-0.004571428571428279
2019-04-04 09:31:12,-0.002285714285714148
2019-04-04 09:31:13,-1.0408340855860843e-17
2019-04-04 09:31:14,-1.0408340855860843e-17
2019-04-04 09:31:15,-0.0011666666666697023
2019-04-04 09:31:16,-0.0023333333333358415
2019-04-04 09:31:17,-0.0035000000000019807
2019-04-04 09:31:18,0.005699999999996902
2019-04-04 09:31:19,0.004899999999997774
2019-04-04 09:31:20,0.005266666666664782
2019-04-04 09:31:21,0.00443333333333203
2019-04-04 09:31:22,0.005494736842104348
2019-04-04 09:31:23,0.004294736842104584
2019-04-04 09:31:24,0.00478704453441587
2019-04-04 09:31:25,0.011587044534413803
2019-04-04 09:31:26,0.02033704453441477
2019-04-04 09:31:27,0.005664529914529724
2019-04-04 09:31:28,0.002886752136751311
2019-04-04 09:31:29,-0.0008055555555564892
2019-04-04 09:31:30,-0.0008055555555564892
2019-04-04 09:31:31,-0.0015555555555562123
2019-04-04 09:31:32,-0.008777777777779362
2019-04-04 09:31:33,-0.006000000000000949
2019-04-04 09:31:34,-0.004000000000000635
2019-04-04 09:31:35,-0.002000000000000321
2019-04-04 09:31:36,-0.010461538461536829
2019-04-04 09:31:37,-0.010923076923075637
2019-04-04 09:31:38,0.017343589743591563
2019-04-04 09:31:39,0.01561025641025763
2019-04-04 09:31:40,0.013876923076923689
2019-04-04 09:31:41,0.01260512820512856
2019-04-04 09:31:42,0.011333333333333431
2019-04-04 09:31:43,-0.011433333333332643
2019-04-04 09:31:44,-0.014199999999999144
2019-04-04 09:31:45,-0.016966666666665645
2019-04-04 09:31:46,-0.019733333333332145
2019-04-04 09:31:47,-0.022499999999998632
2019-04-04 09:31:48,-0.0013333333333324787
2019-04-04 09:31:49,-0.00016666666666589197
2019-04-04 09:31:50,0.0010000000000006878
2019-04-04 09:31:51,0.001500000000000501
2019-04-04 09:31:52,-0.006666666666667834
2019-04-04 09:31:53,-0.006000000000001185
2019-04-04 09:31:54,-0.005333333333334536
2019-04-04 09:31:55,-0.004666666666667887
2019-04-04 09:31:56,-0.003333333333334465
2019-04-04 09:31:57,-0.003333333333334472
2019-04-04 09:31:58,-0.003333333333334472
2019-04-04 09:31:59,-0.003333333333334472
2019-04-04 09:32:00,-0.003333333333334472
2019-04-04 09:32:01,-0.003333333333334472
2019-04-04 09:32:02,-0.010666666666665992
2019-04-04 09:32:03,-0.026952380952383184
2019-04-04 09:32:04,-0.021085714285716428
2019-04-04 09:32:05,-0.015219047619049676
2019-04-04 09:32:06,-0.010552380952379141
2019-04-04 09:32:07,-0.006552380952379228
2019-04-04 09:32:08,0.012222222222223179
2019-04-04 09:32:09,0.008165079365080048
2019-04-04 09:32:10,0.004107936507936921
2019-04-04 09:32:11,0.0023168917318172506
2019-04-04 09:32:12,-0.0016831082681826662
2019-04-04 09:32:13,-0.001505330490404945
2019-04-04 09:32:14,-0.0006481876332620762
2019-04-04 09:32:15,0.00020895522388079263
2019-04-04 09:32:16,-2.7755575615628914e-17
2019-04-04 09:32:17,-0.010400000000001464
2019-04-04 09:32:18,-0.010800000000001336
2019-04-04 09:32:19,-0.011200000000001209
2019-04-04 09:32:20,-0.011600000000001082
2019-04-04 09:32:21,-0.0014750000000026964
2019-04-04 09:32:22,0.00909891304347743
2019-04-04 09:32:23,-0.008501086956521957
2019-04-04 09:32:24,-0.006101086956521774
