h_m_s,CRON
2019-04-04 09:30:00,5000.0
2019-04-04 09:30:01,1250.0
2019-04-04 09:30:02,315.3846153846154
2019-04-04 09:30:03,102.50000000000003
2019-04-04 09:30:04,33.88429752066117
2019-04-04 09:30:05,11.26373626373627
2019-04-04 09:30:06,3.7511436413540737
2019-04-04 09:30:07,1.2500000000000009
2019-04-04 09:30:08,0.41662432679605765
2019-04-04 09:30:09,0.13887007180598848
2019-04-04 09:30:10,-599.9570975353663
2019-04-04 09:30:11,-199.98494656028905
2019-04-04 09:30:12,-266.66169067478216
2019-04-04 09:30:13,-88.8871930566962
2019-04-04 09:30:14,-29.62906022243091
2019-04-04 09:30:15,-9.876352948610258
2019-04-04 09:30:16,-3.292117598551566
2019-04-04 09:30:17,-1.0973725271855013
2019-04-04 09:30:18,-0.3657908417657204
2019-04-04 09:30:19,-0.12193028051863497
2019-04-04 09:30:20,-0.040643426831774056
2019-04-04 09:30:21,-0.013547808943061249
2019-04-04 09:30:22,-1266.6711826164355
2019-04-04 09:30:23,-422.22372753582187
2019-04-04 09:30:24,-140.74124251160842
2019-04-04 09:30:25,-46.91374750383257
2019-04-04 09:30:26,-348.97124916798384
2019-04-04 09:30:27,-116.32374972265113
2019-04-04 09:30:28,-38.774583240882585
2019-04-04 09:30:29,-12.924861080294068
2019-04-04 09:30:30,-4.308287026764676
2019-04-04 09:30:31,-1.4360956755882242
2019-04-04 09:30:32,-0.47869855852940796
2019-04-04 09:30:33,-0.1595661861764693
2019-04-04 09:30:34,-0.05318872872548977
2019-04-04 09:30:35,-0.017729576241829925
2019-04-04 09:30:36,-0.005909858747276641
2019-04-04 09:30:37,-133.3353032862491
2019-04-04 09:30:38,-44.44510109541636
2019-04-04 09:30:39,-14.81503369847212
2019-04-04 09:30:40,-4.938344566157373
2019-04-04 09:30:41,-1.6461148553857912
2019-04-04 09:30:42,-0.5487049517952637
2019-04-04 09:30:43,-0.18290165059842123
2019-04-04 09:30:44,-0.06096721686614041
2019-04-04 09:30:45,-0.0203224056220468
2019-04-04 09:30:46,-0.006774135207348934
2019-04-04 09:30:47,-0.0022580450691163114
2019-04-04 09:30:48,-0.0007526816897054371
2019-04-04 09:30:49,-0.00025089389656847904
2019-04-04 09:30:50,-8.363129885615968e-05
2019-04-04 09:30:51,-2.7877099618719894e-05
2019-04-04 09:30:52,666.6666573743001
2019-04-04 09:30:53,222.22221912476672
2019-04-04 09:30:54,207.40740637492226
2019-04-04 09:30:55,69.13580212497409
2019-04-04 09:30:56,23.045267374991365
2019-04-04 09:30:57,7.681755791663789
2019-04-04 09:30:58,2.5605852638879294
2019-04-04 09:30:59,0.8535284212959765
2019-04-04 09:31:00,0.2845094737653255
2019-04-04 09:31:01,0.0948364912551085
2019-04-04 09:31:02,0.03161216375170283
2019-04-04 09:31:03,0.010537387917234277
2019-04-04 09:31:04,0.003512462639078092
2019-04-04 09:31:05,0.0011708208796926973
2019-04-04 09:31:06,0.0003902736265642324
2019-04-04 09:31:07,0.00013009120885474414
2019-04-04 09:31:08,4.3363736284914715e-05
2019-04-04 09:31:09,1.4454578761638238e-05
2019-04-04 09:31:10,4.818192920546079e-06
2019-04-04 09:31:11,1.606064306848693e-06
2019-04-04 09:31:12,5.353547689495643e-07
2019-04-04 09:31:13,1.7845158964985477e-07
2019-04-04 09:31:14,5.948386321661826e-08
2019-04-04 09:31:15,1.982795440553942e-08
2019-04-04 09:31:16,6.6093181351798065e-09
2019-04-04 09:31:17,2.2031060450599354e-09
2019-04-04 09:31:18,-533.333333332599
2019-04-04 09:31:19,-177.77777777753298
2019-04-04 09:31:20,-59.25925925917766
2019-04-04 09:31:21,-19.753086419725886
2019-04-04 09:31:22,-139.91769547324196
2019-04-04 09:31:23,-179.97256515774734
2019-04-04 09:31:24,-193.3241883859158
2019-04-04 09:31:25,-64.4413961286386
2019-04-04 09:31:26,-154.8137987095462
2019-04-04 09:31:27,348.39540043015126
2019-04-04 09:31:28,116.13180014338376
2019-04-04 09:31:29,38.710600047794586
2019-04-04 09:31:30,12.903533349264862
2019-04-04 09:31:31,4.301177783088288
2019-04-04 09:31:32,1.4337259276960959
2019-04-04 09:31:33,0.4779086425653653
2019-04-04 09:31:34,0.15930288085512176
2019-04-04 09:31:35,0.053100960285040584
2019-04-04 09:31:36,-133.3156330132383
2019-04-04 09:31:37,-44.4385443377461
2019-04-04 09:31:38,-214.81284811258203
2019-04-04 09:31:39,-71.604282704194
2019-04-04 09:31:40,-23.868094234731334
2019-04-04 09:31:41,-7.956031411577111
2019-04-04 09:31:42,-2.652010470525704
2019-04-04 09:31:43,-200.88400349017525
2019-04-04 09:31:44,-66.96133449672509
2019-04-04 09:31:45,-22.320444832241694
2019-04-04 09:31:46,-7.440148277413898
2019-04-04 09:31:47,-2.4800494258046326
2019-04-04 09:31:48,-0.8266831419348776
2019-04-04 09:31:49,-0.27556104731162584
2019-04-04 09:31:50,-0.09185368243720861
2019-04-04 09:31:51,-0.030617894145736204
2019-04-04 09:31:52,-0.0102059647152454
2019-04-04 09:31:53,-0.0034019882384151334
2019-04-04 09:31:54,-0.001133996079471711
2019-04-04 09:31:55,-0.000377998693157237
2019-04-04 09:31:56,-0.00012599956438574567
2019-04-04 09:31:57,-4.1999854795248556e-05
2019-04-04 09:31:58,-1.3999951598416186e-05
2019-04-04 09:31:59,-4.666650532805396e-06
2019-04-04 09:32:00,-1.5555501776017985e-06
2019-04-04 09:32:01,-5.185167258672661e-07
2019-04-04 09:32:02,-1.7283890862242203e-07
2019-04-04 09:32:03,866.6666666090537
2019-04-04 09:32:04,488.88888886968454
2019-04-04 09:32:05,162.9629629565615
2019-04-04 09:32:06,187.6543209855205
2019-04-04 09:32:07,62.551440328506835
2019-04-04 09:32:08,354.1838134428356
2019-04-04 09:32:09,51.39460448094521
2019-04-04 09:32:10,17.13153482698174
2019-04-04 09:32:11,-594.2894883910061
2019-04-04 09:32:12,-198.09649613033537
2019-04-04 09:32:13,-66.03216537677845
2019-04-04 09:32:14,-22.010721792259485
2019-04-04 09:32:15,-7.336907264086495
2019-04-04 09:32:16,-2.4456357546954983
2019-04-04 09:32:17,199.18478808176818
2019-04-04 09:32:18,66.39492936058939
2019-04-04 09:32:19,22.13164312019646
2019-04-04 09:32:20,7.377214373398821
2019-04-04 09:32:21,2.459071457799607
2019-04-04 09:32:22,200.8196904859332
2019-04-04 09:32:23,66.9398968286444
2019-04-04 09:32:24,22.313298942881463
2019-04-04 09:32:25,7.437766314293821
2019-04-04 09:32:26,2.4792554380979404
2019-04-04 09:32:27,1134.1597518126994
