h_m_s,TD
2019-04-04 09:30:00,
2019-04-04 09:30:01,
2019-04-04 09:30:02,
2019-04-04 09:30:03,
2019-04-04 09:30:04,0.07954214559386076
2019-04-04 09:30:05,0.06593103448274766
2019-04-04 09:30:06,0.05999999999998806
2019-04-04 09:30:07,0.05999999999998806
2019-04-04 09:30:08,0.05599999999998886
2019-04-04 09:30:09,0.05199999999998965
2019-04-04 09:30:10,0.046733333333325876
2019-04-04 09:30:11,0.04123333333332875
2019-04-04 09:30:12,0.03273333333333204
2019-04-04 09:30:13,0.03073333333333337
2019-04-04 09:30:14,0.028733333333335186
2019-04-04 09:30:15,0.028666666666668582
2019-04-04 09:30:16,0.028320512820514558
2019-04-04 09:30:17,0.031190883190884443
2019-04-04 09:30:18,0.031190883190884932
2019-04-04 09:30:19,0.031190883190884932
2019-04-04 09:30:20,0.030524216524217922
2019-04-04 09:30:21,0.030370370370371692
2019-04-04 09:30:22,0.03000000000000113
2019-04-04 09:30:23,0.03000000000000113
2019-04-04 09:30:24,0.03000000000000113
2019-04-04 09:30:25,0.03000000000000113
2019-04-04 09:30:26,0.03000000000000113
2019-04-04 09:30:27,0.029586206896552447
2019-04-04 09:30:28,0.030252873563218506
2019-04-04 09:30:29,0.03091954022988457
2019-04-04 09:30:30,0.03158620689655063
2019-04-04 09:30:31,0.032586206896549716
2019-04-04 09:30:32,0.032999999999998406
2019-04-04 09:30:33,0.03233333333333234
2019-04-04 09:30:34,0.03166666666666628
2019-04-04 09:30:35,0.031000000000000222
2019-04-04 09:30:36,0.02787500000000253
2019-04-04 09:30:37,0.026541666666670412
2019-04-04 09:30:38,0.026097222222225734
2019-04-04 09:30:39,0.025297222222225323
2019-04-04 09:30:40,0.02449722222222491
2019-04-04 09:30:41,0.0258222222222231
2019-04-04 09:30:42,0.02635555555555481
2019-04-04 09:30:43,0.02413333333333145
2019-04-04 09:30:44,0.02226666666666383
2019-04-04 09:30:45,0.020399999999996206
2019-04-04 09:30:46,0.018533333333328586
2019-04-04 09:30:47,0.015333333333326949
2019-04-04 09:30:48,0.015333333333326949
2019-04-04 09:30:49,0.015333333333326949
2019-04-04 09:30:50,0.015333333333326949
2019-04-04 09:30:51,0.015333333333326949
2019-04-04 09:30:52,0.016933333333327766
2019-04-04 09:30:53,0.017099999999994515
2019-04-04 09:30:54,0.01964166666666195
2019-04-04 09:30:55,0.022183333333329384
2019-04-04 09:30:56,0.021849999999997295
2019-04-04 09:30:57,0.02278846153846085
2019-04-04 09:30:58,0.024288461538462324
2019-04-04 09:30:59,0.02441346153846292
2019-04-04 09:31:00,0.024538461538463518
2019-04-04 09:31:01,0.02753846153846363
2019-04-04 09:31:02,0.029000000000001313
2019-04-04 09:31:03,0.028666666666668044
2019-04-04 09:31:04,0.027333333333334976
2019-04-04 09:31:05,0.02333333333333577
2019-04-04 09:31:06,0.02033333333333482
2019-04-04 09:31:07,0.018333333333333795
2019-04-04 09:31:08,0.017666666666665838
2019-04-04 09:31:09,0.016999999999997885
2019-04-04 09:31:10,0.019999999999996576
2019-04-04 09:31:11,0.021999999999997015
2019-04-04 09:31:12,0.02047058823529286
2019-04-04 09:31:13,0.018470588235294676
2019-04-04 09:31:14,0.018970588235294933
2019-04-04 09:31:15,0.017970588235294422
2019-04-04 09:31:16,0.01697058823529391
2019-04-04 09:31:17,0.020370967741934233
2019-04-04 09:31:18,0.024241935483868576
2019-04-04 09:31:19,0.025612903225804486
2019-04-04 09:31:20,0.02748387096774065
2019-04-04 09:31:21,0.02748387096774349
2019-04-04 09:31:22,0.02561290322581017
2019-04-04 09:31:23,0.023741935483876844
2019-04-04 09:31:24,0.019870967741942493
2019-04-04 09:31:25,0.01800000000000917
2019-04-04 09:31:26,0.01825000000000752
2019-04-04 09:31:27,0.020000000000005576
2019-04-04 09:31:28,0.021750000000003628
2019-04-04 09:31:29,0.02275000000000272
2019-04-04 09:31:30,0.021750000000000786
2019-04-04 09:31:31,0.0205000000000005
2019-04-04 09:31:32,0.017365384615386358
2019-04-04 09:31:33,0.01361538461538728
2019-04-04 09:31:34,0.012615384615388189
2019-04-04 09:31:35,0.011615384615389098
2019-04-04 09:31:36,0.010615384615390008
2019-04-04 09:31:37,0.010000000000005078
2019-04-04 09:31:38,0.010000000000005078
2019-04-04 09:31:39,0.010000000000005078
2019-04-04 09:31:40,0.010000000000005078
2019-04-04 09:31:41,0.010739130434786645
2019-04-04 09:31:42,0.012739130434784826
2019-04-04 09:31:43,0.014739130434783008
2019-04-04 09:31:44,0.016739130434781188
2019-04-04 09:31:45,0.018557312252961353
2019-04-04 09:31:46,0.01963636363635995
2019-04-04 09:31:47,0.01763636363636177
2019-04-04 09:31:48,0.01563636363636359
2019-04-04 09:31:49,0.013636363636365409
2019-04-04 09:31:50,0.011818181818185244
2019-04-04 09:31:51,0.01000000000000508
2019-04-04 09:31:52,0.01000000000000508
2019-04-04 09:31:53,0.01000000000000508
2019-04-04 09:31:54,0.01000000000000508
2019-04-04 09:31:55,0.0113333333333372
2019-04-04 09:31:56,0.01266666666666932
2019-04-04 09:31:57,0.01266666666666932
2019-04-04 09:31:58,0.01266666666666932
2019-04-04 09:31:59,0.01266666666666932
2019-04-04 09:32:00,0.0113333333333372
2019-04-04 09:32:01,0.01000000000000508
2019-04-04 09:32:02,0.0113333333333372
2019-04-04 09:32:03,0.01266666666666932
2019-04-04 09:32:04,0.014000000000001442
2019-04-04 09:32:05,0.015333333333333563
2019-04-04 09:32:06,0.017333333333331744
2019-04-04 09:32:07,0.017999999999997802
2019-04-04 09:32:08,0.018666666666663865
2019-04-04 09:32:09,0.019333333333329924
2019-04-04 09:32:10,0.019999999999995986
2019-04-04 09:32:11,0.018999999999996894
2019-04-04 09:32:12,0.018555555555555065
2019-04-04 09:32:13,0.018555555555557907
2019-04-04 09:32:14,0.018555555555560748
2019-04-04 09:32:15,0.01855555555556359
2019-04-04 09:32:16,0.019555555555565523
2019-04-04 09:32:17,0.020000000000010197
2019-04-04 09:32:18,0.020000000000010197
2019-04-04 09:32:19,0.020000000000010197
2019-04-04 09:32:20,0.018533333333342776
2019-04-04 09:32:21,0.017066666666675362
2019-04-04 09:32:22,0.015600000000007946
2019-04-04 09:32:23,0.015676923076928438
2019-04-04 09:32:24,0.015676923076925597
2019-04-04 09:32:25,0.01714358974359017
2019-04-04 09:32:26,0.018610256410254745
2019-04-04 09:32:27,0.020076923076919318
2019-04-04 09:32:28,0.019999999999995983
2019-04-04 09:32:29,0.019999999999995983
2019-04-04 09:32:30,0.01899999999999727
2019-04-04 09:32:31,0.01699999999999909
2019-04-04 09:32:32,0.015000000000000907
