h_m_s,CRON
2019-04-04 09:30:00,
2019-04-04 09:30:01,
2019-04-04 09:30:02,
2019-04-04 09:30:03,
2019-04-04 09:30:04,0.04683056478405281
2019-04-04 09:30:05,0.03771428571428551
2019-04-04 09:30:06,0.032857142857142724
2019-04-04 09:30:07,0.03142857142857134
2019-04-04 09:30:08,0.029999999999999954
2019-04-04 09:30:09,0.029999999999999954
2019-04-04 09:30:10,0.03229999999999981
2019-04-04 09:30:11,0.03459999999999966
2019-04-04 09:30:12,0.03682222222222176
2019-04-04 09:30:13,0.0398222222222214
2019-04-04 09:30:14,0.04282222222222104
2019-04-04 09:30:15,0.04352222222222083
2019-04-04 09:30:16,0.04422222222222062
2019-04-04 09:30:17,0.044999999999998166
2019-04-04 09:30:18,0.044999999999998166
2019-04-04 09:30:19,0.044999999999998166
2019-04-04 09:30:20,0.044999999999998166
2019-04-04 09:30:21,0.04399999999999836
2019-04-04 09:30:22,0.04323728813559213
2019-04-04 09:30:23,0.04123728813559289
2019-04-04 09:30:24,0.03923728813559364
2019-04-04 09:30:25,0.03823728813559455
2019-04-04 09:30:26,0.037808716707023106
2019-04-04 09:30:27,0.0364603174603184
2019-04-04 09:30:28,0.03634920634920672
2019-04-04 09:30:29,0.036238095238095035
2019-04-04 09:30:30,0.035952380952379945
2019-04-04 09:30:31,0.036095238095237014
2019-04-04 09:30:32,0.036920634920633764
2019-04-04 09:30:33,0.037746031746030514
2019-04-04 09:30:34,0.03857142857142727
2019-04-04 09:30:35,0.03857142857142727
2019-04-04 09:30:36,0.03857142857142727
2019-04-04 09:30:37,0.038549450549449235
2019-04-04 09:30:38,0.0368351648351633
2019-04-04 09:30:39,0.03512087912087737
2019-04-04 09:30:40,0.03340659340659143
2019-04-04 09:30:41,0.0316923076923055
2019-04-04 09:30:42,0.029999999999997595
2019-04-04 09:30:43,0.029999999999997595
2019-04-04 09:30:44,0.029999999999997595
2019-04-04 09:30:45,0.029999999999997595
2019-04-04 09:30:46,0.029999999999997595
2019-04-04 09:30:47,0.029999999999997595
2019-04-04 09:30:48,0.029999999999997595
2019-04-04 09:30:49,0.029999999999997595
2019-04-04 09:30:50,0.029999999999997595
2019-04-04 09:30:51,0.029999999999997595
2019-04-04 09:30:52,0.03011940298507258
2019-04-04 09:30:53,0.03111940298507309
2019-04-04 09:30:54,0.033119402985073584
2019-04-04 09:30:55,0.03511940298507389
2019-04-04 09:30:56,0.037119402985074205
2019-04-04 09:30:57,0.038999999999999535
2019-04-04 09:30:58,0.039999999999999335
2019-04-04 09:30:59,0.039333333333332623
2019-04-04 09:31:00,0.03866666666666609
2019-04-04 09:31:01,0.03799999999999956
2019-04-04 09:31:02,0.03599999999999996
2019-04-04 09:31:03,0.034000000000000356
2019-04-04 09:31:04,0.03266666666666729
2019-04-04 09:31:05,0.03133333333333422
2019-04-04 09:31:06,0.030600000000000953
2019-04-04 09:31:07,0.030885714285715488
2019-04-04 09:31:08,0.031171428571430022
2019-04-04 09:31:09,0.02917142857143042
2019-04-04 09:31:10,0.027171428571430817
2019-04-04 09:31:11,0.024571428571431405
2019-04-04 09:31:12,0.022285714285717274
2019-04-04 09:31:13,0.020000000000003137
2019-04-04 09:31:14,0.020000000000003137
2019-04-04 09:31:15,0.021166666666669276
2019-04-04 09:31:16,0.022333333333335415
2019-04-04 09:31:17,0.023500000000001554
2019-04-04 09:31:18,0.024300000000000682
2019-04-04 09:31:19,0.02509999999999981
2019-04-04 09:31:20,0.024733333333332802
2019-04-04 09:31:21,0.025566666666665554
2019-04-04 09:31:22,0.024505263157893236
2019-04-04 09:31:23,0.025705263157893
2019-04-04 09:31:24,0.025212955465585267
2019-04-04 09:31:25,0.028412955465585345
2019-04-04 09:31:26,0.02966295546558594
2019-04-04 09:31:27,0.03433547008546942
2019-04-04 09:31:28,0.037113247863247836
2019-04-04 09:31:29,0.040805555555555637
2019-04-04 09:31:30,0.040805555555555637
2019-04-04 09:31:31,0.04155555555555536
2019-04-04 09:31:32,0.038777777777776946
2019-04-04 09:31:33,0.03599999999999853
2019-04-04 09:31:34,0.03399999999999822
2019-04-04 09:31:35,0.031999999999997905
2019-04-04 09:31:36,0.030461538461536403
2019-04-04 09:31:37,0.03092307692307521
2019-04-04 09:31:38,0.03265641025640915
2019-04-04 09:31:39,0.03438974358974308
2019-04-04 09:31:40,0.03612307692307702
2019-04-04 09:31:41,0.03739487179487215
2019-04-04 09:31:42,0.03866666666666728
2019-04-04 09:31:43,0.04143333333333378
2019-04-04 09:31:44,0.04420000000000028
2019-04-04 09:31:45,0.04696666666666678
2019-04-04 09:31:46,0.04973333333333328
2019-04-04 09:31:47,0.05249999999999977
2019-04-04 09:31:48,0.05133333333333319
2019-04-04 09:31:49,0.0501666666666666
2019-04-04 09:31:50,0.04900000000000002
2019-04-04 09:31:51,0.04850000000000021
2019-04-04 09:31:52,0.04666666666666698
2019-04-04 09:31:53,0.04600000000000033
2019-04-04 09:31:54,0.045333333333333684
2019-04-04 09:31:55,0.044666666666667035
2019-04-04 09:31:56,0.04333333333333361
2019-04-04 09:31:57,0.04333333333333362
2019-04-04 09:31:58,0.04333333333333362
2019-04-04 09:31:59,0.04333333333333362
2019-04-04 09:32:00,0.04333333333333362
2019-04-04 09:32:01,0.04333333333333362
2019-04-04 09:32:02,0.04066666666666713
2019-04-04 09:32:03,0.036952380952381195
2019-04-04 09:32:04,0.03108571428571444
2019-04-04 09:32:05,0.025219047619047686
2019-04-04 09:32:06,0.020552380952380704
2019-04-04 09:32:07,0.01655238095238079
2019-04-04 09:32:08,0.017777777777777958
2019-04-04 09:32:09,0.02183492063492109
2019-04-04 09:32:10,0.025892063492064216
2019-04-04 09:32:11,0.027683108268183886
2019-04-04 09:32:12,0.0316831082681838
2019-04-04 09:32:13,0.03150533049040608
2019-04-04 09:32:14,0.030648187633263213
2019-04-04 09:32:15,0.029791044776120344
2019-04-04 09:32:16,0.030000000000001165
2019-04-04 09:32:17,0.030400000000001037
2019-04-04 09:32:18,0.03080000000000091
2019-04-04 09:32:19,0.031200000000000783
2019-04-04 09:32:20,0.031600000000000655
2019-04-04 09:32:21,0.03147500000000028
2019-04-04 09:32:22,0.030901086956521717
2019-04-04 09:32:23,0.02850108695652153
2019-04-04 09:32:24,0.026101086956521347
2019-04-04 09:32:25,0.02370108695652116
2019-04-04 09:32:26,0.021826086956521225
2019-04-04 09:32:27,0.019291139240506072
2019-04-04 09:32:28,0.020691139240506112
2019-04-04 09:32:29,0.023291139240506093
2019-04-04 09:32:30,0.025891139240506074
2019-04-04 09:32:31,0.026943770819453493
2019-04-04 09:32:32,0.02796513157894696
