h_m_s,ACB
2019-04-04 09:30:00,1.0
2019-04-04 09:30:01,-2.3333333333333335
2019-04-04 09:30:02,-2.142857142857143
2019-04-04 09:30:03,-0.4666666666666667
2019-04-04 09:30:04,-0.22580645161290322
2019-04-04 09:30:05,0.9047619047619048
2019-04-04 09:30:06,0.952755905511811
2019-04-04 09:30:07,0.4745098039215686
2019-04-04 09:30:08,0.23679060665362034
2019-04-04 09:30:09,1.1192570869990224
2019-04-04 09:30:10,20.569125549584758
2019-04-04 09:30:11,10.282051282051283
2019-04-04 09:30:12,5.1403979978024665
2019-04-04 09:30:13,2.5700421168284198
2019-04-04 09:30:14,3.2850428785058137
2019-04-04 09:30:15,1.6424963759822995
2019-04-04 09:30:16,0.8212419223169122
2019-04-04 09:30:17,-0.08938251259808577
2019-04-04 09:30:18,-0.0446911710570737
2019-04-04 09:30:19,0.9776553894571204
2019-04-04 09:30:20,0.4888274616372402
2019-04-04 09:30:21,0.24441367254583182
2019-04-04 09:30:22,0.12220682170472404
2019-04-04 09:30:23,2.061103526419611
2019-04-04 09:30:24,1.0305517324969689
2019-04-04 09:30:25,0.5152758585702756
2019-04-04 09:30:26,0.2576379273655856
2019-04-04 09:30:27,0.12881896320290478
2019-04-04 09:30:28,0.06440948148148037
2019-04-04 09:30:29,-0.9677952602205754
2019-04-04 09:30:30,-0.4838976298849553
2019-04-04 09:30:31,-0.7419488150025598
2019-04-04 09:30:32,1.1290255927165302
2019-04-04 09:30:33,0.5645127963254061
2019-04-04 09:30:34,-0.7177436018746155
2019-04-04 09:30:35,-0.3588718009320855
2019-04-04 09:30:36,-0.17943590046473717
2019-04-04 09:30:37,-0.0897179502320422
2019-04-04 09:30:38,-0.0448589751159395
2019-04-04 09:30:39,-0.02242948755794935
2019-04-04 09:30:40,-0.011214743778969576
2019-04-04 09:30:41,-7.005607371891075
2019-04-04 09:30:42,-3.5028036859451395
2019-04-04 09:30:43,-1.75140184297247
2019-04-04 09:30:44,-0.37570092148619594
2019-04-04 09:30:45,-0.1878504607430953
2019-04-04 09:30:46,-1.093925230371554
2019-04-04 09:30:47,-0.5469626151857752
2019-04-04 09:30:48,-0.2734813075928871
2019-04-04 09:30:49,-3.6367406537964464
2019-04-04 09:30:50,1.1816296731017788
2019-04-04 09:30:51,0.5908148365508893
2019-04-04 09:30:52,-0.20459258172455544
2019-04-04 09:30:53,-0.1022962908622777
2019-04-04 09:30:54,-0.05114814543113885
2019-04-04 09:30:55,-0.025574072715569426
2019-04-04 09:30:56,-0.012787036357784713
2019-04-04 09:30:57,-0.006393518178892357
2019-04-04 09:30:58,-0.0031967590894461783
2019-04-04 09:30:59,-0.0015983795447230892
2019-04-04 09:31:00,-0.0007991897723615446
2019-04-04 09:31:01,-0.0003995948861807723
2019-04-04 09:31:02,-0.00019979744309038614
2019-04-04 09:31:03,-9.989872154519307e-05
2019-04-04 09:31:04,-6.500049949360773
2019-04-04 09:31:05,-3.2500249746803864
2019-04-04 09:31:06,-1.6250124873401932
2019-04-04 09:31:07,-0.8125062436700966
2019-04-04 09:31:08,-0.4062531218350483
2019-04-04 09:31:09,-0.20312656091752415
2019-04-04 09:31:10,-1.101563280458762
2019-04-04 09:31:11,-0.550781640229381
2019-04-04 09:31:12,-2.2753908201146906
2019-04-04 09:31:13,-2.1376954100573453
2019-04-04 09:31:14,-1.0688477050286727
2019-04-04 09:31:15,-0.5344238525143363
2019-04-04 09:31:16,-0.7672119262571682
2019-04-04 09:31:17,-0.3836059631285841
2019-04-04 09:31:18,-2.191802981564292
2019-04-04 09:31:19,-3.095901490782146
2019-04-04 09:31:20,-2.047950745391073
2019-04-04 09:31:21,-25.023975372695535
2019-04-04 09:31:22,-15.011987686347767
2019-04-04 09:31:23,-8.005993843173883
2019-04-04 09:31:24,-4.002996921586941
2019-04-04 09:31:25,-4.001498460793471
2019-04-04 09:31:26,-2.0007492303967354
2019-04-04 09:31:27,-1.0003746151983677
2019-04-04 09:31:28,-0.5001873075991838
2019-04-04 09:31:29,-0.2500936537995919
2019-04-04 09:31:30,-0.12504682689979596
2019-04-04 09:31:31,2.437476586550102
2019-04-04 09:31:32,1.218738293275051
2019-04-04 09:31:33,-0.8906308533624745
2019-04-04 09:31:34,-0.44531542668123725
2019-04-04 09:31:35,-0.22265771334061862
2019-04-04 09:31:36,-0.11132885667030931
2019-04-04 09:31:37,-0.055664428335154656
2019-04-04 09:31:38,-0.5278322141675773
2019-04-04 09:31:39,-0.7639161070837887
2019-04-04 09:31:40,-3.8819580535418945
2019-04-04 09:31:41,-1.9409790267709472
2019-04-04 09:31:42,-0.4704895133854736
2019-04-04 09:31:43,-0.2352447566927368
2019-04-04 09:31:44,-0.1176223783463684
2019-04-04 09:31:45,-0.0588111891731842
2019-04-04 09:31:46,-0.0294055945865921
2019-04-04 09:31:47,-0.01470279729329605
2019-04-04 09:31:48,-0.507351398646648
2019-04-04 09:31:49,-0.253675699323324
2019-04-04 09:31:50,-0.126837849661662
2019-04-04 09:31:51,-0.563418924830831
2019-04-04 09:31:52,-0.2817094624154155
2019-04-04 09:31:53,-0.14085473120770775
2019-04-04 09:31:54,-0.07042736560385388
2019-04-04 09:31:55,-0.03521368280192694
2019-04-04 09:31:56,-0.01760684140096347
2019-04-04 09:31:57,-0.008803420700481734
2019-04-04 09:31:58,-0.004401710350240867
2019-04-04 09:31:59,-0.0022008551751204336
2019-04-04 09:32:00,-0.0011004275875602168
2019-04-04 09:32:01,-1.00055021379378
2019-04-04 09:32:02,-0.50027510689689
2019-04-04 09:32:03,-0.250137553448445
2019-04-04 09:32:04,-0.1250687767242225
2019-04-04 09:32:05,-0.06253438836211125
2019-04-04 09:32:06,-0.03126719418105563
2019-04-04 09:32:07,-0.015633597090527813
2019-04-04 09:32:08,-0.007816798545263907
2019-04-04 09:32:09,-1.0039083992726319
2019-04-04 09:32:10,4.498045800363684
2019-04-04 09:32:11,5.249022900181842
2019-04-04 09:32:12,2.624511450090921
2019-04-04 09:32:13,1.3122557250454605
2019-04-04 09:32:14,0.6561278625227303
2019-04-04 09:32:15,0.3280639312613651
2019-04-04 09:32:16,0.16403196563068256
2019-04-04 09:32:17,0.08201598281534128
2019-04-04 09:32:18,0.04100799140767064
2019-04-04 09:32:19,0.02050399570383532
2019-04-04 09:32:20,0.01025199785191766
2019-04-04 09:32:21,0.00512599892595883
2019-04-04 09:32:22,2.002562999462979
2019-04-04 09:32:23,-2.4987185002685104
2019-04-04 09:32:24,-1.2493592501342552
2019-04-04 09:32:25,-0.6246796250671276
2019-04-04 09:32:26,-0.3123398125335638
2019-04-04 09:32:27,-0.1561699062667819
2019-04-04 09:32:28,-0.07808495313339095
2019-04-04 09:32:29,-0.039042476566695475
2019-04-04 09:32:30,-0.019521238283347737
2019-04-04 09:32:31,-2.009760619141674
2019-04-04 09:32:32,-1.004880309570837
2019-04-04 09:32:33,-0.5024401547854185
2019-04-04 09:32:34,0.7487799226072908
2019-04-04 09:32:35,0.3743899613036454
2019-04-04 09:32:36,0.1871949806518227
2019-04-04 09:32:37,-0.40640250967408864
2019-04-04 09:32:38,-0.20320125483704432
2019-04-04 09:32:39,-0.10160062741852216
2019-04-04 09:32:40,-0.05080031370926108
2019-04-04 09:32:41,-0.02540015685463054
2019-04-04 09:32:42,-0.01270007842731527
2019-04-04 09:32:43,-0.006350039213657635
2019-04-04 09:32:44,-0.0031750196068288175
2019-04-04 09:32:45,-0.0015875098034144088
2019-04-04 09:32:46,-0.0007937549017072044
2019-04-04 09:32:47,-0.0003968774508536022
2019-04-04 09:32:48,-0.0001984387254268011
2019-04-04 09:32:49,-2.5000992193627134
2019-04-04 09:32:50,-1.2500496096813567
2019-04-04 09:32:51,-0.6250248048406783
2019-04-04 09:32:52,-0.3125124024203392
2019-04-04 09:32:53,-0.1562562012101696
2019-04-04 09:32:54,1.4218718993949153
2019-04-04 09:32:55,0.7109359496974577
2019-04-04 09:32:56,0.35546797484872883
2019-04-04 09:32:57,3.1777339874243644
2019-04-04 09:32:58,5.088866993712182
2019-04-04 09:32:59,2.544433496856091
2019-04-04 09:33:00,2.7722167484280456
2019-04-04 09:33:01,1.3861083742140228
2019-04-04 09:33:02,0.6930541871070114
2019-04-04 09:33:03,0.3465270935535057
2019-04-04 09:33:04,-0.3267364532232472
2019-04-04 09:33:05,-0.1633682266116236
2019-04-04 09:33:06,-0.0816841133058118
2019-04-04 09:33:07,-0.5408420566529059
2019-04-04 09:33:08,-0.27042102832645293
2019-04-04 09:33:09,0.8647894858367735
2019-04-04 09:33:10,0.43239474291838675
2019-04-04 09:33:11,0.7161973714591934
2019-04-04 09:33:12,0.3580986857295967
2019-04-04 09:33:13,0.17904934286479834
2019-04-04 09:33:14,0.08952467143239917
2019-04-04 09:33:15,0.044762335716199586
2019-04-04 09:33:16,0.022381167858099793
2019-04-04 09:33:17,-2.48880941607095
2019-04-04 09:33:18,-1.244404708035475
2019-04-04 09:33:19,-0.6222023540177375
2019-04-04 09:33:20,-1.3111011770088687
2019-04-04 09:33:21,-0.6555505885044344
2019-04-04 09:33:22,-0.3277752942522172
2019-04-04 09:33:23,-0.1638876471261086
2019-04-04 09:33:24,2.918056176436946
2019-04-04 09:33:25,1.459028088218473
2019-04-04 09:33:26,0.7295140441092365
2019-04-04 09:33:27,0.36475702205461824
2019-04-04 09:33:28,0.18237851102730912
2019-04-04 09:33:29,0.09118925551365456
2019-04-04 09:33:30,0.04559462775682728
2019-04-04 09:33:31,0.02279731387841364
2019-04-04 09:33:32,0.01139865693920682
2019-04-04 09:33:33,0.00569932846960341
2019-04-04 09:33:34,0.002849664234801705
2019-04-04 09:33:35,0.0014248321174008525
2019-04-04 09:33:36,0.0007124160587004263
2019-04-04 09:33:37,0.5003562080293502
2019-04-04 09:33:38,0.2501781040146751
2019-04-04 09:33:39,-5.874910947992662
2019-04-04 09:33:40,-2.937455473996331
2019-04-04 09:33:41,-1.4687277369981655
2019-04-04 09:33:42,-0.7343638684990828
2019-04-04 09:33:43,-0.3671819342495414
2019-04-04 09:33:44,-0.1835909671247707
2019-04-04 09:33:45,-0.09179548356238534
2019-04-04 09:33:46,-0.04589774178119267
2019-04-04 09:33:47,-0.022948870890596336
2019-04-04 09:33:48,-0.5114744354452981
2019-04-04 09:33:49,0.24426278227735093
2019-04-04 09:33:50,0.12213139113867547
2019-04-04 09:33:51,0.06106569556933773
2019-04-04 09:33:52,-0.46946715221533114
2019-04-04 09:33:53,-0.23473357610766557
2019-04-04 09:33:54,1.8826332119461673
2019-04-04 09:33:55,0.9413166059730836
2019-04-04 09:33:56,0.4706583029865418
2019-04-04 09:33:57,0.2353291514932709
2019-04-04 09:33:58,0.11766457574663546
2019-04-04 09:33:59,0.05883228787331773
2019-04-04 09:34:00,0.029416143936658864
2019-04-04 09:34:01,-0.9852919280316705
2019-04-04 09:34:02,-1.9926459640158352
2019-04-04 09:34:03,-0.9963229820079176
2019-04-04 09:34:04,-0.4981614910039588
2019-04-04 09:34:05,0.2509192544980206
2019-04-04 09:34:06,4.62545962724901
2019-04-04 09:34:07,2.312729813624505
2019-04-04 09:34:08,1.1563649068122526
2019-04-04 09:34:09,0.5781824534061263
2019-04-04 09:34:10,-0.21090877329693686
2019-04-04 09:34:11,0.3945456133515316
2019-04-04 09:34:12,0.1972728066757658
2019-04-04 09:34:13,0.0986364033378829
2019-04-04 09:34:14,0.5493182016689414
2019-04-04 09:34:15,0.2746591008344707
2019-04-04 09:34:16,0.6373295504172354
2019-04-04 09:34:17,0.3186647752086177
2019-04-04 09:34:18,0.15933238760430884
2019-04-04 09:34:19,0.07966619380215442
2019-04-04 09:34:20,0.03983309690107721
2019-04-04 09:34:21,0.019916548450538606
2019-04-04 09:34:22,0.5099582742252693
2019-04-04 09:34:23,0.25497913711263465
2019-04-04 09:34:24,0.12748956855631732
2019-04-04 09:34:25,0.06374478427815866
2019-04-04 09:34:26,0.03187239213907933
2019-04-04 09:34:27,0.015936196069539665
2019-04-04 09:34:28,0.007968098034769833
2019-04-04 09:34:29,-3.996015950982615
2019-04-04 09:34:30,-2.4980079754913076
2019-04-04 09:34:31,-1.2490039877456538
2019-04-04 09:34:32,-2.124501993872827
2019-04-04 09:34:33,-1.0622509969364136
2019-04-04 09:34:34,-0.5311254984682068
2019-04-04 09:34:35,-0.2655627492341034
2019-04-04 09:34:36,0.8672186253829484
2019-04-04 09:34:37,-0.06639068730852582
2019-04-04 09:34:38,-0.5331953436542629
2019-04-04 09:34:39,-0.26659767182713145
2019-04-04 09:34:40,-0.13329883591356573
2019-04-04 09:34:41,-0.06664941795678286
2019-04-04 09:34:42,-0.03332470897839143
2019-04-04 09:34:43,-2.0166623544891955
2019-04-04 09:34:44,-1.0083311772445978
2019-04-04 09:34:45,-0.5041655886222989
2019-04-04 09:34:46,-0.25208279431114944
2019-04-04 09:34:47,-0.12604139715557472
2019-04-04 09:34:48,-0.06302069857778736
2019-04-04 09:34:49,-0.03151034928889368
2019-04-04 09:34:50,-0.01575517464444684
2019-04-04 09:34:51,-0.00787758732222342
2019-04-04 09:34:52,-0.00393879366111171
2019-04-04 09:34:53,-0.001969396830555855
2019-04-04 09:34:54,-0.0009846984152779275
2019-04-04 09:34:55,2.9995076507923613
2019-04-04 09:34:56,3.999753825396181
2019-04-04 09:34:57,1.9998769126980904
2019-04-04 09:34:58,0.9999384563490452
2019-04-04 09:34:59,0.4999692281745226
2019-04-04 09:35:00,0.2499846140872613
2019-04-04 09:35:01,0.12499230704363065
2019-04-04 09:35:02,-1.4375038464781846
2019-04-04 09:35:03,-2.2187519232390924
2019-04-04 09:35:04,-1.6093759616195462
2019-04-04 09:35:05,-0.8046879808097731
2019-04-04 09:35:06,-0.40234399040488655
2019-04-04 09:35:07,-0.20117199520244328
2019-04-04 09:35:08,-0.10058599760122164
2019-04-04 09:35:09,-0.05029299880061082
2019-04-04 09:35:10,-4.5251464994003054
2019-04-04 09:35:11,-2.2625732497001527
2019-04-04 09:35:12,-1.1312866248500764
2019-04-04 09:35:13,-0.5656433124250382
2019-04-04 09:35:14,3.717178343787481
2019-04-04 09:35:15,1.8585891718937404
2019-04-04 09:35:16,0.9292945859468702
2019-04-04 09:35:17,0.4646472929734351
2019-04-04 09:35:18,0.23232364648671755
2019-04-04 09:35:19,0.11616182324335877
2019-04-04 09:35:20,1.0580809116216794
2019-04-04 09:35:21,0.5290404558108397
2019-04-04 09:35:22,0.26452022790541985
2019-04-04 09:35:23,0.13226011395270992
2019-04-04 09:35:24,0.06613005697635496
2019-04-04 09:35:25,0.03306502848817748
2019-04-04 09:35:26,0.01653251424408874
2019-04-04 09:35:27,0.5082662571220443
2019-04-04 09:35:28,0.25413312856102216
2019-04-04 09:35:29,0.12706656428051108
2019-04-04 09:35:30,0.06353328214025554
2019-04-04 09:35:31,4.031766641070128
2019-04-04 09:35:32,2.015883320535064
2019-04-04 09:35:33,-0.49205833973246804
2019-04-04 09:35:34,-0.24602916986623402
2019-04-04 09:35:35,-1.623014584933117
2019-04-04 09:35:36,-0.8115072924665585
2019-04-04 09:35:37,-0.40575364623327925
2019-04-04 09:35:38,-0.7028768231166396
2019-04-04 09:35:39,-0.3514384115583198
2019-04-04 09:35:40,-0.1757192057791599
2019-04-04 09:35:41,3.91214039711042
2019-04-04 09:35:42,1.95607019855521
2019-04-04 09:35:43,3.978035099277605
2019-04-04 09:35:44,-0.010982450361197493
2019-04-04 09:35:45,-0.005491225180598747
2019-04-04 09:35:46,-0.0027456125902993733
2019-04-04 09:35:47,-0.0013728062951496867
2019-04-04 09:35:48,-0.0006864031475748433
2019-04-04 09:35:49,-0.00034320157378742167
2019-04-04 09:35:50,-0.00017160078689371083
2019-04-04 09:35:51,-8.580039344685542e-05
2019-04-04 09:35:52,-3.0000429001967235
2019-04-04 09:35:53,-1.5000214500983617
2019-04-04 09:35:54,-2.7500107250491808
2019-04-04 09:35:55,0.12499463747540962
2019-04-04 09:35:56,0.06249731873770481
2019-04-04 09:35:57,1.5312486593688523
2019-04-04 09:35:58,0.7656243296844262
2019-04-04 09:35:59,0.3828121648422131
2019-04-04 09:36:00,0.19140608242110654
2019-04-04 09:36:01,0.5957030412105533
2019-04-04 09:36:02,0.29785152060527664
2019-04-04 09:36:03,0.14892576030263832
2019-04-04 09:36:04,0.07446288015131916
2019-04-04 09:36:05,0.03723144007565958
2019-04-04 09:36:06,0.01861572003782979
2019-04-04 09:36:07,0.009307860018914895
2019-04-04 09:36:08,0.0046539300094574475
2019-04-04 09:36:09,0.0023269650047287238
2019-04-04 09:36:10,0.0011634825023643619
2019-04-04 09:36:11,0.0005817412511821809
2019-04-04 09:36:12,2.0002908706255913
2019-04-04 09:36:13,1.0001454353127956
2019-04-04 09:36:14,0.5000727176563978
2019-04-04 09:36:15,0.2500363588281989
2019-04-04 09:36:16,0.12501817941409946
2019-04-04 09:36:17,0.5625090897070497
2019-04-04 09:36:18,0.28125454485352486
2019-04-04 09:36:19,1.6406272724267623
2019-04-04 09:36:20,0.8203136362133812
2019-04-04 09:36:21,0.4101568181066906
2019-04-04 09:36:22,0.7050784090533453
2019-04-04 09:36:23,1.8525392045266726
2019-04-04 09:36:24,0.9262696022633363
2019-04-04 09:36:25,0.46313480113166816
2019-04-04 09:36:26,0.7315674005658341
2019-04-04 09:36:27,0.36578370028291707
2019-04-04 09:36:28,0.18289185014145853
2019-04-04 09:36:29,0.09144592507072927
2019-04-04 09:36:30,0.5457229625353647
2019-04-04 09:36:31,-1.7271385187323176
2019-04-04 09:36:32,-0.8635692593661588
2019-04-04 09:36:33,-0.4317846296830794
2019-04-04 09:36:34,-0.2158923148415397
2019-04-04 09:36:35,-0.10794615742076985
2019-04-04 09:36:36,-0.053973078710384925
2019-04-04 09:36:37,-3.0269865393551925
2019-04-04 09:36:38,-1.5134932696775962
2019-04-04 09:36:39,-0.7567466348387981
2019-04-04 09:36:40,-0.8783733174193991
2019-04-04 09:36:41,-0.43918665870969953
2019-04-04 09:36:42,-0.21959332935484976
2019-04-04 09:36:43,0.8902033353225751
2019-04-04 09:36:44,0.44510166766128756
2019-04-04 09:36:45,0.22255083383064378
2019-04-04 09:36:46,-3.388724583084678
2019-04-04 09:36:47,-1.694362291542339
2019-04-04 09:36:48,-0.8471811457711695
2019-04-04 09:36:49,-0.42359057288558477
2019-04-04 09:36:50,-0.21179528644279239
2019-04-04 09:36:51,-0.10589764322139619
2019-04-04 09:36:52,-0.052948821610698096
2019-04-04 09:36:53,-0.026474410805349048
2019-04-04 09:36:54,-0.013237205402674524
2019-04-04 09:36:55,-4.006618602701337
2019-04-04 09:36:56,-1.0033093013506686
2019-04-04 09:36:57,1.4983453493246657
2019-04-04 09:36:58,0.7491726746623328
2019-04-04 09:36:59,0.3745863373311664
2019-04-04 09:37:00,-1.8127068313344168
2019-04-04 09:37:01,0.5936465843327916
2019-04-04 09:37:02,-0.7031767078336042
2019-04-04 09:37:03,-0.3515883539168021
2019-04-04 09:37:04,-0.17579417695840105
2019-04-04 09:37:05,-0.08789708847920052
