h_m_s,ACB
2019-04-04 09:30:00,
2019-04-04 09:30:01,
2019-04-04 09:30:02,
2019-04-04 09:30:03,
2019-04-04 09:30:04,
2019-04-04 09:30:05,
2019-04-04 09:30:06,
2019-04-04 09:30:07,
2019-04-04 09:30:08,
2019-04-04 09:30:09,
2019-04-04 09:30:10,-0.00033233165763277224
2019-04-04 09:30:11,-0.0003681965026395305
2019-04-04 09:30:12,-0.00038199912877386624
2019-04-04 09:30:13,-0.0003421578222847491
2019-04-04 09:30:14,-0.001103277346073147
2019-04-04 09:30:15,-3.5935997986957763e-06
2019-04-04 09:30:16,-1.1638878843307083e-05
2019-04-04 09:30:17,-1.1638878843307083e-05
2019-04-04 09:30:18,-1.3105945184312981e-05
2019-04-04 09:30:19,-0.0010643906612154022
2019-04-04 09:30:20,0.0001470847796669705
2019-04-04 09:30:21,0.00040945892324969216
2019-04-04 09:30:22,0.00040945892324969216
2019-04-04 09:30:23,5.204538357434314e-05
2019-04-04 09:30:24,0.0011071512271600508
2019-04-04 09:30:25,1.856699901592227e-05
2019-04-04 09:30:26,1.856699901592227e-05
2019-04-04 09:30:27,1.856699901592227e-05
2019-04-04 09:30:28,1.856699901592227e-05
2019-04-04 09:30:29,0.0015919345644844357
2019-04-04 09:30:30,0.0007744718771094591
2019-04-04 09:30:31,0.000374631170639446
2019-04-04 09:30:32,-0.0003333403658305953
2019-04-04 09:30:33,-0.00023272259723554142
2019-04-04 09:30:34,-0.0004840592011033806
2019-04-04 09:30:35,-0.0004840592011033806
2019-04-04 09:30:36,-0.0004840592011033806
2019-04-04 09:30:37,-0.0004840592011033806
2019-04-04 09:30:38,-0.0004840592011033806
2019-04-04 09:30:39,-0.0008934399701592305
2019-04-04 09:30:40,-0.000979223433242467
2019-04-04 09:30:41,0.0006053066974992731
2019-04-04 09:30:42,0.0013127997088164312
2019-04-04 09:30:43,0.0015517354670116653
2019-04-04 09:30:44,0.0015270628465970124
2019-04-04 09:30:45,0.0015270628465970124
2019-04-04 09:30:46,0.0015826796523123726
2019-04-04 09:30:47,0.0017074083469869722
2019-04-04 09:30:48,0.0017074083469869722
2019-04-04 09:30:49,0.0022867305043993164
2019-04-04 09:30:50,0.0008499010458000895
2019-04-04 09:30:51,-0.0005797178077225412
2019-04-04 09:30:52,-0.0005785766864204227
2019-04-04 09:30:53,-0.0005607424229680008
2019-04-04 09:30:54,-0.0005774961956910886
2019-04-04 09:30:55,-0.0005953301601846751
2019-04-04 09:30:56,-0.0006508260233647372
2019-04-04 09:30:57,-0.0010792229871038667
2019-04-04 09:30:58,-0.000770676028953107
2019-04-04 09:30:59,-0.0013482310040860877
2019-04-04 09:31:00,4.5886083211232446e-06
2019-04-04 09:31:01,4.5886083211232446e-06
2019-04-04 09:31:02,4.5886083211232446e-06
2019-04-04 09:31:03,-2.559729692545379e-05
2019-04-04 09:31:04,0.0005527926889218194
2019-04-04 09:31:05,0.0005706471411945239
2019-04-04 09:31:06,0.0005706471411945239
2019-04-04 09:31:07,0.0008751110878769819
2019-04-04 09:31:08,0.000566055935464425
2019-04-04 09:31:09,0.0013306903070681808
2019-04-04 09:31:10,0.0013327048087946201
2019-04-04 09:31:11,0.0009492390526282743
2019-04-04 09:31:12,0.0013370662483713775
2019-04-04 09:31:13,0.0013385141954601676
2019-04-04 09:31:14,0.0007593822534509022
2019-04-04 09:31:15,0.0007593822534509022
2019-04-04 09:31:16,0.0007654966587868728
2019-04-04 09:31:17,0.0007860588778017221
2019-04-04 09:31:18,0.000790974064402119
2019-04-04 09:31:19,2.8596608990717472e-05
2019-04-04 09:31:20,2.832735850886132e-05
2019-04-04 09:31:21,0.0017593499474008371
2019-04-04 09:31:22,0.0013742834881171377
2019-04-04 09:31:23,0.0014457277832108368
2019-04-04 09:31:24,0.001495659608502995
2019-04-04 09:31:25,0.0022899615949474564
2019-04-04 09:31:26,0.0023086596609658643
2019-04-04 09:31:27,0.002290446280792448
2019-04-04 09:31:28,0.0020398963146624335
2019-04-04 09:31:29,0.002199739612885944
2019-04-04 09:31:30,0.0020228502800357273
2019-04-04 09:31:31,0.00047147435317118885
2019-04-04 09:31:32,0.0006070162005319975
2019-04-04 09:31:33,0.000723754002954415
2019-04-04 09:31:34,0.0006741483919577003
2019-04-04 09:31:35,-0.0003779554439300333
2019-04-04 09:31:36,-5.358161583237319e-05
2019-04-04 09:31:37,-5.595617181023358e-05
2019-04-04 09:31:38,0.00039843812255953125
2019-04-04 09:31:39,0.0003285629841134954
2019-04-04 09:31:40,0.0004669832579864623
2019-04-04 09:31:41,0.0006523830700387127
2019-04-04 09:31:42,0.0007668814831757231
2019-04-04 09:31:43,0.0005823223882106185
2019-04-04 09:31:44,0.0005747968922391717
2019-04-04 09:31:45,0.0008307484873303087
2019-04-04 09:31:46,0.0005031591273320048
2019-04-04 09:31:47,0.0004536312674284725
2019-04-04 09:31:48,0.00025041780657526574
2019-04-04 09:31:49,0.00015889892381753908
2019-04-04 09:31:50,0.00019531421075614
2019-04-04 09:31:51,0.00021800373278651753
2019-04-04 09:31:52,-3.482571776826021e-05
2019-04-04 09:31:53,-2.749936829280356e-05
2019-04-04 09:31:54,-1.265394838985626e-05
2019-04-04 09:31:55,3.1832328023978934e-05
2019-04-04 09:31:56,9.99413818193643e-06
2019-04-04 09:31:57,3.918648849882591e-05
2019-04-04 09:31:58,3.310905675870668e-05
2019-04-04 09:31:59,2.4610769931392686e-05
2019-04-04 09:32:00,2.3074835563510512e-05
2019-04-04 09:32:01,2.7700669481405842e-05
2019-04-04 09:32:02,2.7700669481405842e-05
2019-04-04 09:32:03,3.7936918777780653e-05
2019-04-04 09:32:04,2.037591999635948e-05
2019-04-04 09:32:05,-1.2179467153274104e-05
2019-04-04 09:32:06,-1.4295810461974489e-05
2019-04-04 09:32:07,1.986158060209467e-05
2019-04-04 09:32:08,1.986158060209467e-05
2019-04-04 09:32:09,3.79438700193513e-05
2019-04-04 09:32:10,-0.00142771599522673
2019-04-04 09:32:11,-0.001596097521150355
2019-04-04 09:32:12,-0.0018531764697151147
2019-04-04 09:32:13,-0.0018633933618377489
2019-04-04 09:32:14,-0.0014995099844978632
2019-04-04 09:32:15,-0.0030569486798708964
2019-04-04 09:32:16,-0.0033118559012257627
2019-04-04 09:32:17,-0.003307490942215236
2019-04-04 09:32:18,-0.003307490942215236
2019-04-04 09:32:19,-0.0033170429235897755
2019-04-04 09:32:20,-0.0018526230770201857
2019-04-04 09:32:21,-0.0016185081163421838
2019-04-04 09:32:22,-0.0029140784789029794
2019-04-04 09:32:23,-0.0022079432485060456
2019-04-04 09:32:24,-0.002550222778081811
