h_m_s,HSD
2019-04-04 09:30:00,
2019-04-04 09:30:01,
2019-04-04 09:30:02,
2019-04-04 09:30:03,
2019-04-04 09:30:04,
2019-04-04 09:30:05,
2019-04-04 09:30:06,
2019-04-04 09:30:07,
2019-04-04 09:30:08,
2019-04-04 09:30:09,0.009153256704980687
2019-04-04 09:30:10,0.009231034482758424
2019-04-04 09:30:11,0.009031034482758427
2019-04-04 09:30:12,-0.0009689655172413596
2019-04-04 09:30:13,-0.0009689655172413596
2019-04-04 09:30:14,0.008031034482758447
2019-04-04 09:30:15,0.007031034482758469
2019-04-04 09:30:16,-0.0029000000000015368
2019-04-04 09:30:17,0.0067000000000001225
2019-04-04 09:30:18,-0.003099999999999669
2019-04-04 09:30:19,-0.0028999999999996754
2019-04-04 09:30:20,0.00716363636363648
2019-04-04 09:30:21,0.0072272727272728494
2019-04-04 09:30:22,-0.0027727272727269374
2019-04-04 09:30:23,-0.0027727272727269374
2019-04-04 09:30:24,-0.001772727272726959
2019-04-04 09:30:25,-0.0007727272727269807
2019-04-04 09:30:26,-0.0007727272727271577
2019-04-04 09:30:27,-0.00027272727272725783
2019-04-04 09:30:28,-0.00027272727272725783
2019-04-04 09:30:29,-0.00027272727272725783
2019-04-04 09:30:30,-0.00013636363636363238
2019-04-04 09:30:31,-5.204170427930421e-18
2019-04-04 09:30:32,-5.204170427930421e-18
2019-04-04 09:30:33,-5.204170427930421e-18
2019-04-04 09:30:34,-5.204170427930421e-18
2019-04-04 09:30:35,-5.204170427930421e-18
2019-04-04 09:30:36,-5.204170427930421e-18
2019-04-04 09:30:37,0.00991666666666645
2019-04-04 09:30:38,-0.00048333333333503217
2019-04-04 09:30:39,-0.0008833333333349534
2019-04-04 09:30:40,-0.0012166666666681807
2019-04-04 09:30:41,-0.001466666666668042
2019-04-04 09:30:42,-0.0017166666666679035
2019-04-04 09:30:43,0.00728333333333368
2019-04-04 09:30:44,-0.0029166666666677367
2019-04-04 09:30:45,-0.0034166666666676365
2019-04-04 09:30:46,-0.0035833333333325224
2019-04-04 09:30:47,-0.00356666666666762
2019-04-04 09:30:48,-0.0036666666666676003
2019-04-04 09:30:49,-0.003266666666667504
2019-04-04 09:30:50,-0.002933333333334098
2019-04-04 09:30:51,-0.0026833333333340596
2019-04-04 09:30:52,-0.0024333333333340194
2019-04-04 09:30:53,-0.0014333333333338642
2019-04-04 09:30:54,-0.0012333333333338324
2019-04-04 09:30:55,-0.0007333333333337556
2019-04-04 09:30:56,-0.000566666666666913
2019-04-04 09:30:57,-0.000500000000000082
2019-04-04 09:30:58,-3.469446951953614e-18
2019-04-04 09:30:59,-3.469446951953614e-18
2019-04-04 09:31:00,-3.469446951953614e-18
2019-04-04 09:31:01,0.009000000000001403
2019-04-04 09:31:02,-0.0012000000000001905
2019-04-04 09:31:03,-0.0014222222222208085
2019-04-04 09:31:04,-0.0014222222222209872
2019-04-04 09:31:05,-0.0014222222222211641
2019-04-04 09:31:06,0.00855146198830476
2019-04-04 09:31:07,-0.001448538011695203
2019-04-04 09:31:08,0.008516979229683716
2019-04-04 09:31:09,-0.0014830207703162481
2019-04-04 09:31:10,0.00836313307583721
2019-04-04 09:31:11,0.009317678530382642
2019-04-04 09:31:12,0.009381314894018862
2019-04-04 09:31:13,0.009532108544812509
2019-04-04 09:31:14,-0.00046789145518887597
2019-04-04 09:31:15,-0.000467891455188699
2019-04-04 09:31:16,-0.00044157566571483703
2019-04-04 09:31:17,-0.0004415756657146601
2019-04-04 09:31:18,-0.00040709290709379196
2019-04-04 09:31:19,-0.000407092907093615
2019-04-04 09:31:20,-0.0002532467532472861
2019-04-04 09:31:21,-0.00020779220779256445
2019-04-04 09:31:22,0.00967857142857277
2019-04-04 09:31:23,0.00925000000000144
2019-04-04 09:31:24,-0.001083333333333509
2019-04-04 09:31:25,-0.001305555555554127
2019-04-04 09:31:26,-0.0013769841269846393
2019-04-04 09:31:27,-0.0014484126984133736
2019-04-04 09:31:28,-0.0015198412698421097
2019-04-04 09:31:29,-0.0015912698412708457
2019-04-04 09:31:30,-0.0020912698412709242
2019-04-04 09:31:31,-0.0021579365079359893
2019-04-04 09:31:32,-0.0019079365079361279
2019-04-04 09:31:33,-0.001407936507936228
2019-04-04 09:31:34,-0.00107460317460302
2019-04-04 09:31:35,-0.0008523809523808025
2019-04-04 09:31:36,-0.0008264069264067898
2019-04-04 09:31:37,-0.0007549783549782325
2019-04-04 09:31:38,-0.0006835497835496751
2019-04-04 09:31:39,-0.0006746212121211161
2019-04-04 09:31:40,-0.00017462121212121623
2019-04-04 09:31:41,-0.0001079545454545517
2019-04-04 09:31:42,-0.0001079545454545517
2019-04-04 09:31:43,-0.0001079545454545517
2019-04-04 09:31:44,-0.0001079545454545517
2019-04-04 09:31:45,-0.0001079545454545517
2019-04-04 09:31:46,-6.2500000000007e-05
2019-04-04 09:31:47,-0.00022916666666843687
2019-04-04 09:31:48,-0.0003958333333350904
2019-04-04 09:31:49,-0.0005000000000017456
2019-04-04 09:31:50,-0.0010000000000016471
2019-04-04 09:31:51,0.008333333333333323
2019-04-04 09:31:52,0.0076666666666667296
2019-04-04 09:31:53,-0.002450980392156585
2019-04-04 09:31:54,0.007453781512605109
2019-04-04 09:31:55,-0.0026262184873946763
2019-04-04 09:31:56,-0.0026262184873946763
2019-04-04 09:31:57,-0.002459551820728023
2019-04-04 09:31:58,-0.0022928851540613693
2019-04-04 09:31:59,-0.0021262184873947158
2019-04-04 09:32:00,-0.0016262184873948142
2019-04-04 09:32:01,-0.000959551820728221
2019-04-04 09:32:02,-0.0002928851540616277
2019-04-04 09:32:03,-0.00025857142857319514
2019-04-04 09:32:04,-0.0002466666666684197
2019-04-04 09:32:05,-0.0002500000000017384
2019-04-04 09:32:06,-0.0002500000000015615
2019-04-04 09:32:07,-0.00025000000000138453
2019-04-04 09:32:08,-0.00025000000000120585
2019-04-04 09:32:09,-0.0002500000000010289
2019-04-04 09:32:10,-0.00025000000000085024
2019-04-04 09:32:11,-0.0002500000000006733
2019-04-04 09:32:12,-0.00025000000000049635
2019-04-04 09:32:13,-0.00016666666666700046
2019-04-04 09:32:14,-8.33333333335063e-05
2019-04-04 09:32:15,-1.0408340855860843e-17
2019-04-04 09:32:16,-1.0408340855860843e-17
2019-04-04 09:32:17,-1.0408340855860843e-17
2019-04-04 09:32:18,-0.0005000000000000889
2019-04-04 09:32:19,-0.0010000000000001674
2019-04-04 09:32:20,-0.001500000000000246
2019-04-04 09:32:21,-0.0020000000000003244
2019-04-04 09:32:22,-0.002500000000000401
2019-04-04 09:32:23,-0.0030000000000004797
