h_m_s,SMU.UN
2019-04-04 09:30:00,100.0
2019-04-04 09:30:01,33.333333333333336
2019-04-04 09:30:02,14.285714285714286
2019-04-04 09:30:03,6.666666666666667
2019-04-04 09:30:04,3.225806451612903
2019-04-04 09:30:05,1.5873015873015872
2019-04-04 09:30:06,0.7874015748031497
2019-04-04 09:30:07,0.39215686274509803
2019-04-04 09:30:08,0.19569471624266144
2019-04-04 09:30:09,0.09775171065493646
2019-04-04 09:30:10,0.048851978505129456
2019-04-04 09:30:11,0.02442002442002442
2019-04-04 09:30:12,0.012208521548040533
2019-04-04 09:30:13,0.0061038881767686015
2019-04-04 09:30:14,0.0030518509475997192
2019-04-04 09:30:15,0.0015259021896696422
2019-04-04 09:30:16,0.0007629452739355006
2019-04-04 09:30:17,0.00038147118175957395
2019-04-04 09:30:18,0.0001907352270798246
2019-04-04 09:30:19,9.536752259018191e-05
2019-04-04 09:30:20,4.7683738557690886e-05
2019-04-04 09:30:21,2.384186359449949e-05
2019-04-04 09:30:22,1.1920930376163766e-05
2019-04-04 09:30:23,5.9604648328104516e-06
2019-04-04 09:30:24,2.9802323275873758e-06
2019-04-04 09:30:25,1.4901161415892265e-06
2019-04-04 09:30:26,7.450580652434979e-07
2019-04-04 09:30:27,3.725290312339702e-07
2019-04-04 09:30:28,1.862645152700404e-07
2019-04-04 09:30:29,9.313225754828403e-08
2019-04-04 09:30:30,4.656612875245797e-08
2019-04-04 09:30:31,2.3283064370807974e-08
2019-04-04 09:30:32,1.1641532184048734e-08
2019-04-04 09:30:33,5.820766091685554e-09
2019-04-04 09:30:34,2.9103830457580737e-09
2019-04-04 09:30:35,1.455191522857861e-09
2019-04-04 09:30:36,7.275957614236365e-10
2019-04-04 09:30:37,3.637978807104948e-10
2019-04-04 09:30:38,1.8189894035491652e-10
2019-04-04 09:30:39,9.094947017737554e-11
2019-04-04 09:30:40,4.547473508866709e-11
2019-04-04 09:30:41,2.2737367544328376e-11
2019-04-04 09:30:42,1.1368683772162895e-11
2019-04-04 09:30:43,5.684341886081125e-12
2019-04-04 09:30:44,2.8421709430404815e-12
2019-04-04 09:30:45,1.4210854715202206e-12
2019-04-04 09:30:46,7.105427357601052e-13
2019-04-04 09:30:47,3.5527136788005136e-13
2019-04-04 09:30:48,1.7763568394002537e-13
2019-04-04 09:30:49,8.88178419700126e-14
2019-04-04 09:30:50,4.440892098500628e-14
2019-04-04 09:30:51,2.2204460492503137e-14
2019-04-04 09:30:52,1.1102230246251567e-14
2019-04-04 09:30:53,5.551115123125783e-15
2019-04-04 09:30:54,2.7755575615628914e-15
2019-04-04 09:30:55,1.3877787807814457e-15
2019-04-04 09:30:56,6.938893903907228e-16
2019-04-04 09:30:57,3.469446951953614e-16
2019-04-04 09:30:58,1.734723475976807e-16
2019-04-04 09:30:59,8.673617379884035e-17
2019-04-04 09:31:00,4.336808689942018e-17
2019-04-04 09:31:01,2.168404344971009e-17
2019-04-04 09:31:02,1.0842021724855044e-17
2019-04-04 09:31:03,5.421010862427522e-18
2019-04-04 09:31:04,2.710505431213761e-18
2019-04-04 09:31:05,1.3552527156068805e-18
2019-04-04 09:31:06,6.776263578034403e-19
2019-04-04 09:31:07,3.3881317890172014e-19
2019-04-04 09:31:08,1.6940658945086007e-19
2019-04-04 09:31:09,8.470329472543003e-20
2019-04-04 09:31:10,4.2351647362715017e-20
2019-04-04 09:31:11,2.1175823681357508e-20
2019-04-04 09:31:12,1.0587911840678754e-20
2019-04-04 09:31:13,5.293955920339377e-21
2019-04-04 09:31:14,2.6469779601696886e-21
2019-04-04 09:31:15,1.3234889800848443e-21
2019-04-04 09:31:16,6.617444900424221e-22
2019-04-04 09:31:17,3.3087224502121107e-22
2019-04-04 09:31:18,1.6543612251060553e-22
2019-04-04 09:31:19,8.271806125530277e-23
2019-04-04 09:31:20,4.1359030627651384e-23
2019-04-04 09:31:21,2.0679515313825692e-23
2019-04-04 09:31:22,1.0339757656912846e-23
2019-04-04 09:31:23,5.169878828456423e-24
2019-04-04 09:31:24,2.5849394142282115e-24
2019-04-04 09:31:25,1.2924697071141057e-24
2019-04-04 09:31:26,6.462348535570529e-25
2019-04-04 09:31:27,3.2311742677852644e-25
2019-04-04 09:31:28,1.6155871338926322e-25
2019-04-04 09:31:29,8.077935669463161e-26
2019-04-04 09:31:30,4.0389678347315804e-26
2019-04-04 09:31:31,2.0194839173657902e-26
2019-04-04 09:31:32,1.0097419586828951e-26
2019-04-04 09:31:33,5.0487097934144756e-27
2019-04-04 09:31:34,2.5243548967072378e-27
2019-04-04 09:31:35,1.2621774483536189e-27
2019-04-04 09:31:36,6.310887241768094e-28
