h_m_s,TD
2019-04-04 09:30:00,-3000.0
2019-04-04 09:30:01,-1733.3333333333333
2019-04-04 09:30:02,-742.8571428571429
2019-04-04 09:30:03,-80.0
2019-04-04 09:30:04,12.903225806451612
2019-04-04 09:30:05,6.349206349206349
2019-04-04 09:30:06,3.1496062992125986
2019-04-04 09:30:07,1.5686274509803921
2019-04-04 09:30:08,0.7827788649706457
2019-04-04 09:30:09,0.39100684261974583
2019-04-04 09:30:10,450.4152418172936
2019-04-04 09:30:11,225.15262515262515
2019-04-04 09:30:12,1062.67854962764
2019-04-04 09:30:13,431.3007385704694
2019-04-04 09:30:14,315.64683980834377
2019-04-04 09:30:15,257.8225375753414
2019-04-04 09:30:16,378.91219262842276
2019-04-04 09:30:17,739.4574716853016
2019-04-04 09:30:18,369.7280306397069
2019-04-04 09:30:19,184.86383901962188
2019-04-04 09:30:20,92.43187543481609
2019-04-04 09:30:21,46.21592669866722
2019-04-04 09:30:22,23.107960594649384
2019-04-04 09:30:23,11.55397960865376
2019-04-04 09:30:24,5.776989632159163
2019-04-04 09:30:25,2.8884947730376536
2019-04-04 09:30:26,1.4442473757583452
2019-04-04 09:30:27,-399.2778778049271
2019-04-04 09:30:28,-199.63893853060702
2019-04-04 09:30:29,-99.8194691723394
2019-04-04 09:30:30,-49.90973456292866
2019-04-04 09:30:31,-24.954867275654074
2019-04-04 09:30:32,-12.477433636374473
2019-04-04 09:30:33,-6.238716817824096
2019-04-04 09:30:34,-3.1193584088212623
2019-04-04 09:30:35,-1.5596792043879348
2019-04-04 09:30:36,-0.7798396021882934
2019-04-04 09:30:37,-200.38991980182033
2019-04-04 09:30:38,-700.1949599018193
2019-04-04 09:30:39,-500.0974799507277
2019-04-04 09:30:40,-250.04873997525013
2019-04-04 09:30:41,-125.02436998759663
2019-04-04 09:30:42,-62.51218499379121
2019-04-04 09:30:43,-81.25609249689667
2019-04-04 09:30:44,-40.628046248447184
2019-04-04 09:30:45,-20.3140231242233
2019-04-04 09:30:46,-10.15701156211158
2019-04-04 09:30:47,-55.07850578105595
2019-04-04 09:30:48,-77.53925289052802
2019-04-04 09:30:49,-38.769626445263974
2019-04-04 09:30:50,-19.384813222631976
2019-04-04 09:30:51,-9.692406611315986
2019-04-04 09:30:52,-204.846203305658
2019-04-04 09:30:53,-152.423101652829
2019-04-04 09:30:54,-126.2115508264145
2019-04-04 09:30:55,-63.10577541320725
2019-04-04 09:30:56,118.44711229339637
2019-04-04 09:30:57,-340.7764438533018
2019-04-04 09:30:58,-220.3882219266509
2019-04-04 09:30:59,-110.19411096332546
2019-04-04 09:31:00,-55.09705548166273
2019-04-04 09:31:01,-27.548527740831364
2019-04-04 09:31:02,-13.774263870415682
2019-04-04 09:31:03,-56.88713193520784
2019-04-04 09:31:04,-28.44356596760392
2019-04-04 09:31:05,-14.22178298380196
2019-04-04 09:31:06,242.889108508099
2019-04-04 09:31:07,71.4445542540495
2019-04-04 09:31:08,35.72227712702475
2019-04-04 09:31:09,-32.13886143648762
2019-04-04 09:31:10,-16.06943071824381
2019-04-04 09:31:11,-8.034715359121906
2019-04-04 09:31:12,-254.01735767956094
2019-04-04 09:31:13,-127.00867883978047
2019-04-04 09:31:14,-63.504339419890236
2019-04-04 09:31:15,-31.752169709945118
2019-04-04 09:31:16,-15.876084854972559
2019-04-04 09:31:17,-207.93804242748627
2019-04-04 09:31:18,-103.96902121374313
2019-04-04 09:31:19,-51.98451060687157
2019-04-04 09:31:20,-25.992255303435783
2019-04-04 09:31:21,-12.996127651717892
2019-04-04 09:31:22,-6.498063825858946
2019-04-04 09:31:23,-3.249031912929473
2019-04-04 09:31:24,-1.6245159564647365
2019-04-04 09:31:25,49.18774202176763
2019-04-04 09:31:26,-125.40612898911618
2019-04-04 09:31:27,-62.70306449455809
2019-04-04 09:31:28,-31.351532247279046
2019-04-04 09:31:29,-15.675766123639523
2019-04-04 09:31:30,-7.8378830618197615
2019-04-04 09:31:31,-3.9189415309098807
2019-04-04 09:31:32,-151.95947076545494
2019-04-04 09:31:33,-75.97973538272747
2019-04-04 09:31:34,-37.989867691363735
2019-04-04 09:31:35,-18.994933845681867
2019-04-04 09:31:36,-9.497466922840934
2019-04-04 09:31:37,-4.748733461420467
2019-04-04 09:31:38,-2.3743667307102334
2019-04-04 09:31:39,-1.1871833653551167
2019-04-04 09:31:40,-0.5935916826775584
2019-04-04 09:31:41,-350.2967958413388
2019-04-04 09:31:42,-175.1483979206694
2019-04-04 09:31:43,-87.5741989603347
2019-04-04 09:31:44,-43.78709948016735
2019-04-04 09:31:45,-21.893549740083674
2019-04-04 09:31:46,-10.946774870041837
2019-04-04 09:31:47,-5.473387435020919
2019-04-04 09:31:48,-2.7366937175104593
2019-04-04 09:31:49,-1.3683468587552297
2019-04-04 09:31:50,-0.6841734293776148
2019-04-04 09:31:51,-0.3420867146888074
2019-04-04 09:31:52,-0.1710433573444037
2019-04-04 09:31:53,-0.08552167867220185
2019-04-04 09:31:54,-0.04276083933610093
2019-04-04 09:31:55,-50.02138041966805
2019-04-04 09:31:56,-25.010690209834024
2019-04-04 09:31:57,-12.505345104917012
2019-04-04 09:31:58,-6.252672552458506
2019-04-04 09:31:59,-3.126336276229253
2019-04-04 09:32:00,-1.5631681381146265
2019-04-04 09:32:01,-0.7815840690573133
2019-04-04 09:32:02,-100.39079203452866
2019-04-04 09:32:03,-50.19539601726433
2019-04-04 09:32:04,-25.097698008632165
2019-04-04 09:32:05,-12.548849004316082
2019-04-04 09:32:06,-56.27442450215804
