h_m_s,CRON
2019-04-05 09:30:00,0.0024076561044366796
2019-04-05 09:30:01,0.00010143016533107723
2019-04-05 09:30:02,0.00020279862096933706
2019-04-05 09:30:03,0.00020279862096933706
2019-04-05 09:30:04,0.00020279862096933706
2019-04-05 09:30:05,0.00020279862096933706
2019-04-05 09:30:06,0.0005070993914808456
2019-04-05 09:30:07,0.00013518994186834614
2019-04-05 09:30:08,0.00013518994186834614
2019-04-05 09:30:09,0.00013518994186834614
2019-04-05 09:30:10,0.00013518994186834614
2019-04-05 09:30:11,0.00013518994186834614
2019-04-05 09:30:12,0.00013518994186834614
2019-04-05 09:30:13,0.00013518994186834614
2019-04-05 09:30:14,0.00020283975659239587
2019-04-05 09:30:15,-0.0002162454385727563
2019-04-05 09:30:16,-0.0002162454385727563
2019-04-05 09:30:17,-0.0002162454385727563
2019-04-05 09:30:18,-0.0002162454385727563
2019-04-05 09:30:19,-0.001079622132253736
2019-04-05 09:30:20,6.754931099711039e-05
2019-04-05 09:30:21,6.754931099711039e-05
2019-04-05 09:30:22,0.00012158054711246662
2019-04-05 09:30:23,0.00012158054711246662
2019-04-05 09:30:24,0.00012158054711246662
2019-04-05 09:30:25,0.00012158054711246662
2019-04-05 09:30:26,-0.00012156576707999488
2019-04-05 09:30:27,-0.00012156576707999488
2019-04-05 09:30:28,0.00012158054711246662
2019-04-05 09:30:29,-0.00012156576707999488
2019-04-05 09:30:30,-0.00012156576707999488
2019-04-05 09:30:31,-0.00012156576707999488
2019-04-05 09:30:32,-0.00012156576707999488
2019-04-05 09:30:33,-0.00012156576707999488
2019-04-05 09:30:34,-0.00012156576707999488
2019-04-05 09:30:35,-0.0005211650935202003
2019-04-05 09:30:36,-0.0003861003861003847
2019-04-05 09:30:37,0.0006763154335181545
2019-04-05 09:30:38,0.0
2019-04-05 09:30:39,0.0002706359945873224
2019-04-05 09:30:40,-0.00033329469047063464
2019-04-05 09:30:41,-0.0004329590041942427
2019-04-05 09:30:42,0.0002841485691089059
2019-04-05 09:30:43,-0.0002705261734073194
