h_m_s,PVG
2019-04-05 09:30:00,-0.0012626262626263104
2019-04-05 09:30:01,-0.0005617977528090765
2019-04-05 09:30:02,-0.00038517091959548537
2019-04-05 09:30:03,-0.00038517091959548537
2019-04-05 09:30:04,-0.00038517091959548537
2019-04-05 09:30:05,-0.00038517091959548537
2019-04-05 09:30:06,-0.0005617977528090765
2019-04-05 09:30:07,-0.0005617977528090765
2019-04-05 09:30:08,-0.0006738544474392789
2019-04-05 09:30:09,-0.0002408477842004444
2019-04-05 09:30:10,-0.0009277220207471733
2019-04-05 09:30:11,-0.00012043839576067286
2019-04-05 09:30:12,-0.00012043839576067286
2019-04-05 09:30:13,-0.00012043839576067286
2019-04-05 09:30:14,-0.00012043839576067286
2019-04-05 09:30:15,-0.00012043839576067286
2019-04-05 09:30:16,-0.00012043839576067286
2019-04-05 09:30:17,-0.00012043839576067286
2019-04-05 09:30:18,-0.00012043839576067286
2019-04-05 09:30:19,-0.00012043839576067286
2019-04-05 09:30:20,-0.00012043839576067286
2019-04-05 09:30:21,0.00021380370147655115
2019-04-05 09:30:22,-0.0001683218313414317
2019-04-05 09:30:23,-0.0001683218313414317
2019-04-05 09:30:24,-0.0001683218313414317
2019-04-05 09:30:25,-0.0001683218313414317
2019-04-05 09:30:26,-0.0001683218313414317
2019-04-05 09:30:27,-0.0001683218313414317
2019-04-05 09:30:28,-0.0001683218313414317
2019-04-05 09:30:29,-0.0001683218313414317
2019-04-05 09:30:30,-0.0001683218313414317
2019-04-05 09:30:31,0.000722804481387812
2019-04-05 09:30:32,-0.0011081456509185856
2019-04-05 09:30:33,-0.0011081456509185856
2019-04-05 09:30:34,-0.0011081456509185856
2019-04-05 09:30:35,-3.7269253152892636e-05
2019-04-05 09:30:36,-3.7269253152892636e-05
2019-04-05 09:30:37,-3.7269253152892636e-05
2019-04-05 09:30:38,0.0003766447368422299
2019-04-05 09:30:39,0.0003766447368422299
2019-04-05 09:30:40,0.00022834584720183012
2019-04-05 09:30:41,0.00047656250000004954
2019-04-05 09:30:42,0.0008435259384225885
2019-04-05 09:30:43,0.0008435259384225885
2019-04-05 09:30:44,0.0008435259384225885
2019-04-05 09:30:45,0.0008435259384225885
2019-04-05 09:30:46,0.0008435259384225885
2019-04-05 09:30:47,0.0008435259384225885
2019-04-05 09:30:48,0.0008435259384225885
2019-04-05 09:30:49,0.0004930902484915133
2019-04-05 09:30:50,0.0004930902484915133
2019-04-05 09:30:51,-0.0002251111486296111
2019-04-05 09:30:52,-0.0002251111486296111
2019-04-05 09:30:53,-0.0002251111486296111
2019-04-05 09:30:54,-0.0002251111486296111
2019-04-05 09:30:55,-0.0002251111486296111
2019-04-05 09:30:56,-0.0002251111486296111
2019-04-05 09:30:57,-0.00022280856053942858
2019-04-05 09:30:58,0.0
2019-04-05 09:30:59,0.0
2019-04-05 09:31:00,0.0
2019-04-05 09:31:01,-0.00021105951878440512
2019-04-05 09:31:02,2.0106969075548997e-05
2019-04-05 09:31:03,7.506803040259405e-05
2019-04-05 09:31:04,-0.0001407261469181194
2019-04-05 09:31:05,3.0157724901334593e-05
2019-04-05 09:31:06,-2.8148398356167936e-05
2019-04-05 09:31:07,-2.8148398356167936e-05
2019-04-05 09:31:08,-2.8148398356167936e-05
2019-04-05 09:31:09,-2.8148398356167936e-05
2019-04-05 09:31:10,0.0008454106280193056
2019-04-05 09:31:11,0.0007395668251452
2019-04-05 09:31:12,0.0007395668251452
2019-04-05 09:31:13,-0.0013820638820638254
2019-04-05 09:31:14,-0.0011822327309577033
2019-04-05 09:31:15,-0.0011822327309577033
2019-04-05 09:31:16,-0.0011822327309577033
2019-04-05 09:31:17,-0.0011822327309577033
2019-04-05 09:31:18,-0.0011822327309577033
2019-04-05 09:31:19,-0.0011822327309577033
2019-04-05 09:31:20,-0.00028169014084511446
2019-04-05 09:31:21,5.642067253433523e-05
2019-04-05 09:31:22,5.642067253433523e-05
2019-04-05 09:31:23,5.642067253433523e-05
2019-04-05 09:31:24,5.642067253433523e-05
2019-04-05 09:31:25,-0.00033840947546527573
2019-04-05 09:31:26,-0.00033840947546527573
2019-04-05 09:31:27,-0.00033840947546527573
2019-04-05 09:31:28,-0.00033840947546527573
2019-04-05 09:31:29,-0.00033840947546527573
2019-04-05 09:31:30,-0.00033840947546527573
2019-04-05 09:31:31,0.0007905138339921583
2019-04-05 09:31:32,0.0007905138339921583
2019-04-05 09:31:33,0.0007905138339921583
2019-04-05 09:31:34,0.0007905138339921583
2019-04-05 09:31:35,0.0007905138339921583
2019-04-05 09:31:36,0.0007905138339921583
2019-04-05 09:31:37,-0.00014116318464146756
2019-04-05 09:31:38,0.0007636178516884729
2019-04-05 09:31:39,0.00020560267283471051
2019-04-05 09:31:40,0.00020560267283471051
2019-04-05 09:31:41,-0.00029156769086957944
2019-04-05 09:31:42,-0.00019106657608696377
2019-04-05 09:31:43,-0.00019106657608696377
2019-04-05 09:31:44,-0.0006134969325152824
2019-04-05 09:31:45,-0.0004247637251779362
2019-04-05 09:31:46,2.4852623940126885e-05
2019-04-05 09:31:47,2.4852623940126885e-05
2019-04-05 09:31:48,2.4852623940126885e-05
2019-04-05 09:31:49,2.4852623940126885e-05
2019-04-05 09:31:50,-5.9020031398552704e-05
2019-04-05 09:31:51,-5.9020031398552704e-05
2019-04-05 09:31:52,-5.9020031398552704e-05
2019-04-05 09:31:53,-5.9020031398552704e-05
2019-04-05 09:31:54,-5.9020031398552704e-05
2019-04-05 09:31:55,-5.9020031398552704e-05
2019-04-05 09:31:56,-5.9020031398552704e-05
2019-04-05 09:31:57,-5.9020031398552704e-05
2019-04-05 09:31:58,-5.9020031398552704e-05
2019-04-05 09:31:59,-5.9020031398552704e-05
2019-04-05 09:32:00,-5.9020031398552704e-05
2019-04-05 09:32:01,-5.9020031398552704e-05
2019-04-05 09:32:02,-5.9020031398552704e-05
2019-04-05 09:32:03,-5.9020031398552704e-05
2019-04-05 09:32:04,-5.9020031398552704e-05
2019-04-05 09:32:05,-4.72188119746981e-05
2019-04-05 09:32:06,4.7221041696187194e-05
2019-04-05 09:32:07,4.7221041696187194e-05
2019-04-05 09:32:08,4.7221041696187194e-05
2019-04-05 09:32:09,4.7221041696187194e-05
2019-04-05 09:32:10,4.7221041696187194e-05
2019-04-05 09:32:11,0.0
2019-04-05 09:32:12,0.0
2019-04-05 09:32:13,0.0
2019-04-05 09:32:14,0.0
2019-04-05 09:32:15,-6.076072426773484e-05
2019-04-05 09:32:16,-0.00042535091450453266
2019-04-05 09:32:17,-0.00042535091450453266
2019-04-05 09:32:18,0.0004540295119183759
2019-04-05 09:32:19,0.00040531776913099726
2019-04-05 09:32:20,0.00040531776913099726
2019-04-05 09:32:21,0.00040531776913099726
2019-04-05 09:32:22,0.00040531776913099726
2019-04-05 09:32:23,0.00040531776913099726
2019-04-05 09:32:24,-0.000793735413631011
2019-04-05 09:32:25,-0.000793735413631011
2019-04-05 09:32:26,-0.000793735413631011
2019-04-05 09:32:27,5.6915196357496994e-05
2019-04-05 09:32:28,5.6915196357496994e-05
2019-04-05 09:32:29,5.6915196357496994e-05
2019-04-05 09:32:30,5.6915196357496994e-05
2019-04-05 09:32:31,5.6915196357496994e-05
2019-04-05 09:32:32,8.130742336772286e-05
2019-04-05 09:32:33,4.6362477301825e-05
2019-04-05 09:32:34,0.0003415300546447711
2019-04-05 09:32:35,0.0003415300546447711
2019-04-05 09:32:36,0.0001829602976154244
2019-04-05 09:32:37,-2.6270852489242044e-05
2019-04-05 09:32:38,-2.6270852489242044e-05
2019-04-05 09:32:39,-2.6270852489242044e-05
2019-04-05 09:32:40,-2.6270852489242044e-05
2019-04-05 09:32:41,-2.6270852489242044e-05
2019-04-05 09:32:42,-2.6270852489242044e-05
2019-04-05 09:32:43,0.0002656496081667481
2019-04-05 09:32:44,-0.0002818316607236299
2019-04-05 09:32:45,-0.0002574490860556981
2019-04-05 09:32:46,-0.0002574490860556981
2019-04-05 09:32:47,-0.0002574490860556981
2019-04-05 09:32:48,-0.00014226774790157296
2019-04-05 09:32:49,-0.00014226774790157296
2019-04-05 09:32:50,-0.00014226774790157296
2019-04-05 09:32:51,-0.00014226774790157296
2019-04-05 09:32:52,-0.00014226774790157296
2019-04-05 09:32:53,-0.00014226774790157296
2019-04-05 09:32:54,-0.00014226774790157296
2019-04-05 09:32:55,-0.00014226774790157296
2019-04-05 09:32:56,-0.00014226774790157296
2019-04-05 09:32:57,-0.00014226774790157296
2019-04-05 09:32:58,-0.00014226774790157296
2019-04-05 09:32:59,-0.00014226774790157296
2019-04-05 09:33:00,-0.00014226774790157296
2019-04-05 09:33:01,-0.00014226774790157296
2019-04-05 09:33:02,-0.00014226774790157296
2019-04-05 09:33:03,-0.00014226774790157296
2019-04-05 09:33:04,-0.00014226774790157296
2019-04-05 09:33:05,-0.00014226774790157296
2019-04-05 09:33:06,-0.00014226774790157296
2019-04-05 09:33:07,-0.00014226774790157296
2019-04-05 09:33:08,-0.00014226774790157296
2019-04-05 09:33:09,-0.00014226774790157296
2019-04-05 09:33:10,-0.00014226774790157296
2019-04-05 09:33:11,-0.00014226774790157296
2019-04-05 09:33:12,-0.00014226774790157296
2019-04-05 09:33:13,-0.00014226774790157296
2019-04-05 09:33:14,-0.00014226774790157296
2019-04-05 09:33:15,-0.00014226774790157296
2019-04-05 09:33:16,-0.00014226774790157296
2019-04-05 09:33:17,-0.00014226774790157296
2019-04-05 09:33:18,0.0005365700223878023
2019-04-05 09:33:19,4.0655364475327214e-05
2019-04-05 09:33:20,-0.00017785366200689064
2019-04-05 09:33:21,-5.473094268587037e-05
2019-04-05 09:33:22,0.00017788529955883436
2019-04-05 09:33:23,0.0007354336686277105
2019-04-05 09:33:24,0.0007354336686277105
2019-04-05 09:33:25,0.0007354336686277105
2019-04-05 09:33:26,0.0007354336686277105
2019-04-05 09:33:27,0.0007354336686277105
2019-04-05 09:33:28,0.0007354336686277105
2019-04-05 09:33:29,0.0007354336686277105
2019-04-05 09:33:30,-0.0002474318282652765
2019-04-05 09:33:31,-0.0003281485856795188
2019-04-05 09:33:32,-0.0003281485856795188
2019-04-05 09:33:33,-0.0003281485856795188
2019-04-05 09:33:34,-0.0003281485856795188
2019-04-05 09:33:35,-0.0003281485856795188
2019-04-05 09:33:36,-0.0003281485856795188
2019-04-05 09:33:37,-0.0003281485856795188
2019-04-05 09:33:38,-0.0003281485856795188
2019-04-05 09:33:39,-0.0003281485856795188
2019-04-05 09:33:40,-0.0003281485856795188
2019-04-05 09:33:41,-0.0003281485856795188
2019-04-05 09:33:42,-0.00019809523809529613
2019-04-05 09:33:43,-0.00019809523809529613
2019-04-05 09:33:44,-0.00013720359004914607
2019-04-05 09:33:45,-0.00013720359004914607
2019-04-05 09:33:46,-0.00013720359004914607
2019-04-05 09:33:47,-0.00013720359004914607
2019-04-05 09:33:48,-0.00013720359004914607
2019-04-05 09:33:49,-0.00013720359004914607
2019-04-05 09:33:50,-0.00011513402955551403
2019-04-05 09:33:51,-0.00011513402955551403
2019-04-05 09:33:52,-0.00011513402955551403
2019-04-05 09:33:53,0.0005023181694833118
2019-04-05 09:33:54,9.10515556991963e-05
2019-04-05 09:33:55,-0.00012638135762359776
2019-04-05 09:33:56,1.1832350385482369e-05
2019-04-05 09:33:57,6.090180345459941e-06
2019-04-05 09:33:58,6.090180345459941e-06
2019-04-05 09:33:59,6.090180345459941e-06
2019-04-05 09:34:00,6.090180345459941e-06
2019-04-05 09:34:01,6.090180345459941e-06
2019-04-05 09:34:02,6.090180345459941e-06
2019-04-05 09:34:03,-2.2385026655711174e-05
2019-04-05 09:34:04,0.0
2019-04-05 09:34:05,0.0
2019-04-05 09:34:06,0.0
2019-04-05 09:34:07,0.0
2019-04-05 09:34:08,0.0002563445270443573
2019-04-05 09:34:09,0.00033385197799649924
2019-04-05 09:34:10,0.00033385197799649924
2019-04-05 09:34:11,0.00033385197799649924
2019-04-05 09:34:12,0.00033385197799649924
2019-04-05 09:34:13,0.00033385197799649924
2019-04-05 09:34:14,0.00010679196924396749
2019-04-05 09:34:15,0.00010679196924396749
2019-04-05 09:34:16,-0.00014644504649630782
2019-04-05 09:34:17,0.0001423892923252394
2019-04-05 09:34:18,0.0001423892923252394
2019-04-05 09:34:19,0.0001423892923252394
2019-04-05 09:34:20,0.0001423892923252394
2019-04-05 09:34:21,0.00025252844101570515
2019-04-05 09:34:22,0.00025252844101570515
2019-04-05 09:34:23,0.00025252844101570515
2019-04-05 09:34:24,-0.0001187615906745182
2019-04-05 09:34:25,0.0002618125697593356
2019-04-05 09:34:26,0.00034176349965819885
2019-04-05 09:34:27,0.00034176349965819885
2019-04-05 09:34:28,0.00034176349965819885
2019-04-05 09:34:29,0.0002504087554684512
2019-04-05 09:34:30,0.0002504087554684512
2019-04-05 09:34:31,0.0002504087554684512
2019-04-05 09:34:32,0.0002504087554684512
2019-04-05 09:34:33,5.890495685255732e-06
2019-04-05 09:34:34,5.890495685255732e-06
2019-04-05 09:34:35,-0.00022021581149531894
2019-04-05 09:34:36,-0.00022021581149531894
2019-04-05 09:34:37,-0.00022021581149531894
2019-04-05 09:34:38,-0.00022021581149531894
2019-04-05 09:34:39,-0.00022021581149531894
2019-04-05 09:34:40,-0.00022021581149531894
2019-04-05 09:34:41,-0.00022021581149531894
2019-04-05 09:34:42,-0.00022021581149531894
2019-04-05 09:34:43,-0.00022021581149531894
2019-04-05 09:34:44,-0.00022021581149531894
2019-04-05 09:34:45,-0.00022021581149531894
2019-04-05 09:34:46,-0.00022021581149531894
2019-04-05 09:34:47,-0.00022021581149531894
2019-04-05 09:34:48,-0.00022021581149531894
2019-04-05 09:34:49,-0.00022021581149531894
2019-04-05 09:34:50,-0.00022021581149531894
2019-04-05 09:34:51,-0.00022021581149531894
2019-04-05 09:34:52,-0.00022021581149531894
2019-04-05 09:34:53,-9.104326606818486e-05
2019-04-05 09:34:54,-1.586537698771323e-05
2019-04-05 09:34:55,-7.914340455128527e-06
2019-04-05 09:34:56,-7.914340455128527e-06
2019-04-05 09:34:57,0.0007265729322127023
2019-04-05 09:34:58,-3.5173781932026334e-05
2019-04-05 09:34:59,-3.5173781932026334e-05
2019-04-05 09:35:00,-0.00024403968946661914
2019-04-05 09:35:01,-0.00018504506875456538
2019-04-05 09:35:02,0.0008139485070470098
2019-04-05 09:35:03,4.492645539250499e-05
2019-04-05 09:35:04,4.492645539250499e-05
2019-04-05 09:35:05,-0.00017129153819807021
2019-04-05 09:35:06,-8.56531049251582e-05
2019-04-05 09:35:07,-0.00041713460612868576
2019-04-05 09:35:08,-0.0001426737052361473
2019-04-05 09:35:09,-0.0001426737052361473
2019-04-05 09:35:10,-0.0001426737052361473
2019-04-05 09:35:11,-0.0002853881278539259
2019-04-05 09:35:12,-0.0002853881278539259
2019-04-05 09:35:13,-0.0003396646830249926
2019-04-05 09:35:14,-0.0003000500083346233
2019-04-05 09:35:15,-0.0003000500083346233
2019-04-05 09:35:16,-0.0003000500083346233
2019-04-05 09:35:17,-0.00021394950791624125
2019-04-05 09:35:18,0.0003480256598377312
2019-04-05 09:35:19,0.0003480256598377312
2019-04-05 09:35:20,0.0003480256598377312
2019-04-05 09:35:21,0.0003480256598377312
2019-04-05 09:35:22,0.0003480256598377312
2019-04-05 09:35:23,0.0001498031159047658
2019-04-05 09:35:24,0.0001498031159047658
2019-04-05 09:35:25,0.0001498031159047658
2019-04-05 09:35:26,-0.0006062551264220817
2019-04-05 09:35:27,-0.000713266761768861
2019-04-05 09:35:28,-1.7879092636119532e-05
2019-04-05 09:35:29,7.322520411479965e-06
2019-04-05 09:35:30,7.322520411479965e-06
2019-04-05 09:35:31,7.322520411479965e-06
2019-04-05 09:35:32,2.1284634090546025e-05
2019-04-05 09:35:33,2.1284634090546025e-05
2019-04-05 09:35:34,3.1123560535266525e-05
2019-04-05 09:35:35,-2.1392662316775474e-05
2019-04-05 09:35:36,1.3164996906265202e-05
2019-04-05 09:35:37,3.565443719482846e-05
2019-04-05 09:35:38,7.898998143728719e-05
2019-04-05 09:35:39,0.00016457654455075601
2019-04-05 09:35:40,0.00016457654455075601
2019-04-05 09:35:41,0.00016457654455075601
2019-04-05 09:35:42,0.00016457654455075601
2019-04-05 09:35:43,0.00016457654455075601
2019-04-05 09:35:44,0.00016457654455075601
2019-04-05 09:35:45,4.9364839070696655e-05
2019-04-05 09:35:46,-3.0505475732844635e-05
2019-04-05 09:35:47,-9.033349483875381e-05
2019-04-05 09:35:48,-9.033349483875381e-05
2019-04-05 09:35:49,0.00011263903881365645
2019-04-05 09:35:50,0.00011263903881365645
2019-04-05 09:35:51,0.00021783235451142645
2019-04-05 09:35:52,7.117437722413456e-05
2019-04-05 09:35:53,1.999525826724001e-05
2019-04-05 09:35:54,0.00027201951036489555
2019-04-05 09:35:55,-8.745463290923863e-05
2019-04-05 09:35:56,0.0004692032076437141
2019-04-05 09:35:57,0.00032832052206351807
2019-04-05 09:35:58,1.1074319759877037e-05
2019-04-05 09:35:59,1.1074319759877037e-05
2019-04-05 09:36:00,1.1074319759877037e-05
2019-04-05 09:36:01,1.1074319759877037e-05
2019-04-05 09:36:02,-0.0001759491101035235
2019-04-05 09:36:03,2.436647173494421e-05
2019-04-05 09:36:04,0.00027723279024136576
2019-04-05 09:36:05,0.000505141215032926
2019-04-05 09:36:06,0.00014941048136296717
2019-04-05 09:36:07,0.00020160664991780497
2019-04-05 09:36:08,0.00020160664991780497
2019-04-05 09:36:09,0.00020160664991780497
2019-04-05 09:36:10,1.3682199003011322e-05
2019-04-05 09:36:11,1.3682199003011322e-05
2019-04-05 09:36:12,1.3682199003011322e-05
2019-04-05 09:36:13,3.599318145163623e-05
2019-04-05 09:36:14,3.599318145163623e-05
2019-04-05 09:36:15,5.01353654869202e-05
2019-04-05 09:36:16,4.870327529536639e-05
2019-04-05 09:36:17,4.870327529536639e-05
2019-04-05 09:36:18,4.870327529536639e-05
2019-04-05 09:36:19,0.0004931808266469862
2019-04-05 09:36:20,-0.00010799208957949834
2019-04-05 09:36:21,8.502081161607015e-05
2019-04-05 09:36:22,0.00011552738250113387
2019-04-05 09:36:23,0.00011552738250113387
2019-04-05 09:36:24,0.00011552738250113387
2019-04-05 09:36:25,0.00011552738250113387
2019-04-05 09:36:26,0.00011552738250113387
2019-04-05 09:36:27,0.00011552738250113387
2019-04-05 09:36:28,0.00011552738250113387
2019-04-05 09:36:29,0.00011552738250113387
2019-04-05 09:36:30,0.00011552738250113387
2019-04-05 09:36:31,0.00011552738250113387
2019-04-05 09:36:32,0.00011552738250113387
2019-04-05 09:36:33,0.00011552738250113387
2019-04-05 09:36:34,0.00011552738250113387
2019-04-05 09:36:35,-2.7105045604178466e-05
2019-04-05 09:36:36,-2.7105045604178466e-05
2019-04-05 09:36:37,-2.7105045604178466e-05
2019-04-05 09:36:38,-2.7105045604178466e-05
2019-04-05 09:36:39,-2.7105045604178466e-05
2019-04-05 09:36:40,-2.7105045604178466e-05
2019-04-05 09:36:41,-2.7105045604178466e-05
2019-04-05 09:36:42,-2.7105045604178466e-05
2019-04-05 09:36:43,-0.0006515188533267247
2019-04-05 09:36:44,-9.332711152587417e-05
2019-04-05 09:36:45,-0.0004565428294242871
2019-04-05 09:36:46,0.0
2019-04-05 09:36:47,0.0
2019-04-05 09:36:48,0.0
2019-04-05 09:36:49,0.0
2019-04-05 09:36:50,0.0
2019-04-05 09:36:51,0.0
2019-04-05 09:36:52,0.0
2019-04-05 09:36:53,0.0
2019-04-05 09:36:54,0.00015794223826701238
2019-04-05 09:36:55,0.00014289797084868398
2019-04-05 09:36:56,-6.12332374011622e-05
2019-04-05 09:36:57,-6.12332374011622e-05
2019-04-05 09:36:58,-6.12332374011622e-05
2019-04-05 09:36:59,-6.12332374011622e-05
2019-04-05 09:37:00,-6.12332374011622e-05
2019-04-05 09:37:01,-6.12332374011622e-05
2019-04-05 09:37:02,-6.767426122269897e-05
2019-04-05 09:37:03,-6.767426122269897e-05
