h_m_s,XSP
2019-04-04 09:30:00,32.09997053045187
2019-04-04 09:30:01,32.10045871559633
2019-04-04 09:30:02,32.10045620437956
2019-04-04 09:30:03,32.09963103122043
2019-04-04 09:30:04,32.100200573065905
2019-04-04 09:30:05,32.09944297082228
2019-04-04 09:30:06,32.09936842105263
2019-04-04 09:30:07,32.09936842105263
2019-04-04 09:30:08,32.09936842105263
2019-04-04 09:30:09,32.09936842105263
2019-04-04 09:30:10,32.099262792714654
2019-04-04 09:30:11,32.099262792714654
2019-04-04 09:30:12,32.099262792714654
2019-04-04 09:30:13,32.09937176644494
2019-04-04 09:30:14,32.09937176644494
2019-04-04 09:30:15,32.09937176644494
2019-04-04 09:30:16,32.09937037037037
2019-04-04 09:30:17,32.09937176644494
2019-04-04 09:30:18,32.099462686567165
2019-04-04 09:30:19,32.099462686567165
2019-04-04 09:30:20,32.099535928143716
2019-04-04 09:30:21,32.09953383458647
2019-04-04 09:30:22,32.09953383458647
2019-04-04 09:30:23,32.10020161290323
2019-04-04 09:30:24,32.1087995930824
2019-04-04 09:30:25,32.1087995930824
2019-04-04 09:30:26,32.109960722702276
2019-04-04 09:30:27,32.109117647058824
2019-04-04 09:30:28,32.10911485774499
2019-04-04 09:30:29,32.10765977443609
2019-04-04 09:30:30,32.10684335443038
2019-04-04 09:30:31,32.100680570801316
2019-04-04 09:30:32,32.09976245210728
2019-04-04 09:30:33,32.09979246733282
2019-04-04 09:30:34,32.09981510015408
2019-04-04 09:30:35,32.09981510015408
2019-04-04 09:30:36,32.09979246733282
2019-04-04 09:30:37,32.09979150579151
2019-04-04 09:30:38,32.099731389102075
2019-04-04 09:30:39,32.09964258555133
2019-04-04 09:30:40,32.09964258555133
2019-04-04 09:30:41,32.09964258555133
2019-04-04 09:30:42,32.09964258555133
2019-04-04 09:30:43,32.09964258555133
2019-04-04 09:30:44,32.09964258555133
2019-04-04 09:30:45,32.09964258555133
2019-04-04 09:30:46,32.09973886328725
2019-04-04 09:30:47,32.09973886328725
2019-04-04 09:30:48,32.099357495881385
2019-04-04 09:30:49,32.098917835671344
2019-04-04 09:30:50,32.09969696969697
2019-04-04 09:30:51,32.099102990033224
2019-04-04 09:30:52,32.09443661971831
2019-04-04 09:30:53,32.09443661971831
2019-04-04 09:30:54,32.098625
2019-04-04 09:30:55,32.098625
2019-04-04 09:30:56,32.09102222222223
2019-04-04 09:30:57,32.09012820512821
2019-04-04 09:30:58,32.09227450980393
2019-04-04 09:30:59,32.09901610017889
2019-04-04 09:31:00,32.09965900667161
2019-04-04 09:31:01,32.09970436067997
2019-04-04 09:31:02,32.09970215934475
2019-04-04 09:31:03,32.099881393624905
2019-04-04 09:31:04,32.1023984891407
2019-04-04 09:31:05,32.09997720364742
2019-04-04 09:31:06,32.099762081784384
2019-04-04 09:31:07,32.10014976958525
2019-04-04 09:31:08,32.09955861070912
2019-04-04 09:31:09,32.09955861070912
2019-04-04 09:31:10,32.09957102672293
2019-04-04 09:31:11,32.09941868512111
2019-04-04 09:31:12,32.099422680412374
2019-04-04 09:31:13,32.099422680412374
2019-04-04 09:31:14,32.09940170940171
2019-04-04 09:31:15,32.09939871152469
2019-04-04 09:31:16,32.0994194885971
2019-04-04 09:31:17,32.09979213066073
2019-04-04 09:31:18,32.09954909090909
2019-04-04 09:31:19,32.09839916839917
2019-04-04 09:31:20,32.09955745895789
2019-04-04 09:31:21,32.09955745895789
2019-04-04 09:31:22,32.099803646563814
2019-04-04 09:31:23,32.0997212543554
2019-04-04 09:31:24,32.09971119133574
2019-04-04 09:31:25,32.09972008397481
2019-04-04 09:31:26,32.09959319526627
2019-04-04 09:31:27,32.09971035481535
2019-04-04 09:31:28,32.09971035481535
2019-04-04 09:31:29,32.09971035481535
2019-04-04 09:31:30,32.09972164231037
2019-04-04 09:31:31,32.09990812720848
2019-04-04 09:31:32,32.09990851513019
2019-04-04 09:31:33,32.09990851513019
2019-04-04 09:31:34,32.10319587628866
2019-04-04 09:31:35,32.09990851513019
2019-04-04 09:31:36,32.09977099236641
2019-04-04 09:31:37,32.09977099236641
2019-04-04 09:31:38,32.09977099236641
2019-04-04 09:31:39,32.09977099236641
2019-04-04 09:31:40,32.10319587628866
2019-04-04 09:31:41,32.09990812720848
2019-04-04 09:31:42,32.09990812720848
2019-04-04 09:31:43,32.09990812720848
2019-04-04 09:31:44,32.10319587628866
2019-04-04 09:31:45,32.10181208053691
2019-04-04 09:31:46,32.0998316970547
2019-04-04 09:31:47,32.0998249452954
2019-04-04 09:31:48,32.09955128205128
2019-04-04 09:31:49,32.09955128205128
2019-04-04 09:31:50,32.099824175824175
2019-04-04 09:31:51,32.09959227467811
2019-04-04 09:31:52,32.09959227467811
2019-04-04 09:31:53,32.09983038869258
2019-04-04 09:31:54,32.09983038869258
2019-04-04 09:31:55,32.09983110485574
2019-04-04 09:31:56,32.101333064840915
2019-04-04 09:31:57,32.10059393939394
2019-04-04 09:31:58,32.10086486486487
2019-04-04 09:31:59,32.100778588807785
2019-04-04 09:32:00,32.10047804878049
2019-04-04 09:32:01,32.10052972972973
2019-04-04 09:32:02,32.10085891954916
2019-04-04 09:32:03,32.09980335032775
2019-04-04 09:32:04,32.09952583156405
2019-04-04 09:32:05,32.09952583156405
2019-04-04 09:32:06,32.0915625
2019-04-04 09:32:07,32.095302663438254
2019-04-04 09:32:08,32.090926935659766
2019-04-04 09:32:09,32.091644100580275
2019-04-04 09:32:10,32.091644100580275
2019-04-04 09:32:11,32.091644100580275
2019-04-04 09:32:12,32.09169230769231
