h_m_s,XSP
2019-04-04 09:30:00,0.0
2019-04-04 09:30:01,0.0
2019-04-04 09:30:02,0.0
2019-04-04 09:30:03,124.61538461538458
2019-04-04 09:30:04,76.77725118483411
2019-04-04 09:30:05,48.7218045112782
2019-04-04 09:30:06,31.471588149587184
2019-04-04 09:30:07,20.555114988104684
2019-04-04 09:30:08,13.520421469928543
2019-04-04 09:30:09,8.93408013787161
2019-04-04 09:30:10,5.921221708861847
2019-04-04 09:30:11,3.93215067934654
2019-04-04 09:30:12,2.614664236434445
2019-04-04 09:30:13,1.7401137292212363
2019-04-04 09:30:14,1.1587481792402277
2019-04-04 09:30:15,0.7719098484604376
2019-04-04 09:30:16,0.5143451479710068
2019-04-04 09:30:17,0.3427806780194811
2019-04-04 09:30:18,0.2284688867653089
2019-04-04 09:30:19,0.15228968190668923
2019-04-04 09:30:20,0.10151627525876897
2019-04-04 09:30:21,0.06767299344149715
2019-04-04 09:30:22,0.04511331878596842
2019-04-04 09:30:23,0.03007465251253126
2019-04-04 09:30:24,0.02004937131921803
2019-04-04 09:30:25,0.01336607109753794
2019-04-04 09:30:26,0.008910635645147396
2019-04-04 09:30:27,0.005940388910663746
2019-04-04 09:30:28,0.003960243783808255
2019-04-04 09:30:29,0.0026401556381536817
2019-04-04 09:30:30,0.001760100699055683
2019-04-04 09:30:31,0.001173399106168423
2019-04-04 09:30:32,800.0020184380552
2019-04-04 09:30:33,533.3344042531321
2019-04-04 09:30:34,355.55614741082786
2019-04-04 09:30:35,237.03737734446733
2019-04-04 09:30:36,158.02489411287576
2019-04-04 09:30:37,105.34991869002252
2019-04-04 09:30:38,70.23327436287745
2019-04-04 09:30:39,46.82218079133888
2019-04-04 09:30:40,31.214786253227736
2019-04-04 09:30:41,20.80985708393043
2019-04-04 09:30:42,13.873237870077451
2019-04-04 09:30:43,9.248825164106673
2019-04-04 09:30:44,6.1658834060215035
2019-04-04 09:30:45,4.110588921029324
2019-04-04 09:30:46,2.7403926067669517
2019-04-04 09:30:47,1.8269284012879243
2019-04-04 09:30:48,1.2179522660926712
2019-04-04 09:30:49,0.8119681767583976
2019-04-04 09:30:50,0.5413121175559467
2019-04-04 09:30:51,0.36087474491152666
2019-04-04 09:30:52,0.24058316321845286
2019-04-04 09:30:53,0.16038877545412492
2019-04-04 09:30:54,0.10692585029170833
2019-04-04 09:30:55,0.07128390018956483
2019-04-04 09:30:56,0.04752260012419549
2019-04-04 09:30:57,0.03168173341516097
2019-04-04 09:30:58,0.02112115560967649
2019-04-04 09:30:59,0.014080770406259515
2019-04-04 09:31:00,0.009387180270754575
2019-04-04 09:31:01,0.0062581201804652285
2019-04-04 09:31:02,0.004172080120293343
2019-04-04 09:31:03,0.0027813867468547576
2019-04-04 09:31:04,0.001854257831233185
2019-04-04 09:31:05,0.0012361718874873142
2019-04-04 09:31:06,0.0008241145916575537
2019-04-04 09:31:07,0.0005494097277714111
2019-04-04 09:31:08,0.00036627315184747786
2019-04-04 09:31:09,0.00024418210123159436
2019-04-04 09:31:10,0.000162788067487704
2019-04-04 09:31:11,0.00010852537832512464
2019-04-04 09:31:12,7.23502522167447e-05
2019-04-04 09:31:13,4.823350147782756e-05
2019-04-04 09:31:14,3.215566765188405e-05
2019-04-04 09:31:15,2.1437111767922257e-05
2019-04-04 09:31:16,1.429140784528131e-05
2019-04-04 09:31:17,9.527605230187453e-06
2019-04-04 09:31:18,6.35173682012493e-06
2019-04-04 09:31:19,4.234491213416603e-06
2019-04-04 09:31:20,2.8229941422777286e-06
2019-04-04 09:31:21,1.8819960948518159e-06
2019-04-04 09:31:22,1.2546640632345426e-06
2019-04-04 09:31:23,8.364427088230278e-07
2019-04-04 09:31:24,5.576284725486849e-07
